"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"Zfp52",38.6885728783364,0.316974554881248,0.173714539106539,1.824686387861,0.0680483685683825,0.151306460263435,0.316974554881248,"Zfp52",0.213461942855388
"Golm1",115.00135152402,0.282838450559716,0.155023664357504,1.82448564696197,0.068078684294776,0.151355156455605,0.282838450559716,"Golm1",0.199452395812827
"Ier3ip1",701.427204402878,0.107180952244736,0.0587535443559634,1.82424657813613,0.068114802761613,0.151416739892519,0.107180952244736,"Ier3ip1",0.0969524611889773
"ENSMUSG00000121788_4930431P19Rik",45.9349741258373,-0.305401100066974,0.167475038345072,-1.82356190561195,0.0682183301301541,0.151628137138032,-0.305401100066974,"ENSMUSG00000121788_4930431P19Rik",-0.208814496088084
"Tfpt",65.8544821719449,-0.1880001258902,0.10312922282637,-1.82295687621655,0.0683099225324442,0.151812957700302,-0.1880001258902,"Tfpt",-0.151316619003014
"Aprt",173.585677302308,0.166818329178348,0.0915906281032555,1.82134714689677,0.0685541038955829,0.152336806605628,0.166818329178348,"Aprt",0.138403578105434
"Rapgef3os2",6.31715268311202,-0.791461802690227,0.434684860034417,-1.82077149553256,0.0686415989578574,0.152512390223104,-0.791461802690227,"Rapgef3os2",-0.304959523855605
"Map4",464.283178757076,-0.0833536210732306,0.0457813790036631,-1.82068829920045,0.0686542518172689,0.152521661707683,-0.0833536210732306,"Map4",-0.0778589219041475
"ENSMUSG00000121295_BC021767",5.20908720611592,1.49876768145241,0.823217412006214,1.82062193971317,0.0686643454303409,0.152524334899526,1.49876768145241,"ENSMUSG00000121295_BC021767",0.304469457147649
"Gng5",76.8679567306237,0.249888926187796,0.137258703891375,1.82056889001046,0.0686724154351361,0.152524334899526,0.249888926187796,"Gng5",0.184180967110023
"Mbp",307.653261987089,-0.198382340490913,0.108977920693847,-1.82039021508064,0.0686996014823103,0.152565876313228,-0.198382340490913,"Mbp",-0.157229636676577
"Gmpr2",96.0860812920731,-0.183689616621752,0.100911107533711,-1.82031117397445,0.0687116306984738,0.152573751820093,-0.183689616621752,"Gmpr2",-0.148692075039401
"Gm59075",5.59064527016237,-0.688060750337374,0.378041078218443,-1.82006874379877,0.0687485367908842,0.152609078613941,-0.688060750337374,"Gm59075",-0.295483792753297
"4931406C07Rik",752.354062370113,0.295555604666985,0.162387994590289,1.82005822174652,0.0687501389727653,0.152609078613941,0.295555604666985,"4931406C07Rik",0.204560825164138
"Mex3c",128.699572984777,0.128004754967697,0.0703314622784996,1.82002123688004,0.0687557708631418,0.152609078613941,0.128004754967697,"Mex3c",0.112349433382232
"Steap1",12.9970506006669,0.78174229173148,0.429532566942717,1.81998374953426,0.0687614796556976,0.152609078613941,0.78174229173148,"Steap1",0.304075729174401
"Plg",4.65707415714238,-1.57306791716898,0.864604667816787,-1.81940715302999,0.0688493362288406,0.152785214239596,-1.57306791716898,"Plg",-0.301130107821162
"Gm62513",24.1433223151249,0.374131512024215,0.205702084726516,1.81880272395697,0.0689415326787347,0.152959805967658,0.374131512024215,"Gm62513",0.233067708498162
"Mpp7",377.676953588241,0.174475643724913,0.0959300500140983,1.81877986824015,0.0689450209596243,0.152959805967658,0.174475643724913,"Mpp7",0.143090241680686
"Dusp6",269.157614351179,0.139656805727277,0.0768009290621406,1.81842599344442,0.0689990484779588,0.153060790074564,0.139656805727277,"Dusp6",0.120494102018111
"Cd4",25.1486875448579,1.00806531248359,0.554523894353574,1.81789337258176,0.0690804314613664,0.153170716602952,1.00806531248359,"Cd4",0.312883189352472
"Gm32618",74.8026294846006,-0.254456721331358,0.13997345185548,-1.81789273578878,0.0690805288087322,0.153170716602952,-0.254456721331358,"Gm32618",-0.186225245802707
"Rpl8",1134.71275213243,0.101129554081623,0.0556319942426616,1.81783082663738,0.0690899934788428,0.153170716602952,0.101129554081623,"Rpl8",0.09219900012261
"Napsa",94.6503431880042,0.513356355995684,0.282403352775591,1.81781253993687,0.0690927893531218,0.153170716602952,0.513356355995684,"Napsa",0.268445728900099
