"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name"
"A730063M14Rik",87.7594685182346,-0.829546355850164,0.0933781169719947,-8.88373403480557,6.46527556919832e-19,7.13401511580374e-17,-0.829546355850164,"A730063M14Rik"
"Actr2",591.322375612169,0.356424017786003,0.0402197668747833,8.86191157934014,7.86539724363529e-19,8.62603870878197e-17,0.356424017786003,"Actr2"
"Tbl1xr1",365.990955717137,0.52460231692206,0.0592265416024264,8.85755444651133,8.17888691603914e-19,8.91548242859879e-17,0.52460231692206,"Tbl1xr1"
"Cpa3",258.44999599825,1.3638724628466,0.154367276967991,8.83524338600214,9.98805597057144e-19,1.08219984751023e-16,1.3638724628466,"Cpa3"
"Utp14b",76.208430412271,1.2554819026805,0.142265733052231,8.82490727559508,1.09550540160808e-18,1.17986587744449e-16,1.2554819026805,"Utp14b"
"Saa4",10.9336018302929,4.81574439317071,0.545796743681371,8.82332928681246,1.11106017698377e-18,1.18949573471608e-16,4.81574439317071,"Saa4"
"Tmem271rt",25.2992569993163,-1.85370365433708,0.210217564997294,-8.81802457544848,1.16496688769025e-18,1.23982807349094e-16,-1.85370365433708,"Tmem271rt"
"Pex5l",27.0198338272907,3.02918469880068,0.343924019437876,8.80771486606753,1.27722823220992e-18,1.35130746967809e-16,3.02918469880068,"Pex5l"
"Macrod1",107.429186895176,-0.93175229543493,0.10589161566091,-8.7991130328828,1.37901732106609e-18,1.45046816004063e-16,-0.93175229543493,"Macrod1"
"Asb1",134.675731379432,-0.59460919344918,0.0677153298744001,-8.78101302248803,1.62008787310811e-18,1.68729964127313e-16,-0.59460919344918,"Asb1"
"Clstn1",289.051602263729,-0.666175488780517,0.0758671601075286,-8.78081488533811,1.62294472334177e-18,1.68729964127313e-16,-0.666175488780517,"Clstn1"
"Slc40a1",120.078553504452,1.13320939237808,0.129121178491807,8.77632473320387,1.68903666672404e-18,1.74592031538497e-16,1.13320939237808,"Slc40a1"
"Sdr42e1",61.9603402162689,-1.25659185961468,0.143389935927839,-8.76345924477617,1.89348380690466e-18,1.94606855719927e-16,-1.25659185961468,"Sdr42e1"
"Rdm1",107.615379233704,-0.806529057448151,0.0920683442702371,-8.76011254292619,1.95055531415397e-18,1.99333453865757e-16,-0.806529057448151,"Rdm1"
