"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"Fzd4",1149.56579122244,-1.12521407685599,0.145924037087124,-7.71095769632653,1.24877055593236e-14,2.61471329674033e-13,-1.12521407685599,"Fzd4",-1.07739953257234
"Parp16",81.9839654986652,-0.946269009290085,0.122783414047901,-7.70681461032612,1.28996979533627e-14,2.69783683010676e-13,-0.946269009290085,"Parp16",-0.915450893090379
"Ndufaf7",113.028538097801,-0.645619633034472,0.0837884764539457,-7.70535114562366,1.30483993579975e-14,2.7257666765731e-13,-0.645619633034472,"Ndufaf7",-0.634090480097881
"Mpv17",276.718324652448,-0.639589005645115,0.083037906415738,-7.70237393080391,1.33561364519837e-14,2.78681519983038e-13,-0.639589005645115,"Mpv17",-0.62830367511393
"Cmklr1",425.2280560617,-1.02180321082488,0.132666210860199,-7.70206071462793,1.33889239658704e-14,2.78858380120325e-13,-1.02180321082488,"Cmklr1",-0.984198490070194
"Cd151",838.673416803225,-0.616253562922105,0.0800121807978507,-7.70199683069578,1.33956210621573e-14,2.78858380120325e-13,-0.616253562922105,"Cd151",-0.605894223353398
"4833439L19Rik",180.35931996537,-0.77196684694329,0.100247175131708,-7.70063441617237,1.35392333031426e-14,2.81522138948351e-13,-0.77196684694329,"4833439L19Rik",-0.753867014123206
"Borcs7",237.832274982222,-0.638657233782482,0.0829441511186742,-7.69984652526866,1.36229751864959e-14,2.82936295270572e-13,-0.638657233782482,"Borcs7",-0.627402973655157
"Fbxo9",337.030431382313,-0.568711271840697,0.0738755511514812,-7.69823389438488,1.37959676820356e-14,2.8619870210968e-13,-0.568711271840697,"Fbxo9",-0.559984219687454
"Usp49",60.7894490201581,-0.989841419364776,0.128602923119428,-7.69688118555093,1.39427429413521e-14,2.88910339335436e-13,-0.989841419364776,"Usp49",-0.955131974298982
"Tbc1d9",67.0356513832244,1.15622346990111,0.150283723553769,7.69360408805303,1.43047231703886e-14,2.96069909024868e-13,1.15622346990111,"Tbc1d9",1.10487487373773
"Rnpepl1",241.965044702382,-0.485026759140245,0.0630531798995235,-7.69234414367594,1.44463408588251e-14,2.98657341019343e-13,-0.485026759140245,"Rnpepl1",-0.478456828405045
"Ddit4l",72.9155884817479,2.46210188937022,0.320151891049978,7.69041807404433,1.4665501244647e-14,3.02840075070287e-13,2.46210188937022,"Ddit4l",2.28167176301741
"Lgi4",142.819246220887,0.880820736355467,0.114631140097668,7.68395686900599,1.54248615065684e-14,3.18155457634333e-13,0.880820736355467,"Lgi4",0.855117227720811
"Nlrx1",109.033691503054,-0.78691093192907,0.102433821030144,-7.68213978562312,1.56452980579072e-14,3.22332566860847e-13,-0.78691093192907,"Nlrx1",-0.767789439770495
"Gm44421",14.3516796427121,-1.98386243691596,0.258281834059245,-7.68099872041677,1.57853057426866e-14,3.24689762210933e-13,-1.98386243691596,"Gm44421",-1.82980545137956
"Psmb6",581.535643610741,-0.385547341826717,0.0501955065027349,-7.68091346594362,1.57958157419418e-14,3.24689762210933e-13,-0.385547341826717,"Psmb6",-0.380776318435115
"Ndufc2",704.97155926125,-0.654761406835226,0.0853035925228193,-7.67566039683585,1.64568588640803e-14,3.37891625033502e-13,-0.654761406835226,"Ndufc2",-0.642745029300508
"Msra",211.716033453104,-1.11818350150319,0.145710910863029,-7.67398607887573,1.66732184631333e-14,3.41943565881317e-13,-1.11818350150319,"Msra",-1.07066608555913
"Nrcam",33.5434184400843,1.86468579287062,0.243107447592644,7.67021253908737,1.71711581531828e-14,3.51754499479665e-13,1.86468579287062,"Nrcam",1.72325442153617
"Ppp1r12a",1023.45283678212,0.353605487260635,0.0461069240431097,7.66924913338431,1.73006115651532e-14,3.54003184995273e-13,0.353605487260635,"Ppp1r12a",0.349356016216705
"Sqor",334.641909195735,-0.798145533130294,0.104132637775211,-7.6647010023239,1.79248284571394e-14,3.66359050716033e-13,-0.798145533130294,"Sqor",-0.778210647716535
"Odr4",456.845063339648,-0.433913456113693,0.0566189529854327,-7.66374920824362,1.80582358325255e-14,3.68666776031559e-13,-0.433913456113693,"Odr4",-0.428290544472056
"Mrpl14",304.695474730852,-0.485298220566626,0.0633364680891005,-7.66222423207935,1.82740217252315e-14,3.72290119307939e-13,-0.485298220566626,"Mrpl14",-0.478669019157475
"Plppr3",107.827272636535,-1.22315014804817,0.15963427578416,-7.6622025065718,1.82771141637335e-14,3.72290119307939e-13,-1.22315014804817,"Plppr3",-1.16383455573295
"Slc27a1",499.025642702961,-1.54970728197652,0.202289989947566,-7.66082040133678,1.84749066880766e-14,3.75893293768943e-13,-1.54970728197652,"Slc27a1",-1.44876337377426
"Snrnp27",476.057490858452,-0.442608749896834,0.0577921184221005,-7.65863515616646,1.87919409098645e-14,3.81581212088001e-13,-0.442608749896834,"Snrnp27",-0.436820148774515
"Dnajc21",444.53622354413,-0.45420624328639,0.0593066835135145,-7.65860129715207,1.87968950244617e-14,3.81581212088001e-13,-0.45420624328639,"Dnajc21",-0.448200312529004
"Dars2",74.1806209711118,-0.920562900955857,0.120256252529197,-7.6550107091717,1.93296133874428e-14,3.91801114638718e-13,-0.920562900955857,"Dars2",-0.891497995728142
"Steap4",544.013310007042,-1.07782021594074,0.140801055129489,-7.65491576003827,1.93439002445892e-14,3.91801114638718e-13,-1.07782021594074,"Steap4",-1.03425974996597
"Asap3",48.4108147615344,0.944670869064951,0.123417111960459,7.65429407688305,1.9437701011132e-14,3.93258144416446e-13,0.944670869064951,"Asap3",0.913576371507399
"Thrsp",1843.48897789959,-1.58057396175609,0.206556206576564,-7.65202841372971,1.97833508829118e-14,3.99801515707923e-13,-1.58057396175609,"Thrsp",-1.47524527687786
"Acot2",379.749355715442,-0.574175298594941,0.0750517601199643,-7.65039084595974,2.00369359014301e-14,4.04471749857601e-13,-0.574175298594941,"Acot2",-0.565160966276025
"Lap3",450.02571961654,-0.538329560058081,0.0703771616920167,-7.64920816804049,2.02220650045102e-14,4.07751189653723e-13,-0.538329560058081,"Lap3",-0.530383072661103
"Prdm9",63.3452235566011,-1.00455515368694,0.131341382860843,-7.648428330858,2.03450553759533e-14,4.09771742432134e-13,-1.00455515368694,"Prdm9",-0.968060723558115
"Eloc",484.084320051054,-0.485963159379491,0.0635757786698146,-7.64384124814854,2.10835331889721e-14,4.24170501047933e-13,-0.485963159379491,"Eloc",-0.479286585206029
"Pla2g4a",80.3103362279981,1.3830364197161,0.180981835799709,7.64185208755807,2.14119076640339e-14,4.30295610329959e-13,1.3830364197161,"Pla2g4a",1.30371077564509
"Trappc2b",126.826157266746,-0.658067811629859,0.0861327671208117,-7.64015639607676,2.16958041304603e-14,4.35133854100323e-13,-0.658067811629859,"Trappc2b",-0.645790086308528
"Gm5617",181.631825058534,-1.2161486109239,0.15917914526213,-7.64012527470982,2.1701048989658e-14,4.35133854100323e-13,-1.2161486109239,"Gm5617",-1.15731688476144
"Gm67094",41.4924388997105,-2.09514132524608,0.274346916683047,-7.63683204672788,2.22631609594204e-14,4.45907809594806e-13,-2.09514132524608,"Gm67094",-1.929028443329
"Gm30270",22.3913443021246,-1.93055554615562,0.2528348257418,-7.63563935660959,2.24702506428886e-14,4.49554981160172e-13,-1.93055554615562,"Gm30270",-1.78028794311913
"Rnf141",436.65033749619,-0.496026653275996,0.0649681389152244,-7.63492169482108,2.2595771890904e-14,4.51563948033111e-13,-0.496026653275996,"Rnf141",-0.489110151616413
"Pde3b",1333.57607310972,-1.60321330061202,0.210003111412916,-7.63423593977005,2.27163568455718e-14,4.53469915898395e-13,-1.60321330061202,"Pde3b",-1.49434093291079
"Gm20492",49.5987118290451,-1.30919914648788,0.171505440058308,-7.63357212484213,2.28336866505527e-14,4.55306749553039e-13,-1.30919914648788,"Gm20492",-1.23906865363232
"Tmod2",224.435304021322,0.887855136032979,0.116354725341866,7.63058941890275,2.33682812658556e-14,4.65450616664097e-13,0.887855136032979,"Tmod2",0.861249260759855
"0610040B10Rik",101.338258207333,-0.73182118518957,0.0959117494745564,-7.63015156327337,2.3447788065452e-14,4.66517606355331e-13,-0.73182118518957,"0610040B10Rik",-0.715769754849277
"Dip2b",121.305106725816,0.641673565736765,0.084099627354834,7.62992162889628,2.34896465541132e-14,4.66834014278763e-13,0.641673565736765,"Dip2b",0.630080757775476
"Ascc3",171.541215556956,0.464146685623454,0.060847376156996,7.62804766512661,2.38335448253229e-14,4.72658911106576e-13,0.464146685623454,"Ascc3",0.457896319803778
"Ndufs1",425.511927238649,-0.679124455352633,0.0890300282088612,-7.62803819133284,2.38352959175839e-14,4.72658911106576e-13,-0.679124455352633,"Ndufs1",-0.66582346341479
"Mdm2",266.631883494811,0.456638046397929,0.0598811906096605,7.62573425392548,2.42649242688371e-14,4.80648599008045e-13,0.456638046397929,"Mdm2",0.45053169607601
"Cox4i1",1344.52382830689,-0.719407690191769,0.0943584870836271,-7.62419695807733,2.45558201343553e-14,4.85875666596825e-13,-0.719407690191769,"Cox4i1",-0.704019874962732
"Clec4a3",161.957344878255,0.837852924714035,0.109937447694715,7.62117860913661,2.5136983658272e-14,4.96828338546902e-13,0.837852924714035,"Clec4a3",0.814949674343941
"Ndufb9",873.836283850321,-0.806658024904187,0.105883052451329,-7.61838657111796,2.56866063444574e-14,5.07134249957641e-13,-0.806658024904187,"Ndufb9",-0.785913463345608
"Pdzd2",374.028427214854,-1.25345393917812,0.164661632794667,-7.61230116514863,2.69258237162047e-14,5.31017396227695e-13,-1.25345393917812,"Pdzd2",-1.18978053196596
"Coa5",579.814620384339,-0.578409092338258,0.0760025001034566,-7.61039559949887,2.73258220777941e-14,5.38315701961888e-13,-0.578409092338258,"Coa5",-0.569157405195141
"B230208H11Rik",44.6175552563702,-1.15013061698794,0.151142963578705,-7.60955448904522,2.75042338741661e-14,5.41237582560998e-13,-1.15013061698794,"B230208H11Rik",-1.0983556693253
"Sgta",624.636307303688,-0.659935661052051,0.0867292945879269,-7.60914364849357,2.75917951396521e-14,5.423672430402e-13,-0.659935661052051,"Sgta",-0.647471375671535
"Niban1",288.360750606617,0.579104779755278,0.0761171102857393,7.6080762601385,2.782056806054e-14,5.46267180280428e-13,0.579104779755278,"Niban1",0.569824097594647
"Lpar1",426.788725209549,0.734069732311617,0.0965048429874432,7.60655848543405,2.81490878072335e-14,5.52115041767614e-13,0.734069732311617,"Lpar1",0.717790907000536
"Ubqln1",667.763486026567,-0.589786515767299,0.0775799580592711,-7.60230516387624,2.9090175578837e-14,5.6995195856314e-13,-0.589786515767299,"Ubqln1",-0.580125907947009
"Ppp1ca",768.679346577693,-0.553681192008722,0.0728355098658933,-7.60180292591039,2.92033229968166e-14,5.71182197699233e-13,-0.553681192008722,"Ppp1ca",-0.545189053648405
"Stab1",303.332353762906,0.865412170070267,0.113843888526652,7.60174464585041,2.9216480700728e-14,5.71182197699233e-13,0.865412170070267,"Stab1",0.840350053154522
"Galnt2",536.019232092782,-0.781075693796433,0.102762619675174,-7.6007763938421,2.94359349169276e-14,5.7484769317683e-13,-0.781075693796433,"Galnt2",-0.761923393088898
"Lman2l",191.837353719515,-0.777246570654574,0.102358075767942,-7.5934074065312,3.11600875519156e-14,6.07858280595178e-13,-0.777246570654574,"Lman2l",-0.758302205172293
"Gm70432",79.8250271718008,-1.55635612339046,0.205073494475669,-7.58926026676312,3.21736938038638e-14,6.26770285303429e-13,-1.55635612339046,"Gm70432",-1.45264536213614
"Ndufs3",208.089897784839,-0.86258412883593,0.113660066231657,-7.58915736577041,3.21992518414527e-14,6.26770285303429e-13,-0.86258412883593,"Ndufs3",-0.83765570997414
"1600014C10Rik",525.658955529865,-1.15803812944771,0.152780904927555,-7.57973079159876,3.46272710454117e-14,6.7330388867327e-13,-1.15803812944771,"1600014C10Rik",-1.1049853350297
"Gprc5b",405.148762230993,-0.758339677490192,0.100053471608576,-7.57934397775752,3.47306581436745e-14,6.74584899969903e-13,-0.758339677490192,"Gprc5b",-0.740506529920996
"Mmachc",80.6329635243125,-1.12259143016605,0.148192091535093,-7.57524520058625,3.5844997012642e-14,6.95478011078078e-13,-1.12259143016605,"Mmachc",-1.07339202560419
"Reps2",87.7205186751386,1.10456995686126,0.145846253302193,7.57352302066067,3.6323630703639e-14,7.04005195943589e-13,1.10456995686126,"Reps2",1.05728781998292
"G6pc3",194.982947619122,-0.518973238200265,0.0685269058011054,-7.57327697979753,3.63925222692913e-14,7.04581168498895e-13,-0.518973238200265,"G6pc3",-0.511380787512668
"Ncbp2",316.321168156655,-0.568219841260783,0.075032746988616,-7.5729579958867,3.64820292326468e-14,7.05554599761704e-13,-0.568219841260783,"Ncbp2",-0.55920853010521
"Idh3a",743.4900012542,-1.09779864907373,0.144985119709162,-7.57180220477728,3.68081615038638e-14,7.11097306990864e-13,-1.09779864907373,"Idh3a",-1.05121527875576
"Dock7",205.743498648855,0.663984275377274,0.0876992201238613,7.57115370512419,3.6992404037633e-14,7.1388989165329e-13,0.663984275377274,"Dock7",0.651205234547852
"Atp2b1",1484.73115529746,0.369841379202644,0.0488648224003072,7.56866312073855,3.770846140104e-14,7.26928603171602e-13,0.369841379202644,"Atp2b1",0.365196462145749
"Bcl7b",269.989990403585,-0.620591501179284,0.0820045278812324,-7.56777116110089,3.79682055658572e-14,7.31152189836732e-13,-0.620591501179284,"Bcl7b",-0.609681117633175
"Arhgef40",163.474865225365,-0.689267551814309,0.0911438059001182,-7.56241792853874,3.95644757354527e-14,7.61076642329254e-13,-0.689267551814309,"Arhgef40",-0.675226125298801
"Nrip1",1314.72010767373,-0.603414692566691,0.0798037865613943,-7.56122884097078,3.99279062654022e-14,7.67247138984534e-13,-0.603414692566691,"Nrip1",-0.593150079818915
"Zwint",409.33461266013,-0.554534921915586,0.0733432875236739,-7.56081354734189,4.00556077293858e-14,7.68879573768125e-13,-0.554534921915586,"Zwint",-0.545921620268336
"Mcrip2",209.09034211038,-1.43565874301279,0.190017092934695,-7.55541894068551,4.17513777485273e-14,8.00575991668456e-13,-1.43565874301279,"Mcrip2",-1.34755648296387
"Arhgap42",174.838244454675,1.33520208415888,0.176745539229065,7.55437500704578,4.20875922554402e-14,8.06163401817196e-13,1.33520208415888,"Arhgap42",1.26032525096164
"Uqcrfs1",643.936497239501,-0.797353393159922,0.105553131815038,-7.55404770516082,4.21935519040155e-14,8.07333217601726e-13,-0.797353393159922,"Uqcrfs1",-0.776890647183523
"Gm10687",105.643379448388,-1.8172721254569,0.240600039004528,-7.55308325375082,4.25073079192356e-14,8.12472306307515e-13,-1.8172721254569,"Gm10687",-1.67734332465689
"Svop",6.65411894736165,5.25810485943619,0.696430643508169,7.55007682164766,4.3500157960948e-14,8.30566710281964e-13,5.25810485943619,"Svop",4.72049152835456
"Ndufb3",825.66787781632,-0.750454511630225,0.0994015031591522,-7.54973001191611,4.36161458229927e-14,8.31898195940984e-13,-0.750454511630225,"Ndufb3",-0.732962284522515
"Cebpg",587.869956350629,-0.534735917363177,0.0708321265790395,-7.54934156560274,4.37464198032554e-14,8.3349905358194e-13,-0.534735917363177,"Cebpg",-0.526671266766499
"Ndufa6",767.05638546408,-0.534995536571976,0.070892437594156,-7.54658119720344,4.46832541294843e-14,8.50447628331116e-13,-0.534995536571976,"Ndufa6",-0.526917562646567
"Lmf1",141.72625890587,-0.639561978013098,0.0847583641066471,-7.54570932030224,4.49832370818928e-14,8.54433017190725e-13,-0.639561978013098,"Lmf1",-0.627795868125199
"Lamtor2",217.83534722836,-0.56317204958922,0.0746348662642152,-7.54569650591363,4.49876608072733e-14,8.54433017190725e-13,-0.56317204958922,"Lamtor2",-0.554255007595254
"Tcaim",119.556910042001,-0.614026384220782,0.081377123565306,-7.54544222404247,4.50755313629919e-14,8.55198847146384e-13,-0.614026384220782,"Tcaim",-0.603310489773736
"Ola1",464.805981065875,-0.434877416202172,0.0576441047901876,-7.54417850333585,4.55147368410262e-14,8.62621766936456e-13,-0.434877416202172,"Ola1",-0.429052504765764
"Gm47586",45.4014267055669,1.17777408815348,0.156155134309658,7.54233341964883,4.61635614010346e-14,8.73997700377903e-13,1.17777408815348,"Gm47586",1.12195749989874
"Camk1d",222.857656385602,0.772512617614161,0.102457427079277,7.5398401036991,4.7054805429206e-14,8.89934522029126e-13,0.772512617614161,"Camk1d",0.753604184220833
"Ubash3b",126.086431145514,0.964980582463316,0.128009764262419,7.53833575136591,4.7600701919812e-14,8.99313261270733e-13,0.964980582463316,"Ubash3b",0.931133209017171
"Acp6",154.868503233114,-0.564024999416047,0.0748363985074788,-7.53677369120964,4.81741289494864e-14,9.09191902712972e-13,-0.564024999416047,"Acp6",-0.55505905891865
"Slc43a1",81.0551403471318,-1.57097254097348,0.208552496038624,-7.53274389332908,4.96850035561788e-14,9.3672376725517e-13,-1.57097254097348,"Slc43a1",-1.46371305158531
"Ociad1",456.035999598507,-0.420451023574408,0.0558297480331544,-7.5309496887703,5.03725959808037e-14,9.4869268200077e-13,-0.420451023574408,"Ociad1",-0.414869940227565
"Pigyl",223.806872438398,-0.581205631113667,0.0772017086345801,-7.52840372827362,5.13643671468999e-14,9.66359317472951e-13,-0.581205631113667,"Pigyl",-0.571649709875929
"Mettl9",248.057370652429,-0.552700141221973,0.0734246376144654,-7.52744799537268,5.17416052167563e-14,9.72439405881483e-13,-0.552700141221973,"Mettl9",-0.544063695447748
"Mmadhc",350.82479014363,-0.507831497141889,0.0674903933390898,-7.5245004809856,5.29222586264749e-14,9.93590546613547e-13,-0.507831497141889,"Mmadhc",-0.500419349505806
"Aldh3b1",66.793681610041,0.827138149342266,0.109947453576117,7.52303143400799,5.35205493687491e-14,1.0037753920191e-12,0.827138149342266,"Aldh3b1",0.804424845525901
"Rab11fip5",201.378452002042,0.658907915171219,0.0876046593454078,7.52137979982635,5.4201144697977e-14,1.01548102972689e-12,0.658907915171219,"Rab11fip5",0.646194875568838
"Dtd2",89.0250954301835,-0.72539752179569,0.0964601669271967,-7.52017692798711,5.47021650331775e-14,1.02196681845022e-12,-0.72539752179569,"Dtd2",-0.709242454210799
"Jmjd1c",417.188853856293,0.610386543883271,0.081166657603823,7.52016359799595,5.4707742673704e-14,1.02196681845022e-12,0.610386543883271,"Jmjd1c",0.599739334591736
"Adipoq",2675.89419676601,-1.23223341298802,0.163857784239541,-7.52013960585871,5.47177830628023e-14,1.02196681845022e-12,-1.23223341298802,"Adipoq",-1.16963922764495
"Gm45091",37.6597653566604,-1.47649409208754,0.196353492521701,-7.51957132580345,5.49561310530066e-14,1.02535370655537e-12,-1.47649409208754,"Gm45091",-1.38199093477621
"Gm68326",70.0276681481707,-1.49656126674773,0.19906111714553,-7.51809940689534,5.55782394513513e-14,1.03588623292436e-12,-1.49656126674773,"Gm68326",-1.39925216252402
"Mrpl22",65.9447293923183,-0.747482598496663,0.0994508349774294,-7.51610178704187,5.64336230121789e-14,1.05074031417914e-12,-0.747482598496663,"Mrpl22",-0.730014273313049
"Adipor2",1263.14990087844,-1.03286093022625,0.137460624040256,-7.51386760708855,5.74056400480552e-14,1.06773303195897e-12,-1.03286093022625,"Adipor2",-0.992312529798716
"Gm42151",64.7384358113093,-1.38293196640963,0.184060992529547,-7.51344403506699,5.75917693941947e-14,1.07008839289668e-12,-1.38293196640963,"Gm42151",-1.30098131985843
"Papss2",216.058367793094,-1.14957860320635,0.153095840487879,-7.50888201497125,5.96344405751744e-14,1.10689891453569e-12,-1.14957860320635,"Papss2",-1.09651754701391
"Gm48582",160.824837308024,0.968474233098646,0.129024468377849,7.50612845202711,6.09016605780864e-14,1.12925491459532e-12,0.968474233098646,"Gm48582",0.934023837717544
"C330018D20Rik",110.170341242295,-1.05786510935563,0.140943956913202,-7.50557265826651,6.11606355668898e-14,1.13288897147897e-12,-1.05786510935563,"C330018D20Rik",-1.01469156557787
"Zfp282",132.616976294664,0.589643476356779,0.0785901384278775,7.50276673577687,6.24846903662042e-14,1.15622391041826e-12,0.589643476356779,"Zfp282",0.579722741935136
"Alkbh1",121.696930830399,0.708116176075937,0.0944122259688704,7.50025930232189,6.36917111453758e-14,1.17734749913744e-12,0.708116176075937,"Alkbh1",0.692840197154082
"Samhd1",770.950515074001,0.639298276382046,0.0852629174078097,7.49796389589044,6.48167464577869e-14,1.19691375953774e-12,0.639298276382046,"Samhd1",0.627390607646589
"BC051226",114.027767925427,-0.890742474999334,0.11880892470643,-7.49726905786169,6.51611393806282e-14,1.20197086145514e-12,-0.890742474999334,"BC051226",-0.862968429286715
"Mrps21",106.299729783564,-1.06424316324529,0.141953180228108,-7.49714209667675,6.52242611353397e-14,1.20197086145514e-12,-1.06424316324529,"Mrps21",-1.02031475398018
"Mir100hg",377.432258553561,0.797786020589347,0.106417147364359,7.49678073833182,6.54042481895244e-14,1.20405405111237e-12,0.797786020589347,"Mir100hg",0.776983682083164
"Stau1",389.61500340901,-0.41106320508115,0.0548502747471311,-7.49427795897504,6.66643164753139e-14,1.22599631505623e-12,-0.41106320508115,"Stau1",-0.405596224521242
"Klf7",696.934552541904,0.365959796940555,0.0488420256884898,7.49272356708983,6.7458884141287e-14,1.23934166513298e-12,0.365959796940555,"Klf7",0.361288024871688
"Pde4dip",311.098561174136,-0.845406537850823,0.112844388790869,-7.49179065888324,6.79402272068279e-14,1.24691114953266e-12,-0.845406537850823,"Pde4dip",-0.821154278941536
"Smim10l1",723.659309865088,-0.621418795513235,0.0829966449194372,-7.48727609551484,7.03176806195825e-14,1.28922915761856e-12,-0.621418795513235,"Smim10l1",-0.610233490913826
"Bet1",158.951797714112,-0.599900576267782,0.0801344611683393,-7.48617470588046,7.09099916573469e-14,1.29876487774851e-12,-0.599900576267782,"Bet1",-0.589556894028537
"Ncoa7",327.913052554814,0.543043420338643,0.0725416472929028,7.48595380176558,7.10293797664309e-14,1.29962810221671e-12,0.543043420338643,"Ncoa7",0.534597574558484
"Smim11",281.076266703535,-0.460612294014574,0.0615621515185499,-7.48206946399172,7.31612546040099e-14,1.33727472084118e-12,-0.460612294014574,"Smim11",-0.454181087245304
"Ggact",107.613163957352,-0.732243958866067,0.0979003918025139,-7.47947935022732,7.46176348314131e-14,1.3625104366272e-12,-0.732243958866067,"Ggact",-0.715515269586736
"Baiap2l2",14.0878252834365,-4.30378022167944,0.575603741865573,-7.47698444025151,7.6047414730057e-14,1.38720973766207e-12,-4.30378022167944,"Baiap2l2",-3.96028156476867
"Lipe",1670.76823343474,-1.46525389398489,0.196014355205794,-7.47523768066136,7.70644388732583e-14,1.40433738356071e-12,-1.46525389398489,"Lipe",-1.37122684424807
"Rbp4",877.721851900987,-1.58037601360238,0.211545253982002,-7.47062854804974,7.98126585989088e-14,1.45294582748985e-12,-1.58037601360238,"Rbp4",-1.47004790103132
"Sdhc",634.237230470263,-0.766179602367487,0.102563551293501,-7.47029127506469,8.00175002045493e-14,1.45520198046413e-12,-0.766179602367487,"Sdhc",-0.74732839415346
"Rad51d",160.582539054232,-1.02310794887034,0.137012856012367,-7.46724051046705,8.18940057113948e-14,1.4878238249749e-12,-1.02310794887034,"Rad51d",-0.983046771142439
"Cops6",369.592840170486,-0.538203746327762,0.0721450736257307,-7.4600207509638,8.65088545856389e-14,1.56872696275023e-12,-0.538203746327762,"Cops6",-0.529838563438598
"B230216N24Rik",54.5653213476226,1.19708104098684,0.160468385035384,7.45991829308233,8.6576151134415e-14,1.56872696275023e-12,1.19708104098684,"B230216N24Rik",1.13777713338261
"Commd4",150.695853554092,-0.519725638037767,0.0696695431138429,-7.45986861415918,8.66087998449336e-14,1.56872696275023e-12,-0.519725638037767,"Commd4",-0.511872403056497
"Prdm16os",15.6219259017099,-3.39559091549284,0.455741446102615,-7.45069588147199,9.28491709537615e-14,1.68006558226796e-12,-3.39559091549284,"Prdm16os",-3.17292555509797
"Eci1",602.633448858761,-0.94889458790937,0.127409614289166,-7.44759014618616,9.50605942567281e-14,1.71835160633318e-12,-0.94889458790937,"Eci1",-0.915716472023288
"Cib2",520.637828623867,-1.32616753553303,0.178197909108437,-7.44210491676438,9.90934692923153e-14,1.78945295049356e-12,-1.32616753553303,"Cib2",-1.25029084558995
"Vcan",320.931157598659,1.14462502967472,0.153845832761816,7.44007822068753,1.0062569918438e-13,1.81529972470438e-12,1.14462502967472,"Vcan",1.09118304147464
"Hmgcl",276.00841993085,-0.532158600667394,0.0715274496250242,-7.43992136525466,1.00745251723264e-13,1.81563536823109e-12,-0.532158600667394,"Hmgcl",-0.523919934188263
"Ndufv2",680.51985789573,-0.599595205796823,0.0805931461128672,-7.43977912162799,1.00853788085753e-13,1.81577200451486e-12,-0.599595205796823,"Ndufv2",-0.589130273217277
"Sdk1",68.1243637159497,1.45310254315856,0.19537699338829,7.43742913614544,1.0266362316133e-13,1.84650792617968e-12,1.45310254315856,"Sdk1",1.35985053081304
"Alg2",102.171880610469,-0.659275654009476,0.0886797525046954,-7.43434251211481,1.05089347722169e-13,1.88824875937156e-12,-0.659275654009476,"Alg2",-0.646241401636056
"Kctd21",56.2776961805071,-0.959806527054484,0.129127803881867,-7.43299659872294,1.06164632153045e-13,1.90566574241983e-12,-0.959806527054484,"Kctd21",-0.925500859463353
"Tagln2",750.13885748248,0.541252491816371,0.0728574456667869,7.42892489385074,1.09483886652875e-13,1.96328732336851e-12,0.541252491816371,"Tagln2",0.532725154662784
"Nop10",555.236483838534,-0.498358975292536,0.0670856871024039,-7.42869301661634,1.09675952200477e-13,1.96477258593405e-12,-0.498358975292536,"Nop10",-0.490983007123426
"Ubc",1011.45629372465,-0.55819937213197,0.0751753692424973,-7.42529604784987,1.12527937669725e-13,2.01385819594794e-12,-0.55819937213197,"Ubc",-0.549141988820126
"Abcg2",217.567908672748,0.675287561767304,0.0909478777668525,7.42499526485294,1.12783949850025e-13,2.01643352087728e-12,0.675287561767304,"Abcg2",0.661435899086773
"Sik1",93.4293076306688,1.12314149458801,0.151284301583366,7.4240452104615,1.13596356208287e-13,2.02894147245507e-12,1.12314149458801,"Sik1",1.07192692648589
"Mknk2",782.9750392279,-0.925417757906403,0.124685552891371,-7.42201270673793,1.15353743143636e-13,2.05828613510063e-12,-0.925417757906403,"Mknk2",-0.894121421084327
"Atp5pd",570.063339112477,-0.591425874089278,0.0796953991153202,-7.42107926749294,1.16169760141128e-13,2.07079217631152e-12,-0.591425874089278,"Atp5pd",-0.581213638710524
"Tkfc",55.1905831460595,-1.01728879843561,0.13708902364821,-7.42064369096479,1.16552481862637e-13,2.07555736513008e-12,-1.01728879843561,"Tkfc",-0.977324393768322
"Pros1",338.443752122724,0.601682605569673,0.0811154435653951,7.41760852339539,1.19253965305983e-13,2.1215646092912e-12,0.601682605569673,"Pros1",0.591073176578566
"Rxrg",99.9557615725013,-1.47895511904427,0.199400465690195,-7.4170093531381,1.19794490053332e-13,2.12907480049331e-12,-1.47895511904427,"Rxrg",-1.38156116456414
"mt-Cytb",5448.22613820498,-0.770817152886507,0.10402362564411,-7.41002006143927,1.26280312647643e-13,2.24213001311008e-12,-0.770817152886507,"mt-Cytb",-0.751357389335373
"Ndnf",27.2982657647127,1.84132276450942,0.248498896202397,7.4097824684489,1.26506750516413e-13,2.24393532030395e-12,1.84132276450942,"Ndnf",1.69282041152978
"Cox7a2",1047.55522563087,-0.693207350045207,0.0935683166000028,-7.40856921695636,1.27669274715067e-13,2.26232470445832e-12,-0.693207350045207,"Cox7a2",-0.678363047049594
"Mrpl10",297.899012639287,-0.592898093585486,0.0800361034878252,-7.40788303962943,1.2833140326732e-13,2.27181950705317e-12,-0.592898093585486,"Mrpl10",-0.58259366485796
"Wipi2",375.062243157426,-0.408614000801256,0.0551633051922272,-7.40735166932731,1.28846467752905e-13,2.27869475811578e-12,-0.408614000801256,"Wipi2",-0.403060543053116
