"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"Zfp977",13.4453970191098,-0.897216557757704,0.270552944160408,-3.31623283768723,0.000912397776420535,0.00235105822445555,-0.897216557757704,"Zfp977",-0.758078010692938
"Cep295",180.901277402688,0.311927455153474,0.0940673979581684,3.31599961223746,0.000913159555141859,0.00235268410811939,0.311927455153474,"Cep295",0.293908425766559
"Rnf111",167.063852775398,0.2848525570208,0.0859385839861403,3.31460612693757,0.000917723357812436,0.00236410374013384,0.2848525570208,"Rnf111",0.269546943275535
"Hnrnpdl",665.04055589514,0.205993395855705,0.0621494040429719,3.31448706593027,0.000918114272908341,0.00236477206251316,0.205993395855705,"Hnrnpdl",0.198073078570221
"Cln8",204.21950283401,0.296456453394436,0.0894445151172392,3.31441735701576,0.000918343221023201,0.00236502307750906,0.296456453394436,"Cln8",0.279988612006528
"Fam171b",95.9500413403213,0.947495950549231,0.285880461429902,3.31430817555735,0.000918701916908069,0.00236560811417445,0.947495950549231,"Fam171b",0.789579714226571
"Ifrd1",371.311666456736,-0.315807836696149,0.0952912580881804,-3.31413230376188,0.000919279984807863,0.00236675777365506,-0.315807836696149,"Ifrd1",-0.297373255341284
"Gm28875",183.672036446479,-0.521162286755467,0.157269175746298,-3.31382347673896,0.000920295875017849,0.00236903415028926,-0.521162286755467,"Gm28875",-0.477559468816628
"Cep70",233.973247655765,-0.464027320709187,0.140030654495451,-3.31375528009305,0.000920520348883591,0.00236927289568121,-0.464027320709187,"Cep70",-0.428645919830027
"Vta1",115.180546636231,-0.279245436007946,0.0842717112144317,-3.313631964793,0.000920926378340689,0.00236997880109252,-0.279245436007946,"Vta1",-0.264487784833385
"Adam2",11.6676449850034,4.39395524842532,1.32612293937227,3.31338454223953,0.000921741545419176,0.00237173725835612,4.39395524842532,"Adam2",1.57313019775451
"Slc38a10",407.727271406588,-0.24580563243105,0.0742105482292932,-3.31227350149157,0.000925410268114787,0.0023808366588918,-0.24580563243105,"Slc38a10",-0.234277829947008
"C1qtnf3",25.0336477880173,1.90522467069086,0.57521095771997,3.31221901307795,0.000925590539674316,0.00238095987508327,1.90522467069086,"C1qtnf3",1.19942447290814
"Lgals7",36.199417566603,2.35124870231979,0.710000091356589,3.31161746448129,0.000927582889804904,0.0023856167084961,2.35124870231979,"Lgals7",1.32092488373655
"Rasa3",502.4577284724,-0.368766521724194,0.111356254734042,-3.31159235379225,0.000927666143624025,0.0023856167084961,-0.368766521724194,"Rasa3",-0.344719873837963
"Nhp2",160.442267241138,0.304314822229584,0.091896715650897,3.31148746801391,0.000928013964482521,0.0023861700021705,0.304314822229584,"Nhp2",0.287025373354283
"Syt7",126.205553951686,0.434257815856168,0.131168035024193,3.31069849278501,0.000930634229509886,0.00239256535905729,0.434257815856168,"Syt7",0.402628751056369
"Fxyd4",4.51360522798754,3.9978906919058,1.20759821915191,3.31061327227983,0.000930917665076491,0.00239294152813004,3.9978906919058,"Fxyd4",1.56740756160293
"Brd8dc",15.9328808461037,0.648517382902833,0.195892701541301,3.31057450226701,0.000931046637042922,0.00239294152813004,0.648517382902833,"Brd8dc",0.580962615987493
"Tmem128",176.1317453988,-0.22793077329255,0.06885069535768,-3.31050793471943,0.000931268118646827,0.00239316879296783,-0.22793077329255,"Tmem128",-0.218053030829994
"Pogz",137.751610834468,0.278050704751165,0.0840552245597676,3.30795267286993,0.000939806903726351,0.00241476671006031,0.278050704751165,"Pogz",0.26336491499848
"Sirpb1b",4.90221638020891,1.57298481486305,0.475614456357365,3.30726872120377,0.000942104703008759,0.00242032498047644,1.57298481486305,"Sirpb1b",1.08796478997846
"Pde1c",13.311101277416,1.8052811903276,0.54593854833209,3.3067479771175,0.000943857679811248,0.00242448218067482,1.8052811903276,"Pde1c",1.16683383422434
"P4htm",25.8232503774535,0.577457100677881,0.174639899903507,3.30655881615221,0.000944495198708416,0.00242577333199623,0.577457100677881,"P4htm",0.524097767186828
"Tgm1",6.18209757590164,1.74399174591992,0.527523855143556,3.30599598276995,0.000946394445335403,0.00243030418243897,1.74399174591992,"Tgm1",1.14689685261601
"Htatsf1",471.989662422011,-0.19842267407309,0.0600198161928086,-3.30595271127912,0.000946540608672467,0.00243033253213176,-0.19842267407309,"Htatsf1",-0.191104375278688
"Akr1cl",25.473715175755,-2.38614195985731,0.721899439880511,-3.30536613278473,0.000948524029762248,0.00243507753344331,-2.38614195985731,"Akr1cl",-1.32634473409299
"Lefty1",32.7944322721928,0.744900704405964,0.225392684831854,3.30490186476846,0.000950096606279918,0.00243876659919375,0.744900704405964,"Lefty1",0.653176221125397
"Serpina3n",557.812039325308,-0.617813387663107,0.186947866914767,-3.30473622330647,0.00095065825413757,0.0024398600683388,-0.617813387663107,"Serpina3n",-0.556554247315837
"Tmem35a",26.6881994566628,0.631023731178693,0.190958317749015,3.30451031731478,0.000951424739356932,0.00244147886461318,0.631023731178693,"Tmem35a",0.567002253322135
"Gm34931",12.3851864900805,0.92017607541863,0.278468522516447,3.30441684073747,0.000951742067075456,0.00244194476724952,0.92017607541863,"Gm34931",0.77168559491402
"Prg2",6.84408119333023,1.84541191625472,0.558494891614239,3.30425925816592,0.000952277239267162,0.00244296939458839,1.84541191625472,"Prg2",1.17856241806994
"Dusp3",721.919372168481,-0.390334943553271,0.118141513005967,-3.30396093313579,0.000953291155731319,0.00244522172375692,-0.390334943553271,"Dusp3",-0.363779522720842
"Sh3yl1",32.8492640569401,1.21938512246634,0.369139297202047,3.30331972702141,0.000955473806437558,0.00245047082312647,1.21938512246634,"Sh3yl1",0.937676782268297
"Nup153",114.143997383878,0.277974630371062,0.084154542083243,3.30314470841156,0.000956070369351139,0.00245165122086535,0.277974630371062,"Nup153",0.263257096667182
"Zdhhc15",23.7945986133603,0.683523510969372,0.206939202885528,3.30301606190817,0.000956509089737432,0.00245242658417925,0.683523510969372,"Zdhhc15",0.607545466121031
"Glrx5",703.470800095385,-0.404307133515854,0.12242006378562,-3.30262149041084,0.000957855851661806,0.00245552955359026,-0.404307133515854,"Glrx5",-0.376124617848267
"Cbarp",33.2822270493322,1.01505382139439,0.307516075859391,3.30081547300479,0.000964042644908399,0.00247103762452935,1.01505382139439,"Cbarp",0.828652072511466
"Mllt1",62.3002382571848,-0.396290855399161,0.120063846666653,-3.30066765642975,0.000964550648564245,0.00247198745583877,-0.396290855399161,"Mllt1",-0.369003377940958
"Gm56904",9.09998033368025,1.09796949214281,0.332660926006082,3.3005664516269,0.000964898603743618,0.00247252689655688,1.09796949214281,"Gm56904",0.875021030877248
"Flt1",592.284098041381,-0.410355859262374,0.124349190885224,-3.30002838250182,0.000966750507714551,0.00247691946321281,-0.410355859262374,"Flt1",-0.381419628935366
"Camkk1",15.7139631230078,1.01894086577133,0.30883593851573,3.29929499354373,0.000969279956584371,0.00248304647473672,1.01894086577133,"Camkk1",0.830739171617124
"Gjc3",8.91733780329804,1.114224930568,0.337734528356542,3.29911465075827,0.00096990289465827,0.00248428844536081,1.114224930568,"Gjc3",0.883550280095074
"Psmb3",446.440011211992,-0.246257107826608,0.074646805879644,-3.29896376575923,0.000970424364810234,0.00248527020154875,-0.246257107826608,"Psmb3",-0.234601087195957
"Echdc1",650.139052906757,-0.780738935399086,0.236677079116241,-3.29875177737696,0.000971157451615009,0.00248679355420666,-0.780738935399086,"Echdc1",-0.678407999181049
"Ubap1",274.276119528367,-0.206183296885919,0.062512150121083,-3.29829155590636,0.000972750730322654,0.00249051880933569,-0.206183296885919,"Ubap1",-0.198175008006114
"Dpysl2",301.142998564381,0.248308523782048,0.0752892944403591,3.29805884923981,0.00097355727785612,0.00249222903494452,0.248308523782048,"Dpysl2",0.236450733837716
"Gm16175",12.0489993292922,1.1055101900586,0.335221682515918,3.29784810386214,0.000974288243194384,0.00249374531693385,1.1055101900586,"Gm16175",0.878737119081038
"Vti1a",202.834197473743,-0.242044645228433,0.0733968970837653,-3.29775037972241,0.000974627369499476,0.00249425837618349,-0.242044645228433,"Vti1a",-0.230780896262359
"Zfp26",116.794400470447,0.310187984707229,0.0940616256644797,3.2977102247167,0.000974766748725309,0.00249426017108741,0.310187984707229,"Zfp26",0.29216170976885
"Gm29938",6.55702324908102,1.63834973454626,0.496948497669083,3.29681997678004,0.000977861570765939,0.00250182335871923,1.63834973454626,"Gm29938",1.10870083673666
"Mettl24",25.8644127905056,-0.724088330447532,0.219678025613067,-3.29613455158649,0.000980250552040363,0.00250751487871008,-0.724088330447532,"Mettl24",-0.637499616558005
"Gm15535",16.0894216714733,-0.841729329726293,0.25537116007571,-3.29610175822808,0.00098036498538248,0.00250751487871008,-0.841729329726293,"Gm15535",-0.720104230813192
"Mup6",6.26697171871856,2.03337834832926,0.616929867774985,3.29596353579513,0.000980847452394553,0.00250839219092399,2.03337834832926,"Mup6",1.23054962869752
"As3mt",50.2234689108471,0.497542016219385,0.150981031530593,3.29539420399686,0.000982837030409027,0.00251312294980619,0.497542016219385,"As3mt",0.457035323314043
"Mrnip",40.9391950118002,-0.483068937176963,0.146635267251125,-3.29435712317194,0.00098647080309537,0.00252205598642123,-0.483068937176963,"Mrnip",-0.444630434092483
"Gm43958",27.2568883801413,0.707424808140047,0.214742027220718,3.29430068857893,0.000986668897712208,0.00252220392186637,0.707424808140047,"Gm43958",0.625077213199319
"Nufip1",96.9046905363994,0.28055082359826,0.0851710528388342,3.29396918609348,0.000987833269270996,0.00252482154058663,0.28055082359826,"Nufip1",0.265500172432554
"Atg4d",80.2613996218248,-0.295252968270289,0.0896546077579272,-3.2932269255752,0.000990445005131913,0.00253113723533711,-0.295252968270289,"Atg4d",-0.278711266502365
"A830052D11Rik",13.5325510699441,-0.887382708912058,0.269473082538995,-3.29302912391498,0.000991142072918804,0.00253255879010053,-0.887382708912058,"A830052D11Rik",-0.749853224968866
"Traf4",96.5051056103285,0.549118558508774,0.166773855419837,3.29259377692278,0.000992677868433497,0.00253612274739274,0.549118558508774,"Traf4",0.500331439523491
"Fundc1",215.476503387673,-0.194984214401208,0.0592231972822497,-3.29236217139612,0.000993495812496441,0.00253785196471538,-0.194984214401208,"Fundc1",-0.187896699447426
"Glyctk",35.1368288070241,-0.84917904099191,0.257947899863383,-3.29205642473407,0.000994576550897065,0.00254025189497793,-0.84917904099191,"Glyctk",-0.724775323181433
"Trem4",4.42389463964391,1.42080376712924,0.431651292166463,3.29155453235922,0.000996352975688365,0.00254442774680263,1.42080376712924,"Trem4",1.02551563500625
"Il10",7.30149714419768,1.10107347808371,0.334551290108219,3.29119483511045,0.000997627913940841,0.00254732192790176,1.10107347808371,"Il10",0.875523004757211
"Plekhh3",105.066700266873,-0.425622851425694,0.129325594111768,-3.29109527274125,0.000997981077157888,0.00254786198066171,-0.425622851425694,"Plekhh3",-0.394686986942468
"Frat1",41.407755157165,-0.827108916987374,0.251415045721972,-3.28981471499536,0.00100253374448278,0.00255912176103708,-0.827108916987374,"Frat1",-0.709811827967566
"Actr5",62.3227506925213,0.350007682809955,0.106404592013321,3.28940392691076,0.0010039982555532,0.00256249647004113,0.350007682809955,"Actr5",0.327695818604068
"Tgfb1i1",139.407518870411,0.482778808339087,0.146776806430984,3.2892036560701,0.00100471296413386,0.00256395677822242,0.482778808339087,"Tgfb1i1",0.444258086454293
"Ccdc3",250.960084853927,-0.590487031776282,0.179529064353039,-3.2890887829455,0.00100512312554177,0.00256463959937498,-0.590487031776282,"Ccdc3",-0.534070601482811
"Zfp174",13.3225641677129,-0.753788132349144,0.22919219983555,-3.288890864916,0.00100583016739603,0.00256607962989859,-0.753788132349144,"Zfp174",-0.658660288377181
"Acsl3",263.111382825996,0.440064766078445,0.133815228379474,3.28860004505994,0.00100686992682932,0.00256836796255171,0.440064766078445,"Acsl3",0.407274755655186
"Tamalin",85.6882201934285,0.337702014911352,0.102750548705277,3.28662006350929,0.00101397538411652,0.00258612610021549,0.337702014911352,"Tamalin",0.316673814264039
"Mamdc2",28.2522713815339,0.694021127798745,0.211173575624762,3.28649607672488,0.00101442186962369,0.00258689802170022,0.694021127798745,"Mamdc2",0.614663459379913
"Aif1",189.080265790788,0.486897626737464,0.148153053114846,3.28645017095955,0.00101458722580895,0.00258695291230505,0.486897626737464,"Aif1",0.447720514651428
"Paqr3",20.4734304412146,-0.715082524152053,0.217667641541826,-3.28520362092795,0.00101908694560102,0.00259805780348406,-0.715082524152053,"Paqr3",-0.630279358868385
"Jag1",255.005026331171,-0.230347919741376,0.0701191914401411,-3.28509092889381,0.00101949464346033,0.00259872883464818,-0.230347919741376,"Jag1",-0.22010587638149
"Gm67197",50.6189342975377,0.752130032042606,0.228959045080024,3.28499811736954,0.00101983053086089,0.00259921665411139,0.752130032042606,"Gm67197",0.657241801877968
"Scg3",164.41442445668,1.66796512583323,0.507783233076864,3.28479756160193,0.00102055669740316,0.00260069888913194,1.66796512583323,"Scg3",1.11562223767685
"5830462O15Rik",25.0771952665428,0.569034672818546,0.173306830318368,3.28339438078244,0.00102565069664911,0.00261330973649679,0.569034672818546,"5830462O15Rik",0.516435926466414
"Slc44a2",197.485351212843,0.498450942125799,0.151845304762236,3.2826233442403,0.00102845981607343,0.00262009606967376,0.498450942125799,"Slc44a2",0.457483536995118
"Trappc10",227.509512074463,-0.276072497282687,0.0841049163973652,-3.28247751865473,0.00102899190283182,0.00262108035183871,-0.276072497282687,"Trappc10",-0.26137546029518
"Col9a3",6.913307545725,1.84320039981331,0.561567743180354,3.28224051718965,0.00102985721463736,0.00262291303631657,1.84320039981331,"Col9a3",1.1707068869181
"Cnksr1",15.6215315199157,1.98410886421236,0.60451551864371,3.28214711288787,0.0010301984263736,0.00262341057578305,1.98410886421236,"Cnksr1",1.21156551445434
"C1qtnf9",140.244565428989,-0.399367641749828,0.121692290988381,-3.28178258874227,0.00103153105693266,0.00262643227491376,-0.399367641749828,"C1qtnf9",-0.37141337343914
"Tmem150a",148.160831939968,0.358533579012057,0.109257114141573,3.28155820176138,0.00103235216588688,0.00262815089251826,0.358533579012057,"Tmem150a",0.335191501417135
"Cic",221.547640100608,0.190043147621151,0.0579175305398404,3.28127159168887,0.00103340185021406,0.00263045084601615,0.190043147621151,"Cic",0.183318431212613
"Chrd",57.1656856313216,-0.813797702243435,0.248041696053311,-3.28089073406646,0.00103479823628122,0.00263343471163207,-0.813797702243435,"Chrd",-0.70014297563968
"Kdm3b",119.737497506505,0.297487383738921,0.0906732669566123,3.28087201138645,0.00103486692659933,0.00263343471163207,0.297487383738921,"Kdm3b",0.280601304226708
"Mcm3ap",139.910032839178,-0.231745338984456,0.0706451839500017,-3.2804124220056,0.00103655440525769,0.00263735571268423,-0.231745338984456,"Mcm3ap",-0.221346155736961
"Nxpe5",50.1870946386135,0.686321715091157,0.209231533119122,3.28020210366863,0.00103732748202017,0.00263894937646603,0.686321715091157,"Nxpe5",0.608559759357827
"Mfsd14a",231.409759720131,0.189521022454516,0.0577995190131123,3.27893770900623,0.00104198633217967,0.00265042655502526,0.189521022454516,"Mfsd14a",0.182830021057989
"Stc1",53.9086256840531,1.13799343327037,0.347096344210537,3.27860967783659,0.00104319817095844,0.00265313380979335,1.13799343327037,"Stc1",0.893318165749461
"Mettl23",84.1178895958591,-0.341670489994875,0.104245390597546,-3.2775596890796,0.00104708589627297,0.00266238891877968,-0.341670489994875,"Mettl23",-0.320106746506569
"Nek7",645.719119529533,0.358280123366928,0.109313499645946,3.27754691348604,0.00104713328207759,0.00266238891877968,0.358280123366928,"Nek7",0.334911396798616
"Uckl1os",14.7561514191832,2.57833224937701,0.786694342289346,3.27742569226296,0.00104758300104273,0.00266315588081336,2.57833224937701,"Uckl1os",1.35468318224322
"Rogdi",119.3518401482,-0.32110331258387,0.0979757816327277,-3.27737433917658,0.00104777356989054,0.00266326391012595,-0.32110331258387,"Rogdi",-0.301725680474237
"Rerg",11.8976989622507,1.67102114766012,0.509941467581282,3.27688814088014,0.00104957941866995,0.0026674770982334,1.67102114766012,"Rerg",1.1144725058835
"St8sia4",192.11616866796,0.424431569512533,0.129589304670226,3.27520523852343,0.00105585235158238,0.00268304046278053,0.424431569512533,"St8sia4",0.393344197914499
"Gm39859",18.8742990833574,-0.70043065890757,0.213863527823319,-3.27512907898079,0.00105613705111568,0.00268338480030607,-0.70043065890757,"Gm39859",-0.618882829610079
"4930539J05Rik",10.976403376666,-1.1217751924439,0.34252001486818,-3.27506464950848,0.00105637795676637,0.00268361778677965,-1.1217751924439,"4930539J05Rik",-0.884414618652174
"Plcb1",512.050710588236,-0.507304733153782,0.154904587546991,-3.27494970411958,0.00105680787071281,0.00268433079545836,-0.507304733153782,"Plcb1",-0.464794621808036
"Klhl25",45.3455751707619,0.628541362827326,0.191949722094997,3.2745104080758,0.00105845239935028,0.00268812833305764,0.628541362827326,"Klhl25",0.563823983638851
"Zfp937",36.347815825015,0.456035932550375,0.139270504668705,3.2744616933441,0.00105863491135723,0.00268821227102515,0.456035932550375,"Zfp937",0.420866804569305
"Rnase6",99.5010884683815,0.633601455070788,0.193528170694861,3.2739494865055,0.00106055568137428,0.00269270955465807,0.633601455070788,"Rnase6",0.567767719956731
"Lamb1",962.104516469888,-0.327449460937772,0.100025339134684,-3.27366509097121,0.00106162355306525,0.00269504039879063,-0.327449460937772,"Lamb1",-0.307359049665102
"Gm60950",17.6145009285995,0.628913659087213,0.192126993983542,3.27342684152487,0.00106251891727289,0.00269693271889221,0.628913659087213,"Gm60950",0.564071609597218
"Ints13",134.729013267891,-0.219517472812557,0.0670662802004272,-3.27314221329304,0.00106358949320769,0.0026992691724049,-0.219517472812557,"Ints13",-0.210206706110249
"3222401L13Rik",52.4696981490636,0.496126383449982,0.151577384892951,3.27308974092911,0.00106378696711431,0.00269938944561484,0.496126383449982,"3222401L13Rik",0.45526096043298
"Bend4",13.2553526334712,0.981483395067919,0.299878286413294,3.27293918745165,0.0010643537466755,0.00270044667621746,0.981483395067919,"Bend4",0.806113091130888
"Frmd8",123.684337690676,0.283062029686084,0.086489261463179,3.27279970828046,0.00106487908474774,0.00270139847930506,0.283062029686084,"Frmd8",0.267577075339795
"Amtn",4.91935882375112,4.56049346433907,1.39350670839197,3.27267420879632,0.00106535197435886,0.00270221698079514,4.56049346433907,"Amtn",1.51258710883378
"Cavin1",1701.40450300109,-0.330899984101259,0.101127851165521,-3.27209547407132,0.00106753519625466,0.00270737282005589,-0.330899984101259,"Cavin1",-0.310424070027668
"Gm33453",5.14375732252254,-2.10969965230229,0.644775942207494,-3.27198878587094,0.00106793811891999,0.00270801283052234,-2.10969965230229,"Gm33453",-1.24140924198403
"Trim68",99.4362903722797,-0.4215450850516,0.128838319937202,-3.2718921300516,0.00106830327437396,0.00270855690624332,-0.4215450850516,"Trim68",-0.390752416074239
"Gpatch8",392.508763345473,0.159265491284731,0.0486801086218534,3.27167493651059,0.0010691242299933,0.00271025629325716,0.159265491284731,"Gpatch8",0.154832202383325
"Usp39",119.231691738204,-0.245635222699699,0.0750882896398855,-3.27128536124256,0.00107059822236102,0.00271361043226963,-0.245635222699699,"Usp39",-0.233858528247253
"Gm56773",12.0752506377015,-0.808232126812001,0.247113222775343,-3.27069558534626,0.00107283326896042,0.00271889237361169,-0.808232126812001,"Gm56773",-0.695638171052285
"Foxd3",4.79667222472428,1.11830999130368,0.342087064177834,3.26908003373762,0.00107897777458769,0.00273407921298029,1.11830999130368,"Foxd3",0.881813420891886
"Tada3",128.597410281074,-0.247269859077252,0.0756538235053253,-3.26843836332802,0.00108142729010189,0.00273990016055396,-0.247269859077252,"Tada3",-0.235315945512999
"Fip1l1",541.92266129552,0.123169113447016,0.037685211586053,3.26836730545518,0.00108169886284662,0.00274020221790977,0.123169113447016,"Fip1l1",0.120874124168386
"Arsb",149.182511148344,-0.281016531035104,0.0859839808104983,-3.26824285624134,0.00108217464143402,0.00274102141963559,-0.281016531035104,"Arsb",-0.265700268798818
"Nrg2",13.9233597865647,0.818713976225423,0.250558839901741,3.26755175170227,0.00108482030932526,0.00274687764139457,0.818713976225423,"Nrg2",0.702551310194707
"Ica1",43.106670226306,0.656934386608071,0.201048595532675,3.26754029227379,0.00108486422837947,0.00274687764139457,0.656934386608071,"Ica1",0.585586924170111
"ENSMUSG00000121295_BC021767",5.20908720611592,3.17514507727662,0.971729571226319,3.26751924742766,0.00108494488849477,0.00274687764139457,3.17514507727662,"ENSMUSG00000121295_BC021767",1.45270275172563
"Cdkl5",50.4131101318035,0.772759260957679,0.236501459908579,3.26746084889452,0.00108516874586128,0.00274705771471653,0.772759260957679,"Cdkl5",0.670828753696006
"Gm35352",10.955180957112,-0.853102376231044,0.261121489929907,-3.2670707281122,0.00108666528055573,0.00275045901155015,-0.853102376231044,"Gm35352",-0.725475639988912
"Rbks",25.688031789474,-0.620342839049671,0.189932144788389,-3.26612875214367,0.00109028664849029,0.00275923676090423,-0.620342839049671,"Rbks",-0.557028710274822
"Kbtbd2",160.932944251451,0.200547499791933,0.0614045231483333,3.26600532842631,0.00109076196944438,0.00276005131998124,0.200547499791933,"Kbtbd2",0.192882031809708
"Myc",45.6308420766716,0.528349615934538,0.161779756477478,3.26585740662856,0.00109133188820588,0.00276110498540877,0.528349615934538,"Myc",0.482239486747956
"Tysnd1",182.507780629549,-0.386400215903415,0.118323096115677,-3.26563645296819,0.00109218369986005,0.00276287145227607,-0.386400215903415,"Tysnd1",-0.359691244034232
"1810019D21Rik",16.9956866767261,1.95151827167923,0.597611502121228,3.26552997181663,0.00109259442123353,0.00276352176350813,1.95151827167923,"1810019D21Rik",1.19632343256326
"Rcsd1",173.331894158703,0.545012245109565,0.166915477382728,3.265198971692,0.00109387207433007,0.00276636433196017,0.545012245109565,"Rcsd1",0.496079494446837
"Gm36738",32.4561073574706,0.767341846335911,0.235021032342872,3.26499223787102,0.00109467076311664,0.00276799498740557,0.767341846335911,"Gm36738",0.666857803685457
"Tex10",101.193030719673,0.335902322428191,0.102883151240991,3.26489146547796,0.00109506027942045,0.00276859069238911,0.335902322428191,"Tex10",0.314804087942089
"Efna2",56.7230131593343,-0.499510181086072,0.153008073299644,-3.26460016333814,0.00109618697273762,0.00277104973881362,-0.499510181086072,"Efna2",-0.457915636646334
"Gm15492",4.73258315027961,-1.88292688314314,0.577088476488747,-3.26280450893713,0.00110315587890371,0.00278827454159109,-1.88292688314314,"Gm15492",-1.1759010080316
"Rpn2",539.508358118611,-0.189401909167783,0.0580495488355309,-3.26276281154927,0.00110331819145509,0.00278829295932433,-0.189401909167783,"Rpn2",-0.182659380387031
"Ifitm5",8.58926300674051,0.968252092961752,0.296766243744722,3.2626759726576,0.00110365629412133,0.00278874643442896,0.968252092961752,"Ifitm5",0.797232369640676
"Fam229b",55.4640036166651,-0.85245943473107,0.261279269653002,-3.26263708507452,0.0011038077319415,0.00278874643442896,-0.85245943473107,"Fam229b",-0.724710902449789
"Tax1bp1",1434.84769346436,-0.124812434969693,0.0382593296487741,-3.26227448613156,0.00110522070665345,0.00279192410531867,-0.124812434969693,"Tax1bp1",-0.122426837669556
"Zfp950",409.964692968033,0.283623124223965,0.0869468538689435,3.26202860256997,0.00110617981658377,0.00279395452620077,0.283623124223965,"Zfp950",0.267986730252731
"Adprhl1",3.09465586551621,-4.24318303873954,1.30097393925584,-3.26154345656351,0.00110807446744682,0.00279834700526517,-4.24318303873954,"Adprhl1",-1.50898164291232
"Prrt4",15.2477432763604,-1.18384219844063,0.363041189108405,-3.26090326375373,0.00111057921839009,0.00280427879011149,-1.18384219844063,"Prrt4",-0.913931157360076
"Gm16118",12.8490409835335,0.969938622420244,0.297462516852311,3.26070871948487,0.00111134140835668,0.00280580945686457,0.969938622420244,"Gm16118",0.798039296744075
"Mpzl3",49.9152215008713,1.20251217501911,0.368885573036046,3.25985146321134,0.00111470575140998,0.00281390844138384,1.20251217501911,"Mpzl3",0.922880617194981
"Ppp2ca",899.191506300953,-0.174889690443319,0.0536562416271452,-3.25944727285633,0.00111629528026444,0.00281752552776258,-0.174889690443319,"Ppp2ca",-0.169286481761243
"2900052L18Rik",69.6320594436534,-0.582902032711303,0.178880623943778,-3.25860912076486,0.00111959809849273,0.00282546532895892,-0.582902032711303,"2900052L18Rik",-0.526849905852666
"E130308A19Rik",75.3732871022812,0.637371951210948,0.19560815536341,3.25841195131568,0.00112037637509613,0.00282703275567887,0.637371951210948,"E130308A19Rik",0.570050781520243
"Cd248",348.569929570602,0.610631182130236,0.187414249612856,3.25818972352223,0.00112125416276111,0.00282885080255595,0.610631182130236,"Cd248",0.54903062848332
"Gm40438",15.3787352629873,1.16732463519303,0.358317225442102,3.25779659002648,0.00112280857616543,0.00283236040349542,1.16732463519303,"Gm40438",0.905297257335523
"Slc25a28",278.513848497129,-0.242211406017349,0.0743497790319081,-3.25772866000584,0.00112307736695275,0.00283236040349542,-0.242211406017349,"Slc25a28",-0.230677534861426
"Noxo1",24.3914180465129,0.756293821472237,0.232154443994219,3.25771847594297,0.0011231176691721,0.00283236040349542,0.756293821472237,"Noxo1",0.658584450772732
"Ackr4",38.6477094770979,1.57909469682742,0.485014570814694,3.25576754152966,0.00113086297051715,0.00285149325497287,1.57909469682742,"Ackr4",1.07738388124631
"Pkig",126.273275047718,0.407409076600702,0.125153858578075,3.25526580825749,0.00113286284213199,0.00285613555909531,0.407409076600702,"Pkig",0.378041673092161
"Parvb",116.942394925049,0.392916800000727,0.120726927834919,3.25459122539752,0.00113555683254426,0.00286252630555587,0.392916800000727,"Parvb",0.365268633277376
"Igfbp4",1374.2346837104,-0.320078398426784,0.0983517284320165,-3.25442575875045,0.0011362185381952,0.00286379296916744,-0.320078398426784,"Igfbp4",-0.300554690490813
"Ifi208",27.0744061335554,1.00389762114643,0.308504443029112,3.2540783247381,0.00113760909643023,0.00286689606394761,1.00389762114643,"Ifi208",0.817211876476816
"Smndc1",335.089618161752,-0.157687580246202,0.0484603697453331,-3.25394917692282,0.00113812639426478,0.00286779788837858,-0.157687580246202,"Smndc1",-0.153318004787856
"Hspa1b",103.707820310146,1.09025539629474,0.335104237265811,3.25348137997411,0.00114000196219496,0.00287212148648811,1.09025539629474,"Hspa1b",0.864982497625981
"Pid1",391.432480015546,0.309179966756064,0.0950340793126682,3.25335888969726,0.00114049354200141,0.00287295754151783,0.309179966756064,"Pid1",0.290801596478557
"Sike1",348.603491360353,0.14087991207794,0.0433062802914224,3.25310581121057,0.00114150982105919,0.002875114919699,0.14087991207794,"Sike1",0.137590391906262
"Nudt7",449.097398540857,-0.552483887008924,0.169853361298292,-3.25271094305085,0.00114309715237901,0.0028787097987523,-0.552483887008924,"Nudt7",-0.501848251049956
"Eeig1",137.778905015881,0.474335168136345,0.14586201325873,3.25194447504965,0.0011461841039862,0.00288607969960742,0.474335168136345,"Eeig1",0.436124425611499
"Trim32",83.9963948229706,-0.302907350115104,0.0931707490886436,-3.25109922457439,0.00114959728520884,0.00289426886502887,-0.302907350115104,"Trim32",-0.285166711700048
"Gm67741",70.5152034988023,0.472271411263135,0.145287026854021,3.25060964829058,0.00115157852290715,0.00289885112848258,0.472271411263135,"Gm67741",0.434322561381552
"Tcp11l2",115.37595582078,0.324039054258187,0.0996899002083934,3.25047024403485,0.00115214324683589,0.00289986683985312,0.324039054258187,"Tcp11l2",0.304046638656009
"Ssbp4",175.031115966477,0.250194121975139,0.0769726578756944,3.25042851422885,0.00115231234323978,0.00289988663852116,0.250194121975139,"Ssbp4",0.237831539365738
"Snw1",711.901047577524,-0.119429389319717,0.0367495226064364,-3.24982151737666,0.00115477459453033,0.00290567653290746,-0.119429389319717,"Snw1",-0.117292421052935
"Slc44a3",95.1852677606891,-0.578519050453934,0.178045796291082,-3.24927104433361,0.00115701176355699,0.00291089852837264,-0.578519050453934,"Slc44a3",-0.522972554834598
