"pathway_id","pathway_name","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","geneID","Count","contrast","tissue","direction","database","analysis_type","logFC_cutoff","fdr_cutoff"
"GO:0046434","organophosphate catabolic process","27/818","222/15043",0.121621621621622,2.23661864798784,4.45119716140389,7.46878368500099e-05,0.00257357454723309,"Nudt12,Arl2,Nudt19,Dpyd,Dhtkd1,Hk2,Pon1,Plpp6,Pfkfb1,Sik2,Ppara,Pde1a,Mlxipl,Tkfc,Upp2,Pla2g6,Pfkfb3,Enpp5,Angptl3,Gpd1,Pla2g5,Ppargc1a,Vnn1,Napepld,Prkag3,Apoa2,Aldob",27,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0009581","detection of external stimulus","14/818","79/15043",0.177215189873418,3.25898300888242,4.82731864201408,8.10408670056072e-05,0.00270805335030249,"Kcnk2,Pnpla2,Pkd2l2,Rbp4,Otop1,Cabp4,Trpv1,Adora1,Grin2b,Tmem120a,Opn3,Chrna5,Ttr,Calca",14,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0033344","cholesterol efflux","11/818","52/15043",0.211538461538462,3.89018713560278,5.00628580872796,8.92429740202403e-05,0.00291110581254024,"Ces1f,Ces1d,Pon1,Pparg,Eepd1,Adipoq,Apoc3,Abca2,Yjefn3,Apoa2,Ces1c",11,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0009750","response to fructose","5/818","10/15043",0.5,9.19498777506112,6.2162545165576,9.41085720731085e-05,0.00302942923127447,"Ppara,Slc2a5,Pck1,Srebf1,Adipor2",5,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0015850","organic hydroxy compound transport","27/818","228/15043",0.118421052631579,2.17776026251448,4.29711324634502,0.000117723703640142,0.00362278038937871,"Ces1f,Ces1d,Aqp11,Sncg,Nat8l,Acacb,Tspo,Mfn2,Pon1,Pparg,Eepd1,Adipoq,Rbp4,Apoc3,Kcnb1,Aqp7,Scp2,Abca2,Bmp6,Slc16a7,Adora2a,Yjefn3,Cnr1,Slc22a3,Apoa2,Slco1b2,Ces1c",27,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0160077","lipid droplet fusion","4/818","6/15043",0.666666666666667,12.2599837000815,6.61509512371472,0.000119216579163653,0.00362314734066928,"Cidea,Pnpla2,Clstn3,Cideb",4,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0032868","response to insulin","33/818","304/15043",0.108552631578947,1.99628024063827,4.20811505871086,0.000120825603118238,0.00364938071640455,"Echdc3,Slc2a4,Klf15,Ntrk2,Ywhag,Mfn2,Retn,Pparg,Pfkfb1,Syap1,Eif4ebp1,Sik2,Ppara,Sort1,Pck1,Srebf1,Slc27a1,Pde3b,Adipoq,Rbp4,Otop1,Trarg1,Acvr1c,Sh2b2,Lpin1,Sorbs1,Gpt,Ucp3,Gstp1,Lep,Ntrk3,Grb14,Erbb4",33,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0006749","glutathione metabolic process","11/818","54/15043",0.203703703703704,3.74610613058046,4.84764908489449,0.000128044846305056,0.00384370204276465,"Gstk1,Gsta4,Mgst2,Oplah,Mmachc,Gstz1,Gstm4,Gsto2,Gstp1,Gstm6,Gstm7",11,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0060192","negative regulation of lipase activity","5/818","11/15043",0.454545454545455,8.35907979551011,5.85483658009888,0.000164810569506005,0.00474363597995814,"Plin5,Sort1,Apoc3,Angptl3,Apoa2",5,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0010827","regulation of D-glucose transmembrane transport","13/818","76/15043",0.171052631578947,3.14565371252091,4.4967874031404,0.00020899448019607,0.00593464353928033,"Klf15,Hk2,Mfn2,Aoc3,Ffar4,Adipoq,Adipor2,Sh2b2,Sorbs1,Fabp5,Opn3,Lep,Erbb4",13,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0090208","positive regulation of triglyceride metabolic process","7/818","24/15043",0.291666666666667,5.36374286878566,5.13035680969217,0.000209829007213467,0.00593464353928033,"Plin5,Pnpla2,Srebf1,Slc27a1,Dgat1,Dgat2,Apoc3",7,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:1900542","regulation of purine nucleotide metabolic process","14/818","87/15043",0.160919540229885,2.9593064103645,4.39498668752465,0.000235404546488807,0.00661973819522834,"Arl2,Tspo,Pfkfb1,Sik2,Ppara,Mlxipl,Nos3,Gpd1,Ppargc1a,Me1,Adcy10,Hsd11b1,Prkag3,Aldob",14,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0007602","phototransduction","5/818","12/15043",0.416666666666667,7.66248981255094,5.53651588195142,0.000269904737343019,0.00729637502662647,"Pnpla2,Rbp4,Cabp4,Opn3,Ttr",5,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0002526","acute inflammatory response","14/818","91/15043",0.153846153846154,2.82922700771112,4.19702893545983,0.000380188749140478,0.0098950188805551,"Pparg,Aoc3,Elane,Itih4,Tfr2,Orm3,Trpv1,Adora1,Vnn1,Ffar2,Orm1,Cnr1,Gstp1,Cd6",14,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0006081","aldehyde metabolic process","12/818","71/15043",0.169014084507042,3.1081648817108,4.26969788263643,0.00040699197875365,0.0104811144844295,"Grhpr,Dhrs4,Pck1,Tkt,Pcx,Rbp4,Tkfc,Gpd1,Bmp6,Aldh3b2,Slc25a10,Aldob",12,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0042537","benzene-containing compound metabolic process","6/818","20/15043",0.3,5.51699266503667,4.8471823266965,0.000509453783980841,0.0124637868250913,"Kyat3,Fah,Gstm4,Ephx2,Gstm6,Gstm7",6,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","16/818","116/15043",0.137931034482759,2.536548351741,3.98375173624618,0.000532228256264733,0.0129561833726534,"Mc2r,Adrb3,Ffar4,Adra1a,Prkar2b,Gpr4,Tshr,Adora2a,Sctr,Adcy5,Cnr1,Gnal,Pth1r,Adgrg2,Mc5r,Calca",16,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
