"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name"
"Cenpc1",111.181702848145,0.337258890300208,0.0720665770236961,4.67982391045595,2.8712141117273e-06,1.31738920952875e-05,0.337258890300208,"Cenpc1"
"Tsg101",208.011533294599,-0.316233479318332,0.0675769076519009,-4.67960861641227,2.87423060971662e-06,1.31843692288608e-05,-0.316233479318332,"Tsg101"
"Gm62464",29.0109564111048,-3.22199452989308,0.688527622687513,-4.67954287340971,2.87515234481781e-06,1.31852345930375e-05,-3.22199452989308,"Gm62464"
"Kpna4",459.128135792797,-0.301133688848863,0.0643563415874673,-4.6791610806464,2.88051079371187e-06,1.32064407687234e-05,-0.301133688848863,"Kpna4"
"C1qtnf6",81.9828572734674,0.698915110990076,0.149398178246305,4.67820370498634,2.89398970195565e-06,1.32648569774145e-05,0.698915110990076,"C1qtnf6"
"Cxcl16",191.033670157994,0.722422857063506,0.154464471552924,4.67695159799891,2.91170948937834e-06,1.33426769110723e-05,0.722422857063506,"Cxcl16"
"Zfp275",135.361110836249,-0.511207203247483,0.109317739596253,-4.67634260583452,2.92036551422191e-06,1.33789338101873e-05,-0.511207203247483,"Zfp275"
"Lig4",94.1057568843713,-0.42244250232353,0.0903372505164712,-4.67628248489261,2.92122139229616e-06,1.33794468963175e-05,-0.42244250232353,"Lig4"
"Cep170b",94.79524432136,0.803164295370972,0.171806807339254,4.67481066559267,2.94224934122355e-06,1.34723260313765e-05,0.803164295370972,"Cep170b"
"Rps6ka1",104.999848024041,0.624108307690315,0.133517196576763,4.67436647631751,2.94862396906104e-06,1.34980785715276e-05,0.624108307690315,"Rps6ka1"
"Gm22748",13.9032886226712,1.93918201312903,0.414944875855749,4.67334849991776,2.96328312223876e-06,1.35617328846275e-05,1.93918201312903,"Gm22748"
"Stra6l",5.46075955979688,2.5758576338662,0.551329997886398,4.67207959614226,2.98165361410807e-06,1.3642335767832e-05,2.5758576338662,"Stra6l"
"Kcnj14",34.9880830695545,-1.8205696702828,0.389800083434902,-4.67052149973909,3.00436035256124e-06,1.37427327825957e-05,-1.8205696702828,"Kcnj14"
"Flii",399.651702789974,-0.302142961564549,0.0647027764275555,-4.66970628227745,3.0163068427459e-06,1.37938710586391e-05,-0.302142961564549,"Flii"
"Abca8b",110.748528362824,0.683956015508498,0.146477743671432,4.66935111345447,3.02152585489083e-06,1.38142257310794e-05,0.683956015508498,"Abca8b"
"Slc20a2",154.690611935855,-0.569016780586411,0.121890492190223,-4.66826222752797,3.03758048771414e-06,1.38840972432088e-05,-0.569016780586411,"Slc20a2"
"Ror1",32.0262752867569,0.974152023056863,0.208706060332521,4.66757899365641,3.04769589905649e-06,1.39267933029548e-05,0.974152023056863,"Ror1"
"Mta1",266.77356851156,-0.284600879078011,0.060981411459525,-4.66701036047532,3.05613925588771e-06,1.39618289703826e-05,-0.284600879078011,"Mta1"
"Tpp2",444.872720500258,0.20742059511882,0.0444604635411244,4.66528188413877,3.08194255261746e-06,1.40761347768861e-05,0.20742059511882,"Tpp2"
"Gm71254",21.8832909825612,-1.11800976084567,0.239676927187616,-4.66465326456103,3.09137852563651e-06,1.41156471597102e-05,-1.11800976084567,"Gm71254"
"Slc1a4",38.3406581424675,1.08551079812891,0.232726670165826,4.66431628723707,3.09644816940442e-06,1.41352073032761e-05,1.08551079812891,"Slc1a4"
"Wdtc1",123.951692001931,-0.383092235249204,0.0821490444383377,-4.66338029697666,3.11057151732505e-06,1.41960769628542e-05,-0.383092235249204,"Wdtc1"
"Psme3",234.90341733268,-0.374614927573616,0.0803363673897689,-4.66308024304973,3.11511215719891e-06,1.42131931150126e-05,-0.374614927573616,"Psme3"
"Igha",166.069998028895,1.68197113661758,0.360713854829753,4.66289584970731,3.11790568824018e-06,1.42223311460025e-05,1.68197113661758,"Igha"
"Atp6v1c1",308.659681489625,-0.345237829713041,0.0740564098729103,-4.66182239060076,3.1342162060218e-06,1.42920979118184e-05,-0.345237829713041,"Atp6v1c1"
"Tm2d2",244.375717332622,-0.393239529029533,0.0843538580615484,-4.66178474898691,3.13478962871809e-06,1.42920979118184e-05,-0.393239529029533,"Tm2d2"
"Zfp286",10.9693836142375,1.5128140498817,0.324561942726892,4.66109500445861,3.14531485369993e-06,1.43364503189678e-05,1.5128140498817,"Zfp286"
"Galnt12",32.1370080275879,0.868702683375042,0.186383325721731,4.66083905312436,3.14922918490879e-06,1.43506552114947e-05,0.868702683375042,"Galnt12"
"Lamtor5",163.509595036104,-0.312728008180591,0.0670989567339368,-4.66069851757356,3.15138041883264e-06,1.43568207226757e-05,-0.312728008180591,"Lamtor5"
"mt-Nd1",4927.74519958679,-0.450243528716748,0.096609203883365,-4.66046205349463,3.15500325063513e-06,1.43696856079826e-05,-0.450243528716748,"mt-Nd1"
"Cmah",124.906858238891,0.890964633994855,0.191177901874116,4.660395502099,3.15602359506791e-06,1.43706937673143e-05,0.890964633994855,"Cmah"
"Gm31105",23.8467146981583,-0.827526664109019,0.177613569247138,-4.6591410082952,3.17531640752749e-06,1.44548825375321e-05,-0.827526664109019,"Gm31105"
"Irag2",88.7620982682448,0.756697649389518,0.16242064857282,4.65887592518914,3.17940756293121e-06,1.4469844237571e-05,0.756697649389518,"Irag2"
"Lrrc8c",179.792383119471,0.414485592699696,0.0889875264535314,4.65779429115986,3.19615340699941e-06,1.45423767210451e-05,0.414485592699696,"Lrrc8c"
"Slc7a5",27.6023555677646,1.94878579762007,0.418455513686317,4.65709193422391,3.20707255459488e-06,1.45883679734303e-05,1.94878579762007,"Slc7a5"
"Hoxaas3",20.5533622117577,-1.28027121316917,0.274925358475481,-4.6567956490756,3.21168945509348e-06,1.46056754840231e-05,-1.28027121316917,"Hoxaas3"
"Afap1l2",44.7056683131317,0.767406698244365,0.164806500564842,4.65641036982298,3.21770265275148e-06,1.46293225258817e-05,0.767406698244365,"Afap1l2"
"Heatr5b",165.594946628619,-0.425194542527563,0.0913350864931693,-4.65532533939585,3.23469521119926e-06,1.47028627921733e-05,-0.425194542527563,"Heatr5b"
"Fam110d",111.09452111983,0.47778000076642,0.102639299320107,4.65494215111838,3.24071682570793e-06,1.47265115783686e-05,0.47778000076642,"Fam110d"
"Npffr1",5.87772617373569,-2.43251441547436,0.522713455704628,-4.653628845646,3.26143644742852e-06,1.48169224408814e-05,-2.43251441547436,"Npffr1"
"Kcnt2",19.8959500953697,0.938249056903586,0.201645412131784,4.65296505873587,3.27195708932644e-06,1.48609646991478e-05,0.938249056903586,"Kcnt2"
"Tfec",16.0831316266214,1.15060810540795,0.247310396115402,4.65248579712372,3.27957333672924e-06,1.48903765806017e-05,1.15060810540795,"Tfec"
"Ccnl1",733.201191177251,0.231086676166162,0.049669852748154,4.65245341752601,3.28008851397442e-06,1.48903765806017e-05,0.231086676166162,"Ccnl1"
"Gm44283",34.4590845505077,0.794412163899308,0.170775063165673,4.65180424573246,3.29043358671297e-06,1.49335701465101e-05,0.794412163899308,"Gm44283"
"Rpap3",140.359430642278,-0.483102842269457,0.103863711668192,-4.65131502148507,3.29825043614615e-06,1.49652705208185e-05,-0.483102842269457,"Rpap3"
"Gm56623",9.88523179701826,-1.57401167873686,0.33847462656219,-4.65030922620031,3.31437706587377e-06,1.50328905487165e-05,-1.57401167873686,"Gm56623"
"Pafah1b3",94.2014658200073,0.996116444102047,0.214205629484335,4.65028135114859,3.3148250815195e-06,1.50328905487165e-05,0.996116444102047,"Pafah1b3"
"Zhx1",435.421662170957,-0.373546109063387,0.0803425212388146,-4.64941980041973,3.3287008398713e-06,1.50920124290207e-05,-0.373546109063387,"Zhx1"
"Utp6",221.011404930035,-0.303763043360116,0.0653368691430903,-4.64918272552765,3.33252882638006e-06,1.51055603506229e-05,-0.303763043360116,"Utp6"
"Gm48766",12.8959063547913,1.00830786353115,0.216891827562292,4.64889744746863,3.3371407335931e-06,1.51226538761415e-05,1.00830786353115,"Gm48766"
"Arap2",437.034363953116,-0.470246953506934,0.101163693300159,-4.6483766869966,3.34557532316658e-06,1.51570573709003e-05,-0.470246953506934,"Arap2"
"Brsk1",16.0490848613851,1.2104671902542,0.260414813336031,4.64822709103054,3.34800205837938e-06,1.51642319370465e-05,1.2104671902542,"Brsk1"
"Dnaaf10",89.8683421471178,-0.416048934566538,0.0895087874859978,-4.64813507424198,3.34949558665345e-06,1.51671771454051e-05,-0.416048934566538,"Dnaaf10"
"Ccdc43",120.174001158068,-0.329941761727015,0.0709903943532588,-4.64769585706449,3.35663334667249e-06,1.51956726335896e-05,-0.329941761727015,"Ccdc43"
"Litaf",395.074277243465,0.369657672088769,0.0795403506374353,4.64742321508942,3.36107141250087e-06,1.52119351850128e-05,0.369657672088769,"Litaf"
"Hipk3",462.060041317448,-0.58443397920516,0.125761349450443,-4.64716688997885,3.36524900420003e-06,1.52270109659224e-05,-0.58443397920516,"Hipk3"
"Kars1",283.357080164478,-0.241795347931706,0.0520317608495296,-4.64707217253234,3.36679397062347e-06,1.52301701095658e-05,-0.241795347931706,"Kars1"
"Tcaf1",749.43818161518,-0.439575833918499,0.094628213793118,-4.64529357892696,3.39593179695923e-06,1.53581164948727e-05,-0.439575833918499,"Tcaf1"
"Cox19",294.310437021152,-0.688282562640003,0.148170283470847,-4.64521324058494,3.397253632462e-06,1.53602322356615e-05,-0.688282562640003,"Cox19"
"Gm43756",9.16017109241244,-2.08622596877794,0.44917357055281,-4.64458753931217,3.40756541835847e-06,1.54029835673776e-05,-2.08622596877794,"Gm43756"
"Hoxa4",24.7433192728001,-1.40069941928379,0.301633277928219,-4.64371646558546,3.42197102217785e-06,1.54616114952221e-05,-1.40069941928379,"Hoxa4"
"Lcmt1",169.345693400477,-0.52532106081212,0.113125554084546,-4.64369933975762,3.42225482944954e-06,1.54616114952221e-05,-0.52532106081212,"Lcmt1"
"Ttc1",329.729858317831,-0.225432833186041,0.0485512236302696,-4.64319570816117,3.43061105412391e-06,1.54954722299027e-05,-0.225432833186041,"Ttc1"
"Dek",939.298048106731,0.206284490328694,0.0444340109303553,4.6424908760098,3.4423384440559e-06,1.55445391048931e-05,0.206284490328694,"Dek"
"Fam221a",12.6041060162451,2.19044558994059,0.471839863314525,4.64234957714978,3.44469407447425e-06,1.55512719938489e-05,2.19044558994059,"Fam221a"
"Sostdc1",29.1963539068343,1.37019199047361,0.295154933348568,4.64228049630958,3.44584630182537e-06,1.55525700337845e-05,1.37019199047361,"Sostdc1"
"Chrm3",38.9637011453021,1.21615992258941,0.261996862881312,4.64188734633952,3.45241084968892e-06,1.55782893985211e-05,1.21615992258941,"Chrm3"
"Gm20457",81.2953842851021,-0.581323625906567,0.125263475695032,-4.6408070882678,3.47051005761362e-06,1.56560305734233e-05,-0.581323625906567,"Gm20457"
"H2az2",462.74833622894,-0.226417282436269,0.0487911286940201,-4.64054201033515,3.47496519419489e-06,1.56721975884627e-05,-0.226417282436269,"H2az2"
"Ddit4",201.575140386906,0.790210123349241,0.170358555964219,4.63851151400469,3.50927388518761e-06,1.58229631734731e-05,0.790210123349241,"Ddit4"
"Utp14b",76.208430412271,0.647168182466622,0.139550198341983,4.63752964994477,3.52598042348747e-06,1.58943067410641e-05,0.647168182466622,"Utp14b"
"Dusp7",138.087056125025,0.382901652231286,0.0825816293202896,4.63664443754454,3.54110776929482e-06,1.59584977044692e-05,0.382901652231286,"Dusp7"
"Ybx3",826.504561078437,-0.389926472705,0.0841330125503533,-4.63464294080317,3.57554098564803e-06,1.61096393206076e-05,-0.389926472705,"Ybx3"
"Tmem161a",155.591867668396,-0.29759878419524,0.0642246654992074,-4.63371481785161,3.59161689653547e-06,1.61780169048552e-05,-0.29759878419524,"Tmem161a"
"Cyp2f2",345.472471400205,-1.17364534107832,0.253437022959131,-4.63091511798408,3.64053106642056e-06,1.63942392991087e-05,-1.17364534107832,"Cyp2f2"
"Gm59199",442.378268244941,-0.608546368696284,0.131466060459163,-4.6289237432905,3.67571082285812e-06,1.65485193641868e-05,-0.608546368696284,"Gm59199"
"Mnt",145.100349557978,0.397964609116327,0.0859813058016777,4.62850157258907,3.68321067556403e-06,1.65781349376113e-05,0.397964609116327,"Mnt"
"2500002B13Rik",24.0891493920213,-0.872656979944862,0.188551634234807,-4.62821223208348,3.68835927335738e-06,1.65971553391558e-05,-0.872656979944862,"2500002B13Rik"
"Gm49069",6.44675369568164,-3.39989690832015,0.734635196685688,-4.62800710292511,3.69201357218841e-06,1.66094437492198e-05,-3.39989690832015,"Gm49069"
"Alg1",188.140715005522,-0.289892176363176,0.0626459615090059,-4.62746790663436,3.70163571174887e-06,1.66473045857138e-05,-0.289892176363176,"Alg1"
"Gm26559",12.4717622985326,1.23177985698838,0.266190817119895,4.6274318187076,3.70228057060242e-06,1.66473045857138e-05,1.23177985698838,"Gm26559"
"Dok1",80.5498749651575,0.561215699549817,0.121303100477699,4.62655692508862,3.7179471292648e-06,1.6713160898544e-05,0.561215699549817,"Dok1"
"Twf1",271.343258284911,-0.299114851565214,0.0646523701476724,-4.62651022510088,3.71878516156862e-06,1.6713160898544e-05,-0.299114851565214,"Twf1"
"Rnf121",153.136684501717,-0.388517042565803,0.0839784044531348,-4.62639228615757,3.72090238470513e-06,1.67184986988025e-05,-0.388517042565803,"Rnf121"
"Irx3",111.497296361151,1.18460749850252,0.256071247236486,4.62608555738597,3.72641414807397e-06,1.67390821346799e-05,1.18460749850252,"Irx3"
"Fut10",40.3394295492966,0.725178600310374,0.156762342171963,4.62597451826074,3.72841139480996e-06,1.6743871996767e-05,0.725178600310374,"Fut10"
"Prdm1",46.508021278292,0.816330556784134,0.176522700768103,4.62450751791149,3.75489467330108e-06,1.68585960044916e-05,0.816330556784134,"Prdm1"
"Fxr2",215.801173615396,-0.292990158754878,0.0633577395466442,-4.62437834511405,3.75723520646246e-06,1.68648945404127e-05,-0.292990158754878,"Fxr2"
"Rtf2",572.243419025284,-0.367709018161216,0.0795195141345688,-4.62413562460846,3.76163693909692e-06,1.68804396174145e-05,-0.367709018161216,"Rtf2"
"Ptdss2",155.161810030272,-0.311691997352461,0.0674093043336642,-4.6238720371544,3.76642269257038e-06,1.68976998125645e-05,-0.311691997352461,"Ptdss2"
"Apol10b",38.9869712166893,-0.811635322555124,0.175548646522517,-4.62342113501296,3.77462290907674e-06,1.69302662450509e-05,-0.811635322555124,"Apol10b"
"Gm31728",31.2153403748292,-1.09632384725685,0.237128753257575,-4.62332733671483,3.77633089692991e-06,1.69337041915187e-05,-1.09632384725685,"Gm31728"
"Mis18bp1",27.5290200408364,1.19699568178455,0.258931036604055,4.62283586194784,3.78529235543962e-06,1.69696581019285e-05,1.19699568178455,"Mis18bp1"
"Appl2",177.918586008668,0.366316222012732,0.0792439587739733,4.62263909678682,3.78888584588552e-06,1.69815352165704e-05,0.366316222012732,"Appl2"
"Dnajb14",599.377732512336,-0.301721605804033,0.0652809833295183,-4.62189125248061,3.80257346264799e-06,1.70377635250341e-05,-0.301721605804033,"Dnajb14"
"Ints6",278.319690485275,0.347734094135666,0.0752369890923845,4.62185021397758,3.80332595090692e-06,1.70377635250341e-05,0.347734094135666,"Ints6"
"Cdk18",37.5112832603436,1.54452880554929,0.334193593372004,4.62165893117532,3.80683522521374e-06,1.70492376396151e-05,1.54452880554929,"Cdk18"
"Kctd9",118.471001032272,0.501545257221087,0.108531019896947,4.62121573811173,3.81497797600923e-06,1.70814522968638e-05,0.501545257221087,"Kctd9"
"Sptlc3",30.5622657483965,2.56600807510523,0.555369695487288,4.62036026804413,3.83074269971028e-06,1.71477695861098e-05,2.56600807510523,"Sptlc3"
"Casp2",76.7877656495771,0.531962904828452,0.115135872209663,4.62030551051669,3.83175390277166e-06,1.7148028289438e-05,0.531962904828452,"Casp2"
"Gm15972",30.7855557465153,-1.08288063291984,0.234390741839249,-4.61998039863924,3.83776299033311e-06,1.71706480458038e-05,-1.08288063291984,"Gm15972"
"Sec14l1",359.963492357251,0.302099174823197,0.0654016226213315,4.61913883348612,3.85335973845818e-06,1.72361423168139e-05,0.302099174823197,"Sec14l1"
"Mon1a",72.2854287024004,-0.427501661875763,0.0925695837606407,-4.61816554108273,3.87147356003151e-06,1.73128601319559e-05,-0.427501661875763,"Mon1a"
"Gm5431",22.0272928390177,0.915360093514478,0.198215998212084,4.61799300647306,3.87469308464878e-06,1.73229504898069e-05,0.915360093514478,"Gm5431"
"Gm53065",14.113243713009,1.19131236473167,0.257992234569165,4.61762876980041,3.88149823136074e-06,1.73490624227769e-05,1.19131236473167,"Gm53065"
"Gfod2",46.2099079171763,-0.621401418514595,0.134598573279323,-4.61670137635892,3.89887676765432e-06,1.7422409327461e-05,-0.621401418514595,"Gfod2"
"Tgfbi",356.934481543892,0.373119281888416,0.080824868170597,4.61639208740648,3.90468913590766e-06,1.74410150795903e-05,0.373119281888416,"Tgfbi"
"Gm69273",12.7184321094695,-1.58996837629552,0.344419120029271,-4.61637662903382,3.90497985797343e-06,1.74410150795903e-05,-1.58996837629552,"Gm69273"
"Gabbr2",10.9158501518571,2.1509010019964,0.465945131135712,4.61621091898462,3.90809763237714e-06,1.7450606756687e-05,2.1509010019964,"Gabbr2"
"Pgm5",100.552113374883,1.21875727199021,0.264025204711785,4.61606411145722,3.91086175579361e-06,1.74586149267073e-05,1.21875727199021,"Pgm5"
"Jtb",273.296749636702,-0.274919207216486,0.0595595519433845,-4.61587097696463,3.9145009874367e-06,1.74705247543515e-05,-0.274919207216486,"Jtb"
"Gm32469",5.04655097212147,-4.02769911271304,0.872637935295903,-4.61554437390725,3.92066255294237e-06,1.74936831250859e-05,-4.02769911271304,"Gm32469"
"Gm29325",4.05092448969958,1.83109475760357,0.396731930463015,4.61544588928487,3.92252234874411e-06,1.74976406161983e-05,1.83109475760357,"Gm29325"
"Gm61391",12.0008164511334,1.09477264609645,0.237223459412625,4.61494258960372,3.9320399322861e-06,1.75357476375149e-05,1.09477264609645,"Gm61391"
"Egfl8",28.7726800170518,0.650091628242053,0.140912795959981,4.61343218558147,3.96073529952768e-06,1.76593418684445e-05,0.650091628242053,"Egfl8"
"Bend6",23.4324335754978,1.18319834369281,0.256497899830908,4.61289680918563,3.97095473015644e-06,1.77005184080777e-05,1.18319834369281,"Bend6"
"Kcnk5",48.9455409549978,1.24870210330369,0.270747476960411,4.61205444025718,3.98708531108743e-06,1.77680169487657e-05,1.24870210330369,"Kcnk5"
"Llgl1",145.528196179472,0.337751542634809,0.0732485597203365,4.61103322610502,4.00672483551071e-06,1.78511154053742e-05,0.337751542634809,"Llgl1"
"Chst12",163.343068987905,-0.457660040586166,0.0992574832380119,-4.6108366407874,4.01051610151798e-06,1.78635816250377e-05,-0.457660040586166,"Chst12"
"Iglc1",88.0919068288209,2.7018920316884,0.58601986099558,4.61058099139882,4.01545159674578e-06,1.78800902843879e-05,2.7018920316884,"Iglc1"
"Orai1",137.934955697367,0.336418711363096,0.0729672852367535,4.61054170059272,4.01621064989031e-06,1.78800902843879e-05,0.336418711363096,"Orai1"
"Setbp1",114.342961784903,0.902885516569964,0.195843783518201,4.61023321930488,4.02217493336911e-06,1.79022119157577e-05,0.902885516569964,"Setbp1"
"Cpxm2",92.6664097014002,1.99688288805722,0.433174684300003,4.60987901747796,4.02903366278392e-06,1.79283026864997e-05,1.99688288805722,"Cpxm2"
"Epb41l1",633.130336174691,-0.589476492665512,0.127874196740087,-4.60981580094431,4.03025895975123e-06,1.79293192307904e-05,-0.589476492665512,"Epb41l1"
"Tnik",79.2998926066025,1.28232882434849,0.278210482711469,4.6092038367885,4.04213885586211e-06,1.79742020233064e-05,1.28232882434849,"Tnik"
"1110038B12Rik",129.571749162269,0.496944255183679,0.107815888663779,4.60919314715652,4.0423466687576e-06,1.79742020233064e-05,0.496944255183679,"1110038B12Rik"
"Kcmf1",475.867793245806,-0.246026933677924,0.0533857237730018,-4.60847800292154,4.05627278478781e-06,1.80316664130483e-05,-0.246026933677924,"Kcmf1"
"Skil",130.506682245698,0.673026669977353,0.146057789632837,4.60794779702759,4.06662723612227e-06,1.80732289273277e-05,0.673026669977353,"Skil"
"Pcmt1",375.594215186901,-0.19292851557317,0.0418718375101932,-4.60759610863038,4.07350936747979e-06,1.80993427577795e-05,-0.19292851557317,"Pcmt1"
"Cetn3",651.145823444888,-0.216356967717287,0.0469714921640523,-4.6061335876161,4.10224910684829e-06,1.82225370303219e-05,-0.216356967717287,"Cetn3"
"Limd1",440.917767832713,0.252382804833575,0.054794867903732,4.60595698993164,4.10573251625165e-06,1.82335074166178e-05,0.252382804833575,"Limd1"
"Kctd12",365.774647992977,0.421405486709042,0.0915118205077799,4.604929553043,4.12605511435716e-06,1.83192365556228e-05,0.421405486709042,"Kctd12"
"Drp2",37.4150409624594,1.15516489460633,0.250865914256916,4.60471044074685,4.13040158744151e-06,1.83340086257954e-05,1.15516489460633,"Drp2"
"Nr1h3",399.375044968953,-0.675566863444415,0.1467157813677,-4.60459575068688,4.13267841312944e-06,1.83395889312968e-05,-0.675566863444415,"Nr1h3"
"Gm32173",3.66746894101087,3.9255642594769,0.852700760741528,4.60368330862417,4.15083509814387e-06,1.8415619160142e-05,3.9255642594769,"Gm32173"
"Gstp1",47.8782505935802,-1.00825884580261,0.219020794018164,-4.60348457014085,4.15479992117926e-06,1.84286637194402e-05,-1.00825884580261,"Gstp1"
"Slc22a3",308.685038971734,-1.07838804495737,0.234270312112149,-4.60317841912948,4.16091472117743e-06,1.84512357433672e-05,-1.07838804495737,"Slc22a3"
"Aqp1",441.51613810661,-0.303485819487133,0.0659330333127658,-4.60294035081763,4.1656756547623e-06,1.8467794509873e-05,-0.303485819487133,"Aqp1"
"Chchd2",1333.28647768488,-0.405822082599532,0.0881765614072808,-4.60238045261338,4.17689318542482e-06,1.85129622555571e-05,-0.405822082599532,"Chchd2"
"Tmem67",43.3339630595817,0.815805254664744,0.177295622778703,4.60138407186182,4.19692724989952e-06,1.85971750472266e-05,0.815805254664744,"Tmem67"
"5430420F09Rik",5.74029124992107,1.510879751189,0.328391179131512,4.6008536379838,4.20763012186734e-06,1.86400087122921e-05,1.510879751189,"5430420F09Rik"
"Gm44695",28.2704073714149,0.788411385498758,0.171383407859653,4.60027837784852,4.21926704132013e-06,1.8686958139666e-05,0.788411385498758,"Gm44695"
"Gng5c",14.5956526413925,0.971324349806795,0.211184114206957,4.59941957970813,4.2366970460811e-06,1.87595354679505e-05,0.971324349806795,"Gng5c"
"Slc41a3",94.4923612274505,0.482789606070418,0.105007674413327,4.59766020691099,4.2726206513864e-06,1.89139441387733e-05,0.482789606070418,"Slc41a3"
"2700033N17Rik",14.9797492247016,-1.32920994985128,0.28911874328965,-4.59745340176589,4.27686240469349e-06,1.89258120034578e-05,-1.32920994985128,"2700033N17Rik"
"Sap30",25.4205105010559,0.785429733290274,0.170841157196501,4.59742690917784,4.27740608217814e-06,1.89258120034578e-05,0.785429733290274,"Sap30"
"Arsj",11.808947636168,1.15132476794391,0.250505993017883,4.59599690240434,4.30685095888131e-06,1.90467946331045e-05,1.15132476794391,"Arsj"
"Ttc13",244.802330624954,-0.337072888949298,0.0733405513160982,-4.59599611538931,4.30686721743779e-06,1.90467946331045e-05,-0.337072888949298,"Ttc13"
"Pkd2",265.904359867311,0.286825559736383,0.0624145794809213,4.59548974168862,4.31734034340268e-06,1.90884177523207e-05,0.286825559736383,"Pkd2"
"Tfb1m",40.3793741379684,-0.616641970673848,0.13420425333534,-4.59480199284763,4.33160386394157e-06,1.91467749070664e-05,-0.616641970673848,"Tfb1m"
"Kcna1",37.2927280158293,0.942596112891318,0.205173705170816,4.5941370123748,4.34543810794122e-06,1.92032063413835e-05,0.942596112891318,"Kcna1"
"Fchsd1",36.8318354278237,0.688830399838513,0.149946669772417,4.59383593436248,4.3517156439727e-06,1.92262239185687e-05,0.688830399838513,"Fchsd1"
"Sec24d",152.912871707742,0.377249421163068,0.0821274741945266,4.59346186964812,4.35952707159723e-06,1.92560053805864e-05,0.377249421163068,"Sec24d"
"Mrps2",197.292597195319,-0.494677823960982,0.107715539095937,-4.59244625346394,4.38080354802803e-06,1.93452326577049e-05,-0.494677823960982,"Mrps2"
"Gm30082",17.7048714726217,-1.00707760084989,0.21933809671076,-4.59143949889344,4.4019925490034e-06,1.94340299426547e-05,-1.00707760084989,"Gm30082"
"Hrh1",23.5298322683237,0.984003576410738,0.214321288222015,4.59125448794153,4.40589711005745e-06,1.94464945819616e-05,0.984003576410738,"Hrh1"
"Bcap29",161.08376595004,-0.376135251021087,0.0819324826244265,-4.59079523740624,4.41560370307936e-06,1.94845554964635e-05,-0.376135251021087,"Bcap29"
"Gm38357",11.4627167017311,1.63151785316541,0.355403326740812,4.5906094017945,4.41953729324382e-06,1.94971296924904e-05,1.63151785316541,"Gm38357"
"Ski",609.006094857619,0.299208531886658,0.065181369182463,4.59039961325574,4.42398193029085e-06,1.95119516915672e-05,0.299208531886658,"Ski"
"Ethe1",97.3399398763033,0.43441944405112,0.094666989102734,4.58892215933563,4.45540517155474e-06,1.96457262602559e-05,0.43441944405112,"Ethe1"
"Gm44148",28.8783490831454,-0.749291301052314,0.163301449016652,-4.58839346230118,4.46670163222483e-06,1.96907096953911e-05,-0.749291301052314,"Gm44148"
"Cttnbp2nl",149.690942690703,0.44540356755203,0.0970780409282798,4.58809802189034,4.47302613655937e-06,1.97137584151328e-05,0.44540356755203,"Cttnbp2nl"
"Gm43597",12.2002999922407,-1.10598360408298,0.241068778773604,-4.58783426750442,4.47867958456646e-06,1.97293196199498e-05,-1.10598360408298,"Gm43597"
"9230111E07Rik",8.68934421407868,1.25364911893972,0.273255299396732,4.5878309467645,4.47875080664156e-06,1.97293196199498e-05,1.25364911893972,"9230111E07Rik"
"Zrsr2",386.307461041568,0.216136306522546,0.0471113268557175,4.58777794954667,4.47988761939895e-06,1.97294952797526e-05,0.216136306522546,"Zrsr2"
"Ppdpf",79.7581993616139,-0.585503722548228,0.127659473265128,-4.58644946256538,4.50847471146476e-06,1.98505327198054e-05,-0.585503722548228,"Ppdpf"
"Gm48536",29.0523031207944,1.28623249250223,0.28058060246664,4.58418180442521,4.55767558652864e-06,2.00622499019344e-05,1.28623249250223,"Gm48536"
"Accsl",9.30087534243613,-3.54539431956191,0.773551300468313,-4.58326980694817,4.57760767088522e-06,2.01450578831763e-05,-3.54539431956191,"Accsl"
"A330035P11Rik",11.3097076472139,-1.47822123965422,0.322569272356344,-4.58264740734891,4.59125838424161e-06,2.0200189163153e-05,-1.47822123965422,"A330035P11Rik"
"Pdlim3",119.546190288182,2.05192741242073,0.447834711513748,4.58188559230906,4.60801989226501e-06,2.026897671369e-05,2.05192741242073,"Pdlim3"
"Cnn3",401.377608273216,0.684132971164335,0.149317960119865,4.58171924271633,4.61168771713193e-06,2.02801504352897e-05,0.684132971164335,"Cnn3"
"Spire2",8.61529895391788,1.85436474294244,0.404751052286577,4.58149455688009,4.61664623172838e-06,2.02969931859855e-05,1.85436474294244,"Spire2"
"Mcm6",92.2078502250967,0.662814345773679,0.144687243416068,4.58101440130189,4.6272597446151e-06,2.03371009098015e-05,0.662814345773679,"Mcm6"
"9930024M15Rik",19.0889638760085,0.84825980655052,0.185169960217312,4.58097957981424,4.62803035826851e-06,2.03371009098015e-05,0.84825980655052,"9930024M15Rik"
"Egr2",47.3464946807021,1.54002744379504,0.336256988112268,4.57991208581474,4.65171417520831e-06,2.04361825000724e-05,1.54002744379504,"Egr2"
"Cdk6",254.008249408072,0.63649920448476,0.138978188425081,4.57984962746784,4.6531034883525e-06,2.04372941004904e-05,0.63649920448476,"Cdk6"
"Asb8",158.12432232461,-0.307225975810417,0.0670994821557535,-4.57866388740936,4.67955441658357e-06,2.05484535489922e-05,-0.307225975810417,"Asb8"
