"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name"
"Angptl8",107.376369329629,-0.979220883691348,0.382551626332716,-2.5597091118878,0.01047598091669,0.0202233543809795,-0.979220883691348,"Angptl8"
"Gm65503",4.87912555253236,1.10408290326201,0.431384031318165,2.55939678594107,0.0104853987058469,0.020239362644705,1.10408290326201,"Gm65503"
"Rngtt",128.159164590432,-0.18752042134831,0.0732732229277972,-2.55919439401609,0.0104915055964371,0.0202489773213348,-0.18752042134831,"Rngtt"
"Arsa",180.532470534803,-0.233731217086586,0.0913370792976644,-2.55899596181375,0.0104974960796783,0.0202583652885293,-0.233731217086586,"Arsa"
"Itsn1",695.18539384442,0.274031490290218,0.107096894939273,2.55872488596052,0.0105056845246674,0.020271992475128,0.274031490290218,"Itsn1"
"Gm34861",6.43381661647058,1.05705633528658,0.41314794913044,2.5585418916187,0.0105112154851116,0.0202804893494119,1.05705633528658,"Gm34861"
"Gm73068",6.94457927680589,-0.905915746260201,0.354121912713117,-2.55820301917918,0.0105214646642219,0.0202980868229857,-0.905915746260201,"Gm73068"
"Gm49526",11.2967618706106,0.791405748266353,0.309364668259713,2.55816461756378,0.0105226266796666,0.0202981513792883,0.791405748266353,"Gm49526"
"Amer2",8.56066562830976,1.74828252698951,0.683423792085716,2.55812359364019,0.0105238681710855,0.0202983692144926,1.74828252698951,"Amer2"
"Pappa2",8.45837151148232,1.6511434808669,0.645604167734396,2.55751676241686,0.0105422476984639,0.0203316391919977,1.6511434808669,"Pappa2"
"H2-DMa",223.063284630869,0.272361340522443,0.106497350051454,2.55744711385637,0.0105443590193179,0.020333530751737,0.272361340522443,"H2-DMa"
"Fbxo17",12.9654569234786,0.642423111195494,0.251210193222665,2.55731307298533,0.01054842338197,0.0203391877088457,0.642423111195494,"Fbxo17"
"Gm15538",6.87853321460608,0.771514277415169,0.301738298251307,2.55689874930163,0.0105609952406701,0.020361245621041,0.771514277415169,"Gm15538"
"Gm49066",27.9537332481658,0.384799269448434,0.15054528617313,2.55603665335564,0.0105871966142347,0.0204095732372589,0.384799269448434,"Gm49066"
"Cdkl1",9.73238710651272,1.21434349439667,0.475121219404625,2.55586036742026,0.010592561524072,0.0204177271001993,1.21434349439667,"Cdkl1"
"Tmem198",10.4500254825444,-0.623632440111898,0.244026425028537,-2.55559388717419,0.0106006759073999,0.020431178404468,-0.623632440111898,"Tmem198"
"Ccnj",25.8733035376954,-0.463274028760769,0.181443611176993,-2.55326724239884,0.0106717579426829,0.0205659743230573,-0.463274028760769,"Ccnj"
"Trpc3",18.5012492798293,-1.09656914288279,0.429562335518004,-2.55275905779881,0.0106873399271008,0.020593796435487,-1.09656914288279,"Trpc3"
"Afap1",428.321605954702,-0.301854386493694,0.118291566824915,-2.55178280748004,0.010717330540236,0.0206493740864151,-0.301854386493694,"Afap1"
"Ino80d",287.582035333306,0.148832406311166,0.0583398443467989,2.55112792942054,0.010737490441525,0.0206860007584907,0.148832406311166,"Ino80d"
"Habp4",182.161725146625,-0.222030511401762,0.0870428031134104,-2.55081986631879,0.01074698557492,0.0207020758863137,-0.222030511401762,"Habp4"
"Lrrc26",11.5665742978809,2.36168441417345,0.925872955987813,2.55076509028581,0.0107486746654873,0.0207031122867267,2.36168441417345,"Lrrc26"
"Rundc1",90.173072233455,0.239404452084879,0.0938732981760294,2.55029339265307,0.0107632298486938,0.0207289273004183,0.239404452084879,"Rundc1"
"6530403H02Rik",3.77151767985324,2.84849568038217,1.11728364011612,2.54948303018751,0.0107882761330754,0.0207749394571192,2.84849568038217,"6530403H02Rik"
"Phc2",202.039312802598,0.172049579345462,0.0674977137268589,2.54896899236751,0.0108041906056832,0.0208015906938878,0.172049579345462,"Phc2"
"Smap1",513.361716833146,-0.153639977938889,0.0602755240450313,-2.54896129686248,0.0108044290149172,0.0208015906938878,-0.153639977938889,"Smap1"
"Aagab",263.089132903868,-0.130900310810373,0.0513622664519872,-2.54856959890462,0.0108165701229833,0.0208227368331347,-0.130900310810373,"Aagab"
"Gm36569",6.83927989727734,1.06676744584874,0.41859967898474,2.54841916849064,0.0108212361009542,0.0208294897807965,1.06676744584874,"Gm36569"
"Cnot8",216.710416111668,-0.1909937634177,0.0749702100642882,-2.54759541495108,0.0108468186286351,0.0208764986468304,-0.1909937634177,"Cnot8"
"2510016D11Rik",19.0180750120146,-0.791964262274012,0.310874181815695,-2.54753951469516,0.010848556615749,0.0208776095967111,-0.791964262274012,"2510016D11Rik"
"Sharpin",175.742383469366,0.190727454406284,0.0748759141840062,2.54724708853069,0.0108576524320077,0.0208928786393592,0.190727454406284,"Sharpin"
"Mapk13",20.7908622885221,1.87955028677889,0.738000467112168,2.54681449475725,0.0108711205448987,0.0209165569234648,1.87955028677889,"Mapk13"
"Ccdc97",149.897501268283,-0.164132508511501,0.0644732484428952,-2.54574590974542,0.0109044528852527,0.0209784457796721,-0.164132508511501,"Ccdc97"
"Gm15270",8.03630434110255,0.957179047914468,0.376039526520336,2.54542137304469,0.0109145941149509,0.020995710133851,0.957179047914468,"Gm15270"
"2700038G22Rik",22.9420209238744,0.570203519991451,0.224112699528392,2.54427134736831,0.0109505980053405,0.0210627158297566,0.570203519991451,"2700038G22Rik"
"Rnf34",84.7976414724222,-0.215778117115562,0.0848211083792633,-2.5439200363988,0.0109616175338192,0.0210816566470564,-0.215778117115562,"Rnf34"
"Fig4",79.367276274471,-0.23667390948212,0.0930391259024728,-2.5438105440738,0.0109650539798203,0.0210860109997914,-0.23667390948212,"Fig4"
"Snhg7os",3.15647650001954,1.7338903757282,0.681813311750445,2.54305738219853,0.0109887181191243,0.0211292585087203,1.7338903757282,"Snhg7os"
"Apoe",3049.4498145779,-0.255740120774627,0.100577399808559,-2.54271954993277,0.0109993474507598,0.021147435943278,-0.255740120774627,"Apoe"
"Lyrm4",117.690491525809,-0.205984573479684,0.0810244196361495,-2.54225299489566,0.0110140418507234,0.0211734241905847,-0.205984573479684,"Lyrm4"
"Gm4924",50.9456865552739,0.382762373279639,0.150600170175426,2.54157995196008,0.0110352704266772,0.0212119668584179,0.382762373279639,"Gm4924"
"Armt1",112.518563607742,0.202865864287825,0.0798222082761506,2.54147146099988,0.0110386957608823,0.0212162836028242,0.202865864287825,"Armt1"
"Gm67041",9.8737530783154,-0.938451876825335,0.369281820357623,-2.54128913228523,0.0110444544676573,0.0212250836686916,-0.938451876825335,"Gm67041"
"Zkscan7",49.619165733208,-0.345209327478601,0.135858710153351,-2.54094365454335,0.0110553734265935,0.0212437976977255,-0.345209327478601,"Zkscan7"
"Tbx3os2",16.5876252803825,2.06042404684164,0.811030120517474,2.54050249764707,0.0110693303041693,0.0212683447121876,2.06042404684164,"Tbx3os2"
"Zfp747",65.3469731826839,0.33083414437764,0.130242194803457,2.54014564847351,0.0110806313885916,0.0212877842507165,0.33083414437764,"Zfp747"
"Lgi1",12.9870610378387,0.67785133056671,0.266887559251996,2.53983862142739,0.0110903628539578,0.02130420445277,0.67785133056671,"Lgi1"
"Gm70418",9.10604086613897,1.38856315203676,0.546782920389686,2.53951449516227,0.0111006445302264,0.0213216779710222,1.38856315203676,"Gm70418"
"Yeats2",164.825100547269,0.244305939929549,0.096226778910171,2.53885605126211,0.0111215572409789,0.0213595652467962,0.244305939929549,"Yeats2"
"Gm26631",10.6772294814972,-0.587275487055016,0.231351260940419,-2.53845812064218,0.0111342127985396,0.0213815878063776,-0.587275487055016,"Gm26631"
"Zbtb6",110.243370977474,0.191129388227793,0.0753025555458579,2.53815274717203,0.0111439333947046,0.0213966233653294,0.191129388227793,"Zbtb6"
"Pum1",672.315676233589,-0.127890977047616,0.0503877277450963,-2.53813741501893,0.0111444216438567,0.0213966233653294,-0.127890977047616,"Pum1"
"Tspan14",321.847578130857,-0.198573430070639,0.0782370928460809,-2.53809827087135,0.0111456682670862,0.0213967327838416,-0.198573430070639,"Tspan14"
"Ncoa2",210.409298838836,0.238519782204118,0.0939846086596424,2.53786003480525,0.0111532580396564,0.0214090180470929,0.238519782204118,"Ncoa2"
"Tpi1",569.28715086746,-0.319514673934547,0.125911695419268,-2.53760917816735,0.0111612548424209,0.0214220819118325,-0.319514673934547,"Tpi1"
"Klra2",13.1150246884055,0.74232531988016,0.292553832542965,2.53739735154945,0.0111680114123064,0.0214327628320255,0.74232531988016,"Klra2"
"Gm43176",8.46676065280871,0.703267601662467,0.277196934597266,2.53706846608615,0.0111785089718881,0.0214506201182524,0.703267601662467,"Gm43176"
"Kctd12b",205.520939933533,-0.315674406915076,0.124430429178339,-2.53695505994469,0.0111821307672337,0.0214552809877818,-0.315674406915076,"Kctd12b"
"D7Ertd443e",10.1180948852283,1.51710026423011,0.598024198550737,2.53685430774654,0.0111853493141218,0.021459167228138,1.51710026423011,"D7Ertd443e"
"Wwp1",575.997473414468,0.266805021415639,0.10517471925841,2.53677902158322,0.0111877548810802,0.0214614930984545,0.266805021415639,"Wwp1"
"Larp1",486.540624363028,-0.135940327747202,0.053592947679814,-2.53653388425963,0.0111955907693301,0.0214742343582352,-0.135940327747202,"Larp1"
"Timm23",10.5163865340051,-0.63605839125165,0.250794539843331,-2.53617320237111,0.0112071289362546,0.0214940734748854,-0.63605839125165,"Timm23"
"Ccnb2",16.2222277248532,1.08051626816624,0.426065314842464,2.53603433681467,0.0112115740423265,0.0215003060801027,1.08051626816624,"Ccnb2"
"Ier3ip1",701.427204402878,-0.149871310960131,0.0591090548207903,-2.53550511701664,0.0112285288002777,0.0215305244138374,-0.149871310960131,"Ier3ip1"
"Zfp518a",125.034523406239,-0.180868191415947,0.0713432491331616,-2.53518298666715,0.011238860121908,0.0215480373257261,-0.180868191415947,"Zfp518a"
"Casq1",16.5365266714882,1.93984650812561,0.765209168310511,2.53505392833774,0.0112430016313567,0.0215536801685761,1.93984650812561,"Casq1"
"A930005H10Rik",89.9138310790432,-0.351734249437944,0.138772791550818,-2.53460527461638,0.0112574095722696,0.0215783313005751,-0.351734249437944,"A930005H10Rik"
"Card19",186.142516351667,0.216977640583952,0.085606981058031,2.53457881474489,0.0112582598089957,0.0215783313005751,0.216977640583952,"Card19"
"Hdac11",63.9476685239074,1.05407434356542,0.416118390589352,2.53311165140413,0.0113054935937983,0.0216665538388979,1.05407434356542,"Hdac11"
"Rsf1",600.73843052897,0.144927284206485,0.0572191104232315,2.53284755974891,0.011314014409226,0.0216805735312527,0.144927284206485,"Rsf1"
"Aass",10.1772185826694,1.33564399080534,0.527640463932809,2.53135246840247,0.0113623605546317,0.0217708977240446,1.33564399080534,"Aass"
"Fbxl22",19.6575953856502,1.35636703428823,0.535852517938294,2.53123198806061,0.0113662644508304,0.0217745503524438,1.35636703428823,"Fbxl22"
"Gm51458",3.49987748059549,1.84853316537835,0.730293675988478,2.53121891392021,0.0113666881607414,0.0217745503524438,1.84853316537835,"Gm51458"
"Utp25",121.701089298986,0.251783988718993,0.0994734800598445,2.53116698609033,0.0113683711888902,0.0217754551867284,0.251783988718993,"Utp25"
"Marveld3",28.5551202328839,1.99660456884115,0.788842457256169,2.53105617031054,0.0113719635688367,0.021780016691417,1.99660456884115,"Marveld3"
"Gm4117",29.1877841007276,0.579676022173152,0.229064044423167,2.53062860054228,0.0113858337954734,0.0218042596513399,0.579676022173152,"Gm4117"
"Ppp1r13l",36.6634838849337,0.449784652856094,0.177757476340602,2.53032762455662,0.011395606364758,0.0218206511313252,0.449784652856094,"Ppp1r13l"
"Cpeb4",300.739927665531,-0.330419497734124,0.130604139929132,-2.52993127104099,0.0114084871630849,0.0218429902187828,-0.330419497734124,"Cpeb4"
"Gm38111",14.4901305786579,0.683602214600332,0.270336526549976,2.5287082856484,0.0114483135589385,0.0219169098106512,0.683602214600332,"Gm38111"
"Eif3i",459.541255611765,-0.146715778054351,0.0580229697600006,-2.52858098544781,0.0114524661599423,0.0219225262188933,-0.146715778054351,"Eif3i"
"Dnm3",87.3889481669319,0.300001718928673,0.118656735974595,2.52831595665082,0.0114611158312035,0.0219367488922025,0.300001718928673,"Dnm3"
"Gm13056",9.86354945392624,0.671159588835465,0.26557270594004,2.52721598953394,0.0114970771569543,0.0220032348898405,0.671159588835465,"Gm13056"
"Gm12426",11.2172600498748,-0.780105534226028,0.308686339788999,-2.52717867191423,0.0114982989397093,0.0220032348898405,-0.780105534226028,"Gm12426"
"Camp",9.39884758384058,2.14037094102804,0.847004539042606,2.52698874960855,0.0115045188014972,0.0220123147721786,2.14037094102804,"Camp"
"Dcp1a",54.4453573910239,0.27588320964804,0.10917597145616,2.52695905489444,0.0115054915586151,0.0220123147721786,0.27588320964804,"Dcp1a"
"Xcl1",22.3964181930446,-0.613488863254584,0.242883021563979,-2.52586145916741,0.0115414985054719,0.0220786206834627,-0.613488863254584,"Xcl1"
"Hp1bp3",840.478874599336,-0.088603314849974,0.0350789211504883,-2.52582781750518,0.0115426037076948,0.0220786206834627,-0.088603314849974,"Hp1bp3"
"Srsf4",190.432880520757,-0.151828260423226,0.060118460585488,-2.5254848335201,0.0115538768430358,0.0220978337833732,-0.151828260423226,"Srsf4"
"Zfp53",37.8764570528931,0.384980790548867,0.152447825453274,2.52532818624471,0.011559028746531,0.0221053366331851,0.384980790548867,"Zfp53"
"Gm34866",10.0171087149828,1.25810752364844,0.498210336689572,2.5252537552876,0.0115614773879564,0.0221076687539639,1.25810752364844,"Gm34866"
"Arl14ep",123.51140568469,0.223344556497972,0.0884894715988527,2.52396756882507,0.0116038633154641,0.0221845827871259,0.223344556497972,"Arl14ep"
"Gm42843",6.15362434323355,0.996342333548732,0.394753871815869,2.52395835654646,0.0116041674002713,0.0221845827871259,0.996342333548732,"Gm42843"
"Gm74350",9.09256335969208,0.59909074144755,0.237398766669008,2.52356299004211,0.0116172245767991,0.0222071847420882,0.59909074144755,"Gm74350"
"Gm20274",23.2116231734314,0.44880931462947,0.177866255541149,2.52329658182768,0.0116260301909881,0.022221655580777,0.44880931462947,"Gm20274"
"Prkx",213.892831870027,0.186042837988289,0.0737327026006787,2.52320654779005,0.0116290074325285,0.0222249843461331,0.186042837988289,"Prkx"
"Slc35f3",52.9447291627054,2.34448983775522,0.929205101539466,2.5231133943098,0.0116320885396509,0.0222285108876075,2.34448983775522,"Slc35f3"
"Rab40c",117.636418580857,0.175671672502081,0.06962665998861,2.52305183863219,0.0116341249279467,0.022230040471056,0.175671672502081,"Rab40c"
"Kcnj16",18.6385643396664,2.13263221497757,0.845278350095051,2.52299401107073,0.0116360382706376,0.0222313346436889,2.13263221497757,"Kcnj16"
"Slfn1",45.6205118328146,0.63253718233685,0.250743006282158,2.52265134615585,0.0116473817671463,0.0222506434905887,0.63253718233685,"Slfn1"
"Mrfap1",382.201447798701,-0.159699170836696,0.0633228468173688,-2.52198343667789,0.0116695202829422,0.0222905683739378,-0.159699170836696,"Mrfap1"
"Terf2",194.733375500451,-0.177197938073338,0.0702629032692667,-2.52192735894027,0.011671380732272,0.0222917546830884,-0.177197938073338,"Terf2"
"Samd10",35.5734808030023,1.10485633504714,0.438210858092012,2.52128927123744,0.0116925686315524,0.0223276218679711,1.10485633504714,"Samd10"
"Hoxa2",10.438985819315,-0.780151709356087,0.309425977921475,-2.52128704447068,0.0116926426317369,0.0223276218679711,-0.780151709356087,"Hoxa2"
"Itga7",326.695732631796,-0.527089385310914,0.209070168428723,-2.52111235798143,0.0116984491293273,0.0223363382208153,-0.527089385310914,"Itga7"
"Gm20696",18.5488120927659,0.691972552188792,0.274519277150362,2.5206701670345,0.0117131587847217,0.0223620500904367,0.691972552188792,"Gm20696"
"Gm69585",9.29036805753072,0.671065451042565,0.266271685348446,2.52022835309883,0.0117278722824901,0.0223877638370693,0.671065451042565,"Gm69585"
"Gpr137c",29.4456940187113,1.21114375744971,0.480667000546707,2.51971480478619,0.0117449953141288,0.0224180712851449,1.21114375744971,"Gpr137c"
"Fbxw4",136.93097111258,-0.21924259306386,0.0870193504577584,-2.51946942732337,0.0117531846608942,0.0224313220830692,-0.21924259306386,"Fbxw4"
"Eps15",417.057487861837,0.18410368697423,0.0730766065485712,2.51932452353085,0.0117580231287626,0.0224381754900715,0.18410368697423,"Eps15"
"Duox2",10.3460083981529,1.04050719135399,0.413122016195225,2.51864376761341,0.0117807778354599,0.0224792138922747,1.04050719135399,"Duox2"
"Siva1",163.047629387016,-0.182113813955834,0.0723173469875625,-2.5182590559794,0.0117936543358457,0.022501396720539,-0.182113813955834,"Siva1"
"Aldoc",62.9269523135302,1.46004147043035,0.579791139739132,2.51821970078273,0.0117949722784574,0.0225015243318132,1.46004147043035,"Aldoc"
"Orc2",207.503082800381,-0.175530464679643,0.0697094123512704,-2.5180310485926,0.0118012917526656,0.0225111924343456,-0.175530464679643,"Orc2"
"Hras",247.895211786966,-0.231552965259884,0.0919605457487134,-2.51795988567329,0.011803676349216,0.0225133534270413,-0.231552965259884,"Hras"
"Gm48207",5.50768570895193,1.15316161697434,0.457998190874647,2.51783006996628,0.0118080274414318,0.0225192642945172,1.15316161697434,"Gm48207"
"Zdhhc3",289.452544851057,0.161680577825759,0.0642157694287375,2.5177706233853,0.0118100204143764,0.022520677181189,0.161680577825759,"Zdhhc3"
"Gm15860",15.896489406771,-0.857328659762324,0.34059981411008,-2.51711429145184,0.0118320440701265,0.0225602824812144,-0.857328659762324,"Gm15860"
"Gpr39",6.52851368251011,1.64828209043242,0.654922008520268,2.5167608799047,0.0118439181101178,0.0225805290575132,1.64828209043242,"Gpr39"
"Gm41541",7.16746415707157,-0.908116150432036,0.360860715949787,-2.51652815142782,0.0118517431692172,0.0225930527442014,-0.908116150432036,"Gm41541"
"Dchs1",38.334737184165,0.51680632253027,0.20542548822191,2.51578480841672,0.0118767674015688,0.0226383571942155,0.51680632253027,"Dchs1"
"Arap3",164.503158695533,-0.279183514017982,0.110998289751054,-2.51520554635691,0.011896300408757,0.022669623291542,-0.279183514017982,"Arap3"
"Gm44442",14.2090983346991,0.489344788890007,0.194555931073117,2.51518823502792,0.0118968845935557,0.022669623291542,0.489344788890007,"Gm44442"
"Gm35763",7.99646928568697,-2.35170888704355,0.935003875686588,-2.51518624488765,0.011896951754079,0.022669623291542,-2.35170888704355,"Gm35763"
"Ddx52",312.307693314279,-0.127587520480542,0.0507294032117436,-2.51506054482829,0.0119011943884616,0.0226753053253042,-0.127587520480542,"Ddx52"
"Camsap3",45.4483731985117,0.468305154327446,0.186215719308853,2.51485296765268,0.011908203480124,0.0226862565187491,0.468305154327446,"Camsap3"
"Slx9",141.893005363856,0.168212263127889,0.0668890703215245,2.51479445474904,0.0119101798994844,0.0226870132610895,0.168212263127889,"Slx9"
"Mpv17l2",322.191685845674,-0.303421653403685,0.120655993524708,-2.51476652373303,0.0119111234418141,0.0226870132610895,-0.303421653403685,"Mpv17l2"
"Zfp57",7.4315198844151,0.972085943277465,0.38662775774356,2.51426837263512,0.0119279627031511,0.0227166811921724,0.972085943277465,"Zfp57"
"Gm32914",4.2458741633356,3.04924447563063,1.21283643809309,2.51414319347534,0.0119321975166131,0.0227223403423826,3.04924447563063,"Gm32914"
"Polr3g",79.946004694376,-0.41129558543002,0.163632615767069,-2.51353059108644,0.0119529410979163,0.0227594324144742,-0.41129558543002,"Polr3g"
"Mal",79.3933193109056,1.48531116110982,0.591099892399039,2.51279213582924,0.0119779887291828,0.0228039451162512,1.48531116110982,"Mal"
"Rfx5",91.5546123332336,0.271835773417534,0.108182799650014,2.51274485682529,0.0119795939674451,0.0228039451162512,0.271835773417534,"Rfx5"
"9930014A18Rik",23.6373442296786,0.508327069607493,0.20230076890388,2.51272930084124,0.0119801221729933,0.0228039451162512,0.508327069607493,"9930014A18Rik"
"Gm26648",5.95346846659905,0.786597704907216,0.313061746086065,2.5125960445227,0.0119846477554047,0.0228101454527734,0.786597704907216,"Gm26648"
"Gm42995",9.57474782453824,0.774133245851503,0.308228823343135,2.51155371342316,0.0120200991898013,0.0228751988178782,0.774133245851503,"Gm42995"
"Cd40",35.6920756645901,0.716827883105803,0.285464389373038,2.51109388698241,0.0120357681891247,0.0229025948634784,0.716827883105803,"Cd40"
"Ccdc187",15.9968043867936,1.60757825488051,0.6402057998227,2.51103356971418,0.0120378248969452,0.0229040853270345,1.60757825488051,"Ccdc187"
"Islr2",93.1322709205876,0.743538613337701,0.296129967945517,2.51085230750607,0.0120440074795455,0.0229110966179097,0.743538613337701,"Islr2"
"Cdkl3",60.0995190462628,-0.461146726535635,0.183661537771337,-2.51085084079919,0.0120440575181995,0.0229110966179097,-0.461146726535635,"Cdkl3"
"Peg12",9.66277797775037,0.757635286556487,0.301769043659721,2.51064614636486,0.0120510427484833,0.0229219601178322,0.757635286556487,"Peg12"
"Capn8",5.48737182885159,2.21939105151348,0.884009443607318,2.51059654120545,0.0120527360729398,0.0229227567947442,2.21939105151348,"Capn8"
"Gm30122",11.3490818368355,0.627991201925626,0.250170809278657,2.51024971193233,0.01206458134952,0.0229428589715021,0.627991201925626,"Gm30122"
"Clcn2",32.8731653249235,-0.529112155076239,0.210789704251534,-2.51014230963032,0.0120682515572382,0.0229474122537781,-0.529112155076239,"Clcn2"
"Ptprf",341.854758741947,0.699250909681082,0.278574777735879,2.51010129260177,0.0120696534737401,0.0229476519427791,0.699250909681082,"Ptprf"
"Gm56945",14.2426985302582,-0.855032899590951,0.340642193669056,-2.51006162912878,0.0120710092644937,0.0229477352037037,-0.855032899590951,"Gm56945"
"Hmgxb3",126.48927863955,0.185635478414497,0.0739576105697487,2.51002536431901,0.0120722489990795,0.0229477352037037,0.185635478414497,"Hmgxb3"
"Gm12940",17.3543859133182,0.599558130132933,0.23887563695272,2.50991745236707,0.0120759387023835,0.0229523231006098,0.599558130132933,"Gm12940"
"Prpf4b",1034.01789995812,0.100357883344142,0.039988623063386,2.50966088992522,0.0120847150461471,0.0229665770097212,0.100357883344142,"Prpf4b"
"Foxo6",16.3650453054666,0.903637170897392,0.360116863544469,2.50928868479886,0.0120974572795482,0.0229883641447389,0.903637170897392,"Foxo6"
"Gm71275",5.07210500228735,-1.17323451060619,0.467712140593597,-2.50845425803396,0.0121260666914426,0.0230402953213909,-1.17323451060619,"Gm71275"
"Itgb7",76.7921198762621,0.523164022046876,0.208632981825786,2.50758062061218,0.0121560847309534,0.0230948917260935,0.523164022046876,"Itgb7"
"Fam72a",9.61301395174089,0.622102663504467,0.248143542005514,2.50702741839094,0.0121751267031681,0.0231286257798037,0.622102663504467,"Fam72a"
"Snhg18",398.444675096256,-0.213975094165123,0.0853546850522146,-2.5068933712804,0.0121797447633831,0.0231349550442716,-0.213975094165123,"Snhg18"
"Orc4",178.655795742427,0.159895165524539,0.0637899591198872,2.50658830528534,0.012190260385616,0.0231524839805374,0.159895165524539,"Orc4"
"4933404O12Rik",14.0306785145882,0.626838018957551,0.25009925444092,2.50635700757608,0.0121982385769496,0.0231651904809435,0.626838018957551,"4933404O12Rik"
"Gm10762",34.9589953575602,-0.406715749546329,0.162280791515816,-2.50624701634321,0.0122020341462916,0.023169952085642,-0.406715749546329,"Gm10762"
"Fndc3a",373.99125238045,0.202226728456208,0.0806962919970321,2.5060225625193,0.0122097828291018,0.0231822183008788,0.202226728456208,"Fndc3a"
"Matcap2",6.07184504000058,1.26082758023056,0.503203293583381,2.50560279773218,0.0122242858159234,0.0232073046955032,1.26082758023056,"Matcap2"
"Socs7",242.495704581998,-0.15586267724897,0.0622104167749917,-2.50541123703943,0.0122309093603607,0.0232174285757728,-0.15586267724897,"Socs7"
"Snhg16",18.2808036175551,0.493991576313444,0.197204175127378,2.50497524200167,0.0122459965040141,0.0232436147236384,0.493991576313444,"Snhg16"
"Clspn",14.6619960754653,0.921281974019657,0.367872140828375,2.5043537462367,0.0122675312067552,0.0232820318966655,0.921281974019657,"Clspn"
"Gm41639",8.96127040624055,0.797480660355754,0.318469856476294,2.50410091925016,0.0122763012067124,0.0232962179261374,0.797480660355754,"Gm41639"
"Smarcd1",67.1129081399649,-0.25325059112643,0.101155189190846,-2.50358477061055,0.0122942224896064,0.0233277651332483,-0.25325059112643,"Smarcd1"
"Rif1",554.26599078133,0.261793391616062,0.10457771751242,2.50333816651688,0.0123027930505899,0.0233415649586402,0.261793391616062,"Rif1"
"Nfic",1254.61677817052,-0.18821094338419,0.0751942912604692,-2.50299511078889,0.0123147245268144,0.0233617377216838,-0.18821094338419,"Nfic"
"Hivep1",159.79584476857,0.20723644190022,0.082808548137833,2.5025972144238,0.0123285761988293,0.0233831705147706,0.20723644190022,"Hivep1"
"Gm43188",7.23503689154036,0.818311370838608,0.326985022477455,2.50259588233901,0.0123286225948832,0.0233831705147706,0.818311370838608,"Gm43188"
"Fam120c",38.0287200121784,-0.394296499104696,0.157564611642706,-2.50244325165351,0.0123339396932992,0.0233907886254407,-0.394296499104696,"Fam120c"
"Nos1",16.9875178792734,1.17846944214137,0.471053896378933,2.50177198660377,0.012357348248053,0.0234327111849742,1.17846944214137,"Nos1"
"Gm71885",6.64357764257112,-0.877559557323057,0.350789945685486,-2.50166678981691,0.0123610202663581,0.0234372033007291,-0.877559557323057,"Gm71885"
"Fuca2",103.096874224085,0.380772211009892,0.1522233665088,2.50140448042108,0.012370180696192,0.0234520997155802,0.380772211009892,"Fuca2"
"Gm47533",6.46444012694528,1.23815363913073,0.49500146359322,2.50131308732497,0.0123733737593929,0.0234556809060329,1.23815363913073,"Gm47533"
"Anapc5",469.089516992491,-0.104621057491619,0.0418370118537503,-2.50068188085094,0.0123954465918795,0.0234950471494935,-0.104621057491619,"Anapc5"
"Gm61753",6.52010800449169,1.41482850950186,0.565956320278482,2.49988993639241,0.0124231896384122,0.0235446081312709,1.41482850950186,"Gm61753"
"B4galt3",77.5158542201564,0.391708295405217,0.156692043758893,2.49986078430345,0.0124242119300507,0.0235446081312709,0.391708295405217,"B4galt3"
"Unc5b",126.153097789737,-0.364922705121844,0.145984737044414,-2.49973190697888,0.012428732231779,0.0235506929962891,-0.364922705121844,"Unc5b"
"Prorp",47.5397674294916,-0.305041802593616,0.122036379955482,-2.49959727341054,0.0124334559861409,0.0235571620527472,-0.305041802593616,"Prorp"
"Khsrp",283.681043047243,-0.145403318058065,0.0581718481270197,-2.49954785243496,0.0124351903697645,0.0235579665041695,-0.145403318058065,"Khsrp"
"Gm66209",7.8040125557114,0.709926388270953,0.284152145563808,2.49840235012948,0.0124754508025624,0.0236317491453279,0.709926388270953,"Gm66209"
"4732440D04Rik",27.1297155159532,0.420576584537753,0.168350977889144,2.49821289909403,0.0124821204617656,0.0236399958024251,0.420576584537753,"4732440D04Rik"
"Cd28",23.062440462274,-0.92489079144172,0.370222280803546,-2.49820402336212,0.0124824330109881,0.0236399958024251,-0.92489079144172,"Cd28"
"Ptpn7",90.2558286100997,0.462154532473549,0.185002344161862,2.49810095416521,0.0124860629879382,0.0236443808065968,0.462154532473549,"Ptpn7"
"Tprn",30.2440751285575,0.565314297020561,0.226315288576179,2.49790591071921,0.0124929347490064,0.023654903084075,0.565314297020561,"Tprn"
"1500004A13Rik",7.6462583491503,0.795959124252188,0.31865668538957,2.49785791651946,0.0124946261916256,0.0236554361110236,0.795959124252188,"1500004A13Rik"
"Cradd",81.6360293095621,-0.254183553578928,0.101762024041664,-2.49782328892022,0.012495846685802,0.0236554361110236,-0.254183553578928,"Cradd"
"Peli1",366.67147891859,0.249820106007305,0.100019800934869,2.49770649083757,0.012499964162741,0.0236607404158135,0.249820106007305,"Peli1"
"Smim5",24.2647668436787,1.1690571703777,0.468068983279941,2.49761725757956,0.0125031107078116,0.0236642059550351,1.1690571703777,"Smim5"
"Imp3",326.757611351932,-0.169915136841727,0.0680347369407666,-2.49747620821494,0.0125080858240905,0.0236711312744205,-0.169915136841727,"Imp3"
