"","baseMean","log2FoldChange","lfcSE","stat","pvalue","logFC","P.Value","adj.P.Val","gene_name","log2FoldChange_shrunk"
"Hacl1",86.0627333065612,-0.190938193575122,0.144908467361693,-1.31764690532913,0.18762187597922,-0.190938193575122,0.18762187597922,0.625735050132135,"Hacl1",-0.0390882361917472
"Ccni",730.651259108471,-0.0786823734424681,0.0597428028098493,-1.31701844811165,0.187832440880191,-0.0786823734424681,0.187832440880191,0.626264013811602,"Ccni",-0.0493798014283332
"Klhl18",82.2036137888293,-0.193640035861366,0.147046636554926,-1.31686137403786,0.187885095858299,-0.193640035861366,0.187885095858299,0.626266333069711,"Klhl18",-0.0387400358207357
"Gm43336",7.17877899471886,-0.648659973349472,0.492586963876031,-1.31684356452584,0.187891066719266,-0.648659973349472,0.187891066719266,NA,"Gm43336",-0.0125176853062008
"Dhx38",291.173935150609,-0.113657669853807,0.0863341988831902,-1.31648490776622,0.18801134067746,-0.113657669853807,0.18801134067746,0.626369629097393,"Dhx38",-0.0505304989870093
"Fjx1",22.1846269909481,0.366653070128089,0.278514607916633,1.31645902838187,0.188020021411629,0.366653070128089,0.188020021411629,0.626369629097393,"Fjx1",0.0217973413645164
"Iqck",15.5040015235373,-0.444486855580503,0.337713866136768,-1.31616406712923,0.188118981300527,-0.444486855580503,0.188118981300527,0.626371871164911,"Iqck",-0.017952857122915
"Yae1d1",39.7643671910129,-0.277318011719862,0.210719157239264,-1.31605505333802,0.188155565295885,-0.277318011719862,0.188155565295885,0.626371871164911,"Yae1d1",-0.0281351319654953
"Eif4ebp1",1476.94075708661,0.0639499723589613,0.0485944851373462,1.31599238428424,0.188176598812589,0.0639499723589613,0.188176598812589,0.626371871164911,"Eif4ebp1",0.0451348245758741
"Cit",16.9813479024087,-0.442586512880524,0.336378928950065,-1.31573792170028,0.188262021515392,-0.442586512880524,0.188262021515392,0.626376840062792,"Cit",-0.0179946701640241
"Ppme1",310.689476486976,0.108514103778056,0.0824776853550514,1.31567833543004,0.188282028669003,0.108514103778056,0.188282028669003,0.626376840062792,"Ppme1",0.0509096123680006
"Gart",251.816892968012,-0.11632609505936,0.088428121954901,-1.31548756761663,0.188346092916646,-0.11632609505936,0.188346092916646,0.626417068963668,"Gart",-0.0497718424282337
"Chka",208.071753911726,-0.130143043276306,0.0990122644457721,-1.31441336085777,0.188707136647884,-0.130143043276306,0.188707136647884,0.627360644924267,"Chka",-0.0478912051045016
"Sgta",786.214558272189,0.0754772305441122,0.0574262268747017,1.31433379227223,0.188733900148958,0.0754772305441122,0.188733900148958,0.627360644924267,"Sgta",0.0481746908214452
"E130202H07Rik",11.0277985248773,-0.527194750887511,0.40121853692386,-1.31398403206768,0.188851577859087,-0.527194750887511,0.188851577859087,0.627578733922134,"E130202H07Rik",-0.0152567084089353
"Nt5m",136.98872981499,0.155257965485781,0.118194918204254,1.31357564136115,0.188989050408009,0.155257965485781,0.188989050408009,0.627862465426606,"Nt5m",0.0446852127955017
"Usp15",210.111563212567,-0.130486306903188,0.0993525116013907,-1.31336696777942,0.189059322619487,-0.130486306903188,0.189059322619487,0.62788725545948,"Usp15",-0.047873401790203
"Vps13d",193.922839312683,-0.129776232053772,0.0988211023852442,-1.31324412419376,0.189100700018079,-0.129776232053772,0.189100700018079,0.62788725545948,"Vps13d",-0.0480743835452373
"Mfsd14b",181.087519920392,0.136183407622689,0.103731002288723,1.31285155467445,0.189232973945293,0.136183407622689,0.189232973945293,0.62815341089579,"Mfsd14b",0.0476079689508451
"Smurf2",300.66727552727,0.111745172371495,0.085146004419957,1.31239478743296,0.189386964736275,0.111745172371495,0.189386964736275,0.62842499733088,"Smurf2",0.0500534662822522
"Cdk2ap1",73.9407614333421,0.20741311792045,0.158053174681209,1.31229960004789,0.189419067062398,0.20741311792045,0.189419067062398,0.62842499733088,"Cdk2ap1",0.0363198583545736
"Gm75512",9.91393987868203,-0.564333754090598,0.430122153447335,-1.31203136031843,0.189509553557973,-0.564333754090598,0.189509553557973,NA,"Gm75512",-0.0142691741474944
"Mepce",165.281226140047,0.141522739923196,0.107874846906414,1.31191602103475,0.189548471261199,0.141522739923196,0.189548471261199,0.62849051748672,"Mepce",0.0466810578380349
"Acin1",847.343549200382,-0.0860877503769567,0.0656240025850209,-1.31183327724369,0.189576394243243,-0.0860877503769567,0.189576394243243,0.62849051748672,"Acin1",-0.0497883247931315
"Map3k2",162.002127010108,-0.142067408022176,0.108304436971015,-1.31174134684987,0.189607420919951,-0.142067408022176,0.189607420919951,0.62849051748672,"Map3k2",-0.0465515380512528
"Dcbld1",36.8049535859623,0.28925088358975,0.220528992405975,1.31162293190577,0.189647391694947,0.28925088358975,0.189647391694947,0.62849051748672,"Dcbld1",0.0270866404380286
"Mrps12",255.252227075087,0.115664386842312,0.0882212786005719,1.31107130475846,0.18983367438974,0.115664386842312,0.18983367438974,0.628934930571617,"Mrps12",0.0483162115032858
"Kdm7a",660.122600992696,-0.0861696277595831,0.0657404388358334,-1.31075528678422,0.189940453350269,-0.0861696277595831,0.189940453350269,0.629050580049708,"Kdm7a",-0.0495829973254797
"Prkaa2",22.9044235116924,-0.372405345857142,0.284138380334308,-1.31064780977136,0.189976778719141,-0.372405345857142,0.189976778719141,0.629050580049708,"Prkaa2",-0.0211952560889529
"Spef1",59.3177141730239,0.22693965587637,0.173204881378663,1.3102382223295,0.190115259093881,0.22693965587637,0.190115259093881,0.629050580049708,"Spef1",0.0336359568019135
"Gm74511",72.3566765699312,-0.20265124295408,0.154669195258213,-1.31022368491517,0.190120175519155,-0.20265124295408,0.190120175519155,0.629050580049708,"Gm74511",-0.0367660214554943
"Dhfr",66.6080593498611,-0.218208772009516,0.166546661218645,-1.31019601601649,0.190129533155321,-0.218208772009516,0.190129533155321,0.629050580049708,"Dhfr",-0.0345606458261803
"Rpp14",106.687429039116,0.169325742566069,0.129284286416231,1.30971634109442,0.190291813390595,0.169325742566069,0.190291813390595,0.629414716464554,"Rpp14",0.0419297062395379
"2010320M18Rik",170.220946392203,0.138989212043809,0.106138257798666,1.30951096170674,0.190361327074992,0.138989212043809,0.190361327074992,0.629471899927265,"2010320M18Rik",0.0469302940663021
"Dlat",528.094944817063,0.0896811740420865,0.0685034115842962,1.30914901853801,0.190483877594215,0.0896811740420865,0.190483877594215,0.629491623165319,"Dlat",0.051278107940817
"Lpcat1",113.045338509096,-0.168109175997115,0.128419207115426,-1.30906567462307,0.190512105278977,-0.168109175997115,0.190512105278977,0.629491623165319,"Lpcat1",-0.0422129401323268
"Scfd1",443.912932214478,-0.0970021248748642,0.0741022570623633,-1.30903063847608,0.190523972563435,-0.0970021248748642,0.190523972563435,0.629491623165319,"Scfd1",-0.0504196772833028
"L3mbtl3",31.7921284337236,0.308349212320855,0.235637559425704,1.30857412151256,0.190678651668021,0.308349212320855,0.190678651668021,0.629830032489628,"L3mbtl3",0.0253738141341664
"Crocc",29.992206362503,-0.320829557565127,0.245243045392352,-1.30821062449232,0.190801879440288,-0.320829557565127,0.190801879440288,0.629926812452608,"Crocc",-0.0243947692490907
"Fbln1",37.1171402573582,0.289091866729706,0.221029331928329,1.30793440041454,0.190895560329667,0.289091866729706,0.190895560329667,0.629926812452608,"Fbln1",0.0268118376981439
"Fundc2",818.936660658127,-0.0961769358564712,0.073534229109108,-1.30792063807138,0.190900228688376,-0.0961769358564712,0.190900228688376,0.629926812452608,"Fundc2",-0.0501841907448549
"Ube4b",421.674385817037,0.0955758318889237,0.0730774045808161,1.30787118723171,0.190917003724332,0.0955758318889237,0.190917003724332,0.629926812452608,"Ube4b",0.0502276797454688
"Mtap",299.321838920624,0.110277700354207,0.0843309256923542,1.3076780486972,0.190982531830312,0.110277700354207,0.190982531830312,0.629970568185757,"Mtap",0.049890295762586
"Pola1",70.1039063894247,-0.206675785553349,0.158125715055089,-1.30703463052386,0.191200950389982,-0.206675785553349,0.191200950389982,0.630495377348317,"Pola1",-0.0360593519583499
"Vps39",283.75299379296,-0.113856090831021,0.087141258680482,-1.30656927103261,0.19135903860353,-0.113856090831021,0.19135903860353,0.630495377348317,"Vps39",-0.049913087614336
"Lurap1l",107.505563789405,0.175169682558991,0.13408158590264,1.30644101037249,0.19140262719301,0.175169682558991,0.19140262719301,0.630495377348317,"Lurap1l",0.0410651354435058
"Armt1",140.316699493016,0.152314812271951,0.116590083325452,1.30641310073324,0.191412113078383,0.152314812271951,0.191412113078383,0.630495377348317,"Armt1",0.0446620314250425
"Terf1",68.0736765786795,-0.212765385046504,0.162875736764288,-1.30630497379985,0.191448866360344,-0.212765385046504,0.191448866360344,0.630495377348317,"Terf1",-0.0351138499355414
"Sirt4",34.7655348777462,-0.300617058464321,0.23013121128314,-1.30628547422218,0.191455494988371,-0.300617058464321,0.191455494988371,0.630495377348317,"Sirt4",-0.0257897348969947
"Trappc2",47.4099217309255,0.258593254862643,0.198172343259785,1.30489073605822,0.191930056163347,0.258593254862643,0.191930056163347,0.631786325802236,"Trappc2",0.0295646395264165
"Ccdc25",505.145249203146,-0.0903135035706679,0.0692150149605644,-1.30482531315098,0.191952337599584,-0.0903135035706679,0.191952337599584,0.631786325802236,"Ccdc25",-0.0498825037525336
"Gm56554",8.94461063430015,0.585781307275141,0.449048328658836,1.3044950173285,0.192064857293329,0.585781307275141,0.192064857293329,NA,"Gm56554",0.013590178258882
"Polr2k",57.880497794367,-0.225231294408091,0.172849431660897,-1.30304908870027,0.192558003141634,-0.225231294408091,0.192558003141634,0.633495039520485,"Polr2k",-0.0333431520399391
"Carnmt1",45.3936459016216,-0.258319357648855,0.19825052060512,-1.30299459925949,0.192576605393102,-0.258319357648855,0.192576605393102,0.633495039520485,"Carnmt1",-0.0295367887217825
"Camk2d",407.434036722802,-0.0930996424330585,0.071489573864446,-1.30228280014073,0.192819729151162,-0.0930996424330585,0.192819729151162,0.634121745009264,"Camk2d",-0.0498241843431419
"C530005A16Rik",10.0049712299501,-0.5532175596511,0.424889731800086,-1.30202619231898,0.192907432003023,-0.5532175596511,0.192907432003023,NA,"C530005A16Rik",-0.0143020757074547
"Skic8",279.573433569911,-0.114726219023483,0.0881361926413046,-1.30169247825799,0.193021531894716,-0.114726219023483,0.193021531894716,0.634483988527806,"Skic8",-0.0496067017450897
"Slc39a11",175.434088678787,0.135806806848774,0.104334139443032,1.30165262850446,0.19303516020339,0.135806806848774,0.19303516020339,0.634483988527806,"Slc39a11",0.0468728996196502
"Cox16",30.6580797877282,-0.311811786542801,0.239580644988727,-1.30148988687076,0.193090823926977,-0.311811786542801,0.193090823926977,0.634493920608467,"Cox16",-0.0247616701446774
"Plac8",384.539836365029,-0.104824630387908,0.0805634612733111,-1.30114357962217,0.193209313197626,-0.104824630387908,0.193209313197626,0.63468485251307,"Plac8",-0.0482003366461719
"Upp2",39.5349618629602,-0.279959000395649,0.215185513878726,-1.3010123002677,0.193254244480459,-0.279959000395649,0.193254244480459,0.63468485251307,"Upp2",-0.0272786300351485
"Hycc2",550.556777196359,0.0916894317651711,0.0705308340813195,1.29999074815217,0.193604140142563,0.0916894317651711,0.193604140142563,0.635571462593735,"Hycc2",0.050700845992819
"Synj1",168.319481778276,-0.137021917933459,0.105408264845204,-1.29991626495969,0.1936296698452,-0.137021917933459,0.1936296698452,0.635571462593735,"Synj1",-0.046681165345905
"Clip3",120.885549848147,-0.164904028483683,0.12687282864767,-1.29975842929794,0.19368377743455,-0.164904028483683,0.19368377743455,0.635575978605672,"Clip3",-0.0421336951333748
"Map4k5",102.87352811705,-0.179842296469406,0.138386239006102,-1.29956777321967,0.193749150983585,-0.179842296469406,0.193749150983585,0.635617451498408,"Map4k5",-0.0397492709009688
"Gm69081",55.8120638811826,0.228120471072438,0.175585358060945,1.2991998512385,0.193875352556475,0.228120471072438,0.193875352556475,0.635858401187263,"Gm69081",0.0326894270508297
"Ngly1",147.795733467902,0.14531445519136,0.111865001017601,1.29901625950459,0.193938349249508,0.14531445519136,0.193938349249508,0.635891981366791,"Ngly1",0.0476289754258447
"Gm57122",39.4657965845294,-0.271659178102486,0.209166696498713,-1.2987687937413,0.194023287114878,-0.271659178102486,0.194023287114878,0.63599746521502,"Gm57122",-0.0280018602308418
"Rpn2",753.608974257167,0.0772342241767844,0.0594889260301766,1.29829582295041,0.194185701208857,0.0772342241767844,0.194185701208857,0.636061593793422,"Rpn2",0.0480388840766034
"Zkscan1",207.701100904737,-0.128126988009275,0.0986895727732118,-1.29828293312921,0.19419012885872,-0.128126988009275,0.19419012885872,0.636061593793422,"Zkscan1",-0.0472186076124466
"Ablim1",219.149471554416,-0.123730101953279,0.0953052383750325,-1.29825079988145,0.194201166942653,-0.123730101953279,0.194201166942653,0.636061593793422,"Ablim1",-0.0479107390900749
"Tshz1",215.935498551243,-0.125465786637963,0.0966633769457831,-1.29796610259473,0.194298983351053,-0.125465786637963,0.194298983351053,0.636065499335836,"Tshz1",-0.0475970807561413
"Cdc37",442.290554334656,-0.096131651011834,0.0740647798610778,-1.2979401436438,0.194307904136277,-0.096131651011834,0.194307904136277,0.636065499335836,"Cdc37",-0.048977184124424
"Gm56864",52.0652134563421,0.256098913959588,0.197366619081046,1.29757967761724,0.194431809238846,0.256098913959588,0.194431809238846,0.636298288557104,"Gm56864",0.029477049775488
"Gm61696",10.2096743225659,-0.551494135017977,0.425168827465334,-1.29711799029514,0.194590592403141,-0.551494135017977,0.194590592403141,NA,"Gm61696",-0.014227548255408
"Cipc",108.037325764832,-0.17144974297239,0.132177702419628,-1.29711547283583,0.194591458466614,-0.17144974297239,0.194591458466614,0.636531651152631,"Cipc",-0.0409216458967935
"Dnajc16",137.726640468645,0.148395280274411,0.114408493387698,1.29706524297582,0.194608739276317,0.148395280274411,0.194608739276317,0.636531651152631,"Dnajc16",0.0446958105429271
"Scrib",99.1015712622433,0.180800114205189,0.139414933292806,1.29684898120249,0.194683153668082,0.180800114205189,0.194683153668082,0.63660229277303,"Scrib",0.0394733234578304
"Tmx4",431.011689759731,0.0967500399353205,0.074624287776073,1.29649532100917,0.194804891019094,0.0967500399353205,0.194804891019094,0.636827597356424,"Tmx4",0.0500967461426282
"Tob1",419.195466153056,0.0985115267822362,0.0760039692133005,1.29613660709968,0.194928425000703,0.0985115267822362,0.194928425000703,0.636943764188139,"Tob1",0.0497831067225939
"Plcb2",22.8231501109338,0.358480837745337,0.276653118195514,1.29577732607371,0.195052211871859,0.358480837745337,0.195052211871859,0.636943764188139,"Plcb2",0.0214685213569624
"Prdx3",351.607591142036,0.103501825739369,0.079878150747438,1.29574639336137,0.195062872139489,0.103501825739369,0.195062872139489,0.636943764188139,"Prdx3",0.0497302710499788
"Pde4b",136.699862148604,-0.149927471456584,0.115714279702557,-1.29566957372911,0.195089348156218,-0.149927471456584,0.195089348156218,0.636943764188139,"Pde4b",-0.0443565413712879
"Hlf",30.7325730113313,-0.307558626909163,0.237404686008478,-1.29550360643757,0.195146558062603,-0.307558626909163,0.195146558062603,0.636943764188139,"Hlf",-0.0248151277872598
"Gsk3b",1370.65669071654,-0.0841826589635256,0.0649941764545194,-1.29523387410614,0.195239562635694,-0.0841826589635256,0.195239562635694,0.636943764188139,"Gsk3b",-0.0489612235583412
"Dmac2l",89.6980152052382,-0.181723967997981,0.140309270813832,-1.29516721841638,0.195262550738912,-0.181723967997981,0.195262550738912,0.636943764188139,"Dmac2l",-0.0386341534988259
"Tmem101",85.9898768370174,-0.186522088884463,0.144034889048342,-1.29497852997173,0.195327636056503,-0.186522088884463,0.195327636056503,0.636943764188139,"Tmem101",-0.0383716990021344
"Cdv3",251.862119932674,0.11598273414917,0.0895736366990466,1.2948311403148,0.195378487026049,0.11598273414917,0.195378487026049,0.636943764188139,"Cdv3",0.0471955577395766
"Cyp2f2",354.310444235181,0.0991407061207117,0.0765717456099496,1.29474266690649,0.195409015936566,0.0991407061207117,0.195409015936566,0.636943764188139,"Cyp2f2",0.0496715180216866
"Zeb1os1",33.1966992378637,-0.294493167737606,0.227467612503821,-1.29465977374101,0.195437622484444,-0.294493167737606,0.195437622484444,0.636943764188139,"Zeb1os1",-0.025829900800794
"Gm4890",38.5288992268158,0.294199207392195,0.227259347144751,1.29455272616271,0.195474569296601,0.294199207392195,0.195474569296601,0.636943764188139,"Gm4890",0.0258355417487503
"Nek4",150.05293378433,-0.144277057478846,0.111510735516954,-1.29384006669842,0.195720669848998,-0.144277057478846,0.195720669848998,0.637280337745567,"Nek4",-0.0451109459860327
"Gcfc2",99.8783779726273,-0.175743012405006,0.13583058022729,-1.29383981214635,0.195720757793255,-0.175743012405006,0.195720757793255,0.637280337745567,"Gcfc2",-0.0400736991618933
"Nedd8",744.642484219855,0.0780686883653514,0.0603535427547092,1.29352287872546,0.19583027642213,0.0780686883653514,0.19583027642213,0.637280337745567,"Nedd8",0.0480584111585463
"Glrb",17.95698309962,-0.447000560191869,0.345569520312728,-1.29351847867645,0.195831797206832,-0.447000560191869,0.195831797206832,0.637280337745567,"Glrb",-0.0173463926699945
"Rttn",23.6191536969225,-0.356063810403997,0.275274086474148,-1.29348830093179,0.195842227744925,-0.356063810403997,0.195842227744925,0.637280337745567,"Rttn",-0.0214789789098518
"Rbms1",1624.89907655924,0.0647397358914758,0.0500678597079909,1.2930398117486,0.195997290089133,0.0647397358914758,0.195997290089133,0.637612776638143,"Rbms1",0.0455039426524997
"Atp6v1e1",1153.07939728353,0.0717671144957494,0.0555098053568353,1.29287274625459,0.196055074936998,0.0717671144957494,0.196055074936998,0.637628661148309,"Atp6v1e1",0.0476684844307414
"Maged1",709.99586570852,0.0810475030219848,0.0626997033166659,1.29262976911793,0.196139138489733,0.0810475030219848,0.196139138489733,0.637729980096238,"Maged1",0.0485647456822486
"Gm62423",10.161395630194,-0.543268139395597,0.420428953374701,-1.29217584810677,0.196296253697227,-0.543268139395597,0.196296253697227,NA,"Gm62423",-0.0143048257854352
"Arhgef10",133.57909084239,0.15261299284208,0.118111941719393,1.2921046815457,0.196320894863641,0.15261299284208,0.196320894863641,0.637966320951126,"Arhgef10",0.0436037267127166
"Pemt",145.766096878678,0.146171880872979,0.11315970532932,1.29173083694047,0.196450374435179,0.146171880872979,0.196450374435179,0.637966320951126,"Pemt",0.0467932549425713
"Phactr4",116.115264499748,-0.164974128570546,0.127721961700103,-1.2916661032651,0.196472801034624,-0.164974128570546,0.196472801034624,0.637966320951126,"Phactr4",-0.0416415880639232
"Efcab7",19.4816692184446,-0.406886008931626,0.31504144158776,-1.29153170097554,0.196519369902624,-0.406886008931626,0.196519369902624,0.637966320951126,"Efcab7",-0.0189101697083481
"Wtip",154.203180995181,0.143464687454847,0.111082451839353,1.2915153120884,0.196525049019013,0.143464687454847,0.196525049019013,0.637966320951126,"Wtip",0.0452291810409665
"Eif1",805.181308025754,0.0756932806018931,0.0586145136954586,1.29137436838886,0.196573894129291,0.0756932806018931,0.196573894129291,0.637966320951126,"Eif1",0.047610550111608
"Sestd1",100.407830363978,-0.175899883336621,0.136213948496936,-1.29135000693837,0.196582337676303,-0.175899883336621,0.196582337676303,0.637966320951126,"Sestd1",-0.039827030024418
"Slc35b1",409.318339403251,0.0930179360682716,0.0720414488558459,1.29117247842141,0.196643876121508,0.0930179360682716,0.196643876121508,0.637994250038367,"Slc35b1",0.0493478420073636
"Nckap1",541.024969850722,0.0892601420174998,0.0691493181856563,1.29083184562787,0.196761992500923,0.0892601420174998,0.196761992500923,0.638205676968144,"Nckap1",0.0495823576656601
"Smim13",105.407028439286,0.171104802186002,0.132582119322356,1.2905571509985,0.196857282279293,0.171104802186002,0.196857282279293,0.638342971028334,"Smim13",0.0405890673336841
"ENSMUSG00000121810_Pphln1-ps1",33.8435438203939,0.301850971899353,0.233971993727251,1.2901158257908,0.197010445868731,0.301850971899353,0.197010445868731,0.638466488519173,"ENSMUSG00000121810_Pphln1-ps1",0.0251455392275369
"Rnd2",369.849134219104,0.0977561013486694,0.0757773680089411,1.29004350398044,0.197035553745818,0.0977561013486694,0.197035553745818,0.638466488519173,"Rnd2",0.0494003642019228
"Cstf1",176.63675020883,0.139084204902077,0.107818413539043,1.28998563730222,0.197055644938909,0.139084204902077,0.197055644938909,0.638466488519173,"Cstf1",0.0464504861210676
"Plppr3",209.95194004414,0.129965734444293,0.100764943138067,1.28979117535168,0.197123172722022,0.129965734444293,0.197123172722022,0.638466488519173,"Plppr3",0.046934839928159
"Fbln2",1139.00168860572,0.0744180962670376,0.0577073457654276,1.28957752743536,0.197197382446169,0.0744180962670376,0.197197382446169,0.638466488519173,"Fbln2",0.0484110627054212
"Srr",201.902667412263,-0.125189673843095,0.0970969098785305,-1.28932706509105,0.197284405548205,-0.125189673843095,0.197284405548205,0.638466488519173,"Srr",-0.0472535850799227
"Apaf1",41.1772647587067,0.268515015696445,0.208269753810544,1.28926553560295,0.197305788259533,0.268515015696445,0.197305788259533,0.638466488519173,"Apaf1",0.0278991058355285
"Gm66230",46.5364541884203,-0.25383486998094,0.196927552820509,-1.28897590177389,0.197406464517574,-0.25383486998094,0.197406464517574,0.638466488519173,"Gm66230",-0.0293526579780949
"Tanc1",358.077486828858,-0.0975992949935267,0.0757346433846794,-1.28870079308078,0.197502126673346,-0.0975992949935267,0.197502126673346,0.638466488519173,"Tanc1",-0.0492576671019831
"Flnb",156.645481438708,-0.148043560697101,0.114893008581016,-1.28853411121799,0.19756010261709,-0.148043560697101,0.19756010261709,0.638466488519173,"Flnb",-0.0450685375201685
"Krr1",147.520320078597,-0.147658612152709,0.1146009795749,-1.28845855157986,0.197586388170887,-0.147658612152709,0.197586388170887,0.638466488519173,"Krr1",-0.0440121563302314
"Cd74",9.53939849203535,0.566319233738819,0.439564901628213,1.28836317831813,0.197619570106937,0.566319233738819,0.197619570106937,NA,"Cd74",0.0136524090940101
"Prpf38a",115.683230981117,-0.164652098811866,0.127847160568459,-1.28788232824067,0.197786927913083,-0.164652098811866,0.197786927913083,0.638466488519173,"Prpf38a",-0.0414490015294763
"Polr3f",160.572731611513,-0.138259636868842,0.107359792878021,-1.28781579362703,0.197810093164303,-0.138259636868842,0.197810093164303,0.638466488519173,"Polr3f",-0.0457468422015435
"Get4",40.7727653127356,0.280067242593248,0.217475535073642,1.28781033921085,0.197811992307793,0.280067242593248,0.197811992307793,0.638466488519173,"Get4",0.0268256043612662
"Dlst",690.841892322408,0.07952586901417,0.0617582917775222,1.28769541263631,0.197852011068234,0.07952586901417,0.197852011068234,0.638466488519173,"Dlst",0.0480480448240085
"Hcfc1r1",709.198678409877,0.0777430932477249,0.0603770249109159,1.28762709594307,0.197875802536539,0.0777430932477249,0.197875802536539,0.638466488519173,"Hcfc1r1",0.0477240822866307
"Tbrg1",407.519301532889,0.0936916041638293,0.0727691325064351,1.28751849770291,0.197913626467507,0.0936916041638293,0.197913626467507,0.638466488519173,"Tbrg1",0.049199583167732
"Foxo1",516.89340685051,0.094057404527101,0.0730534534259657,1.28751482806246,0.197914904667402,0.094057404527101,0.197914904667402,0.638466488519173,"Foxo1",0.0497762082998929
"2310009B15Rik",187.453467129633,0.133127759711351,0.103410371056006,1.28737338771612,0.197964175414018,0.133127759711351,0.197964175414018,0.638466488519173,"2310009B15Rik",0.046408562392273
"Zcwpw1",141.020232188234,-0.151381621307667,0.117611364672885,-1.2871342980222,0.198047482714887,-0.151381621307667,0.198047482714887,0.638466488519173,"Zcwpw1",-0.0431132214915722
"Rhoc",554.564702211608,0.0863418485910947,0.067089067777029,1.28697344369208,0.198103544477587,0.0863418485910947,0.198103544477587,0.638466488519173,"Rhoc",0.0489018367012134
"Arl10",24.0445580048615,0.3510455766765,0.272815768064599,1.28674958623864,0.198181583723283,0.3510455766765,0.198181583723283,0.638466488519173,"Arl10",0.0215232618157237
"Mycbp",175.223259121959,0.136981432408072,0.106461657092269,1.28667387066268,0.198207984119277,0.136981432408072,0.198207984119277,0.638466488519173,"Mycbp",0.045803449508369
"Gm29101",13.1447199504119,-0.478110887616871,0.37162794588157,-1.28653103975457,0.198257793193407,-0.478110887616871,0.198257793193407,0.638466488519173,"Gm29101",-0.0160357109782045
"Kin",189.047326464112,-0.133181437620069,0.103520822106004,-1.28651835360902,0.198262217644597,-0.133181437620069,0.198262217644597,0.638466488519173,"Kin",-0.0462530104919271
"Fam161a",64.6509887818113,-0.215196798817596,0.167274562665998,-1.28648848568377,0.198272634740501,-0.215196798817596,0.198272634740501,0.638466488519173,"Fam161a",-0.0336931717391647
"Rnf215",107.584738849856,-0.168022476195626,0.130623290104522,-1.28631330646455,0.198333740405285,-0.168022476195626,0.198333740405285,0.63849267444041,"Rnf215",-0.0409234001638396
"Gatd3a",399.441368613045,0.0953603452726008,0.0741453490215975,1.28612713448586,0.198398695636606,0.0953603452726008,0.198398695636606,0.638531235916691,"Gatd3a",0.0491932110378723
"Mcfd2",362.843225051601,0.103325417411284,0.0803629548803783,1.28573442284553,0.198535763378598,0.103325417411284,0.198535763378598,0.638801803524359,"Mcfd2",0.0492027228580383
"Tcerg1",811.514773694455,-0.0772708752197907,0.0601180953391083,-1.28531808574321,0.198681152690047,-0.0772708752197907,0.198681152690047,0.638965592811284,"Tcerg1",-0.0480468275720651
"Rdh12",15.2146871406789,-0.456642430592406,0.355284948079695,-1.28528504531516,0.198692694089164,-0.456642430592406,0.198692694089164,0.638965592811284,"Rdh12",-0.0167575998001098
"Gm34719",8.0170928640742,0.605198522582512,0.47097663433311,1.28498629966953,0.198797071609444,0.605198522582512,0.198797071609444,NA,"Gm34719",0.0126975241541262
"Gm16244",14.3352865946491,-0.456227300280315,0.355047632103319,-1.28497491330277,0.198801050638404,-0.456227300280315,0.198801050638404,0.639118121923253,"Gm16244",-0.0168321895720221
"Gmps",143.855583172797,-0.147207130888522,0.114572741641313,-1.28483554447335,0.198849758565565,-0.147207130888522,0.198849758565565,0.639118121923253,"Gmps",-0.0439868923565778
"Acadl",871.387911357871,-0.0746254572690649,0.0580920111270704,-1.28460791460343,0.198929331548107,-0.0746254572690649,0.198929331548107,0.639118121923253,"Acadl",-0.0469173568673887
"Rilpl2",277.705026325018,0.112904621135656,0.0879076132132626,1.2843554387235,0.199017617215682,0.112904621135656,0.199017617215682,0.639118121923253,"Rilpl2",0.0473452267281946
"Acot9",236.105198750848,0.116866243570688,0.0909951997428046,1.2843121824119,0.199032745938868,0.116866243570688,0.199032745938868,0.639118121923253,"Acot9",0.0461496124842392
"Srp9",126.392440703603,0.152863981996255,0.119030772293731,1.28423918496499,0.199058278412005,0.152863981996255,0.199058278412005,0.639118121923253,"Srp9",0.0431945063394983
"G630030J09Rik",8.5998230255703,0.590237845169933,0.460042246393796,1.28300791893945,0.199489301727439,0.590237845169933,0.199489301727439,NA,"G630030J09Rik",0.012948317734275
"Rad23b",604.811327071977,0.0810721777022579,0.0632216106749801,1.28234913404922,0.199720199165442,0.0810721777022579,0.199720199165442,0.641025275076923,"Rad23b",0.0479559007577931
"Rnf169",100.927991304828,-0.173024571762477,0.134939355536131,-1.28223949992223,0.199758643755822,-0.173024571762477,0.199758643755822,0.641025275076923,"Rnf169",-0.0398249786716969
"Esco1",53.2792934115416,-0.234296441936681,0.182819359568269,-1.28157347498633,0.199992309967009,-0.234296441936681,0.199992309967009,0.641510338497413,"Esco1",-0.0311921890316374
"Aldh3b1",135.378496964372,-0.150191240441772,0.117208816838493,-1.28139882726337,0.200053615874215,-0.150191240441772,0.200053615874215,0.641510338497413,"Aldh3b1",-0.043358337199753
"Ttll7",12.2916142737233,-0.488557539738843,0.381282354268517,-1.28135365895999,0.200069473360307,-0.488557539738843,0.200069473360307,0.641510338497413,"Ttll7",-0.0155220309781145
"Nim1k",31.0780099804299,0.316579784349954,0.247185949170131,1.28073535495362,0.200286637049957,0.316579784349954,0.200286637049957,0.641817698844066,"Nim1k",0.0235790016966513
