"","baseMean","log2FoldChange","lfcSE","stat","pvalue","logFC","P.Value","adj.P.Val","gene_name","log2FoldChange_shrunk"
"Piezo1",317.808702099827,0.0699291000466168,0.0796936772330831,0.877473627450928,0.380229437177417,0.0699291000466168,0.380229437177417,0.784341161440939,"Piezo1",0.0312539071231839
"1700016J18Rik",7.65293608521135,-0.435025369072601,0.495829464697994,-0.877368934372571,0.380286281002782,-0.435025369072601,0.380286281002782,NA,"1700016J18Rik",-0.00808319173175039
"Ankrd13d",7.03665726196312,-0.442151800997834,0.504033327969813,-0.87722731109621,0.380363184641884,-0.442151800997834,0.380363184641884,NA,"Ankrd13d",-0.00797279585979267
"Gm45495",38.4050834182353,0.190194297625857,0.216875771923167,0.876973467064994,0.380501049804989,0.190194297625857,0.380501049804989,0.784612183875539,"Gm45495",0.0174243610031123
"Trappc3",193.068338572014,0.0882311487495485,0.100625624548865,0.876825849728786,0.380581236331405,0.0882311487495485,0.380581236331405,0.784612183875539,"Trappc3",0.0294403711203445
"Zfyve1",92.7152262445206,0.124955039181613,0.142513362121707,0.87679525148597,0.380597858759267,0.124955039181613,0.380597858759267,0.784612183875539,"Zfyve1",0.0246160785168428
"Asah1",335.186979962982,0.0730401903723475,0.0833076718981431,0.876752269126554,0.380621209584359,0.0730401903723475,0.380621209584359,0.784612183875539,"Asah1",0.0310065772009411
"Impact",310.675759974372,0.0706592664999923,0.0806168158027023,0.876482974382422,0.380767528106247,0.0706592664999923,0.380767528106247,0.784779585544562,"Impact",0.0311606726193594
"Ctdsp1",242.94274964324,0.0787703659242791,0.0899215886949642,0.875989482253114,0.381035751607034,0.0787703659242791,0.381035751607034,0.785198138847594,"Ctdsp1",0.0302049487941086
"Gm33055",21.4245838289599,-0.262070309627872,0.29934281866455,-0.875485541283532,0.381309773961169,-0.262070309627872,0.381309773961169,0.785628496675893,"Gm33055",-0.0130360793363561
"BC055308",9.92439756021814,-0.365938490275618,0.418212603634822,-0.875005887185434,0.381570702436825,-0.365938490275618,0.381570702436825,NA,"BC055308",-0.00954948643866415
"Notch4",10.9357384924916,-0.347724453542462,0.397415881722714,-0.874963657806403,0.381593680170264,-0.347724453542462,0.381593680170264,0.786079068038316,"Notch4",-0.0100343143001808
"Aip",382.00718776872,-0.0655683445631336,0.0749668379149649,-0.874631322152176,0.381774539362839,-0.0655683445631336,0.381774539362839,0.786192205868203,"Aip",-0.031937884950197
"Dgcr2",322.583870130441,0.0702787382330955,0.0803543627193057,0.874610112690378,0.381786083472733,0.0702787382330955,0.381786083472733,0.786192205868203,"Dgcr2",0.0310962537605058
"Thyn1",213.63933384415,0.0825222740703155,0.094385005181271,0.874315511365682,0.381946454338218,0.0825222740703155,0.381946454338218,0.786192205868203,"Thyn1",0.0290694751708036
"Asxl2",273.173003511331,-0.0794351800909581,0.0908706211384258,-0.8741568957689,0.382032816343208,-0.0794351800909581,0.382032816343208,0.786192205868203,"Asxl2",-0.0302207381559703
"Dcun1d3",233.671181385223,-0.0810245070704001,0.0926937888156408,-0.874109345465964,0.382058708560966,-0.0810245070704001,0.382058708560966,0.786192205868203,"Dcun1d3",-0.0304091395755296
"Rnf24",248.428256531422,-0.0779657973401914,0.0891981039706145,-0.874074603265968,0.382077627156779,-0.0779657973401914,0.382077627156779,0.786192205868203,"Rnf24",-0.0304751040935772
"Cdc25b",142.968146479027,-0.0992990955591028,0.113618451421913,-0.873969802583944,0.382134699036514,-0.0992990955591028,0.382134699036514,0.786192205868203,"Cdc25b",-0.0278197830115852
"Nfu1",356.427123325446,-0.0668023485248966,0.0764412715121282,-0.87390420388674,0.382170425137459,-0.0668023485248966,0.382170425137459,0.786192205868203,"Nfu1",-0.0311822190307294
"Il34",22.8432874621343,-0.238791043626545,0.273296953731137,-0.873742061031029,0.382258739520768,-0.238791043626545,0.382258739520768,0.78623969069007,"Il34",-0.0142499089385921
"Rpp40",69.8470731947824,-0.142007919735437,0.162561774027635,-0.87356280764564,0.382356388062612,-0.142007919735437,0.382356388062612,0.786278389182501,"Rpp40",-0.0223442887132743
"Sco1",107.787308199652,-0.115148886737251,0.131834478955888,-0.873435292870386,0.382425861229774,-0.115148886737251,0.382425861229774,0.786278389182501,"Sco1",-0.0255447382032043
"Hoxaas2",17.8627108687912,0.272929912900661,0.312509810461484,0.873348303842445,0.382473259418983,0.272929912900661,0.382473259418983,0.786278389182501,"Hoxaas2",0.0125635282302494
"A430018G15Rik",98.7961298637127,0.1216095990193,0.139312301833501,0.872927928250315,0.382702362523294,0.1216095990193,0.382702362523294,0.78635083492647,"A430018G15Rik",0.0247498615293478
"Vamp1",127.146037187366,-0.104379494401508,0.11958364293621,-0.872857623656669,0.382740686467974,-0.104379494401508,0.382740686467974,0.78635083492647,"Vamp1",-0.0270400996022454
"9630029G12Rik",46.021880541708,0.182283201990103,0.208835622476609,0.872854926896009,0.382742156553979,0.182283201990103,0.382742156553979,0.78635083492647,"9630029G12Rik",0.0179227000380192
"Rbms2",266.672984505725,0.0762089042617857,0.0873149428421516,0.87280483478706,0.382769463910529,0.0762089042617857,0.382769463910529,0.78635083492647,"Rbms2",0.030479505962704
"Gm41835",9.64231307135012,0.363659142790464,0.416834664322495,0.872430183755325,0.382973740110161,0.363659142790464,0.382973740110161,NA,"Gm41835",0.00961965266740824
"Gm15903",10.8374021215018,-0.353878321806068,0.405666633068431,-0.872337759527717,0.383024144128362,-0.353878321806068,0.383024144128362,NA,"Gm15903",-0.009831879015166
"Gm20632",23.7144447869566,0.23250637811577,0.266635499131411,0.872000835872117,0.383207921551356,0.23250637811577,0.383207921551356,0.786982293808846,"Gm20632",0.0146069790982026
"Hax1",54.9589119220197,0.156109252335407,0.179039591141352,0.871925875948623,0.38324881632281,0.156109252335407,0.38324881632281,0.786982293808846,"Hax1",0.0204880012758352
"Erh",21.0479199092479,-0.251800412978407,0.288801000043775,-0.871882067375946,0.383272717552305,-0.251800412978407,0.383272717552305,0.786982293808846,"Erh",-0.0135402532913228
"Gm47508",7.93355096436111,-0.406252827978155,0.466040876688772,-0.871710719593069,0.383366210824661,-0.406252827978155,0.383366210824661,NA,"Gm47508",-0.00858107490094018
"Mrpl39",307.532667336792,-0.0704949706945044,0.0808873338493196,-0.871520513036385,0.383470010451714,-0.0704949706945044,0.383470010451714,0.787231010174289,"Mrpl39",-0.0309350233999686
"Rhoa",568.247032875928,0.055665980014157,0.0638856957932461,0.871337148683632,0.383570092438253,0.055665980014157,0.383570092438253,0.787231010174289,"Rhoa",0.0309600543661404
"Sars1",940.506968562532,-0.051589030420462,0.0592199477100576,-0.871142789133203,0.383676193165687,-0.051589030420462,0.383676193165687,0.787231010174289,"Sars1",-0.0306374731789722
"Slc7a7",10.9689244843483,-0.342840037117964,0.393589861554359,-0.871059116624665,0.383721875455138,-0.342840037117964,0.383721875455138,0.787231010174289,"Slc7a7",-0.0101236573095866
"Mcts1",298.926972047964,0.0729787602491955,0.083788518863966,0.870987591601653,0.383760928278164,0.0729787602491955,0.383760928278164,0.787231010174289,"Mcts1",0.0307874144399498
"Fgfr2",254.04073984338,0.0786339965093844,0.0902861285292168,0.870942167865114,0.383785731003412,0.0786339965093844,0.383785731003412,0.787231010174289,"Fgfr2",0.0300620307579737
"Cip2a",53.9145907128406,-0.156344807057287,0.179618788092198,-0.870425687189446,0.384067813979102,-0.156344807057287,0.384067813979102,0.787565185222658,"Cip2a",-0.0203724858181684
"Septin6",817.057202606231,-0.058038020894855,0.066679358520434,-0.870404607702834,0.384079329522839,-0.058038020894855,0.384079329522839,0.787565185222658,"Septin6",-0.0309515558529599
"Eeig2",378.89468423225,-0.067569125492397,0.0776419373141965,-0.870265836090135,0.384155144545081,-0.067569125492397,0.384155144545081,0.787583828002382,"Eeig2",-0.0291517908796838
"Zfp11",12.9766931528559,-0.324009293421399,0.37236080124409,-0.870148770597913,0.384219107994193,-0.324009293421399,0.384219107994193,0.787583828002382,"Zfp11",-0.0105691276249752
"Tex30",47.5769828826376,0.167462890763213,0.192583866908554,0.869558252471535,0.384541860698899,0.167462890763213,0.384541860698899,0.78805739795755,"Tex30",0.019291493466703
"Taf1a",57.275851190329,-0.15378794856299,0.176880596128664,-0.869444992435034,0.384603782882558,-0.15378794856299,0.384603782882558,0.78805739795755,"Taf1a",-0.0206384205134049
"Aspn",395.548102508696,-0.0758103791263184,0.0872017876033145,-0.869367259661967,0.384646284923609,-0.0758103791263184,0.384646284923609,0.78805739795755,"Aspn",-0.0303717073343959
"Mthfr",101.277187701223,0.119040253287095,0.13697293447868,0.869078652218141,0.384804112289041,0.119040253287095,0.384804112289041,0.788246765027161,"Mthfr",0.0249395827530567
"Gm28231",9.92331187672946,0.361339265607728,0.415798128569649,0.869025714114539,0.38483306622562,0.361339265607728,0.38483306622562,NA,"Gm28231",0.00957416151783943
"Ube2e1",157.732761781363,-0.0933595937309994,0.107454493006626,-0.86882913053475,0.384940597195463,-0.0933595937309994,0.384940597195463,0.788277096816611,"Ube2e1",-0.0283227775005091
"Eef1akmt1",159.426759785143,0.0942047589339012,0.108429337952262,0.868812451620578,0.384949721385761,0.0942047589339012,0.384949721385761,0.788277096816611,"Eef1akmt1",0.0282575528401273
"Zfp94",21.3558249704958,-0.245920091575282,0.283115387141517,-0.868621426967364,0.385054230739912,-0.245920091575282,0.385054230739912,0.788307634396225,"Zfp94",-0.013742291598019
"Mrtfb",163.381943310707,0.0922306546718284,0.106189704336577,0.868546110454319,0.385095441078982,0.0922306546718284,0.385095441078982,0.788307634396225,"Mrtfb",0.0285468557200644
"Dnaja4",61.312532691897,0.15140237933925,0.174467092709074,0.867799061635736,0.385504343831106,0.15140237933925,0.385504343831106,0.789010673492327,"Dnaja4",0.0208269672590676
"Plekhh2",74.4785931355199,-0.134840364548002,0.155446948062338,-0.867436551368817,0.385702862096571,-0.134840364548002,0.385702862096571,0.789136438306129,"Plekhh2",-0.0227111216157242
"Bola2",200.100059698952,0.0881093852781213,0.101587173130753,0.867327858062505,0.385762397009683,0.0881093852781213,0.385762397009683,0.789136438306129,"Bola2",0.0290988086620338
"Rps26",1275.40670885308,0.051595274049571,0.0595006585894792,0.867137864902456,0.385866476017445,0.051595274049571,0.385866476017445,0.789136438306129,"Rps26",0.0311259320590733
"Nol11",259.149880166218,-0.075766696579642,0.0873797647731633,-0.867096595834646,0.385889085643735,-0.075766696579642,0.385889085643735,0.789136438306129,"Nol11",-0.0303459824649353
"Zfp738",23.1322567134874,0.24036750073616,0.277219634447636,0.867065210640999,0.385906280843179,0.24036750073616,0.385906280843179,0.789136438306129,"Zfp738",0.0139727502672754
"Gm43703",45.0500707823007,0.170204406768702,0.196321061078081,0.866969676274359,0.385958624725349,0.170204406768702,0.385958624725349,0.789136438306129,"Gm43703",0.0188657217144306
"Puf60",669.969308071043,0.0523543683546671,0.0604209264176856,0.866493969204394,0.386219332171923,0.0523543683546671,0.386219332171923,0.78918395130808,"Puf60",0.0305703685764937
"Ecm2",31.4257208306948,0.207795115875707,0.239831152689982,0.866422537460399,0.386258489048707,0.207795115875707,0.386258489048707,0.78918395130808,"Ecm2",0.0159224806583739
"Ociad1",541.634648610498,0.0559083012851939,0.0645386402296705,0.866276405673188,0.386338601942345,0.0559083012851939,0.386338601942345,0.78918395130808,"Ociad1",0.0307616635546288
"Trappc4",384.943303442569,0.0644180336065789,0.0743695665770899,0.866188100475274,0.386387017851514,0.0644180336065789,0.386387017851514,0.78918395130808,"Trappc4",0.0305684588349952
"2610008E11Rik",88.2430324117529,-0.123672441243784,0.142820227631975,-0.865930850932879,0.386528083550881,-0.123672441243784,0.386528083550881,0.78918395130808,"2610008E11Rik",-0.0241224558421103
"Ndc1",203.199815223335,0.0865409997610827,0.0999435120027043,0.865899126686093,0.38654548207766,0.0865409997610827,0.38654548207766,0.78918395130808,"Ndc1",0.0291801264949467
"Aup1",553.294954473491,0.0571608736767825,0.0660327851170821,0.865643840032358,0.386685506319282,0.0571608736767825,0.386685506319282,0.78918395130808,"Aup1",0.0308437999186917
"Fus",856.536119388044,-0.0536239229875098,0.0619549891350502,-0.865530342852934,0.386747769243174,-0.0536239229875098,0.386747769243174,0.78918395130808,"Fus",-0.0305276505723449
"Foxd1",49.411104028908,-0.165145545083649,0.190817427934793,-0.865463636477078,0.386784366257677,-0.165145545083649,0.386784366257677,0.78918395130808,"Foxd1",-0.0193000741172771
"Mrps9",285.498034721069,0.0735973963190473,0.0850566708373265,0.865274829058436,0.386887962829532,0.0735973963190473,0.386887962829532,0.78918395130808,"Mrps9",0.0305065477739703
"Trps1",481.96571674483,-0.0603980177817736,0.0698066726918103,-0.865218401805584,0.386918927133092,-0.0603980177817736,0.386918927133092,0.78918395130808,"Trps1",-0.0282571772252389
"Lta4h",97.3252951909049,-0.120711202801405,0.139547302717109,-0.865019964206056,0.387027831239489,-0.120711202801405,0.387027831239489,0.78918395130808,"Lta4h",-0.02438376797866
"Tmem14c",305.43079138231,0.0698022112396463,0.080699910122568,0.864960210409526,0.387060628252706,0.0698022112396463,0.387060628252706,0.78918395130808,"Tmem14c",0.0307051480334795
"Tbl1xr1",488.867715075939,0.0605857482481462,0.0700446156598335,0.86495939305851,0.387061076883184,0.0605857482481462,0.387061076883184,0.78918395130808,"Tbl1xr1",0.0307525046477517
"Fchsd2",104.5660253837,-0.116333576248409,0.134497106754238,-0.864952258497139,0.387064992939598,-0.116333576248409,0.387064992939598,0.78918395130808,"Fchsd2",-0.0250870556517051
"Wdr75",263.787449469831,-0.076936741499102,0.0889504243576159,-0.864939566671271,0.387071959356967,-0.076936741499102,0.387071959356967,0.78918395130808,"Wdr75",-0.0287086876272314
"Frey1",28.7653835549599,-0.214936033555887,0.248510362942662,-0.864897668695927,0.387094957283114,-0.214936033555887,0.387094957283114,0.78918395130808,"Frey1",-0.0153289525746672
"Gm66192",8.45685006100133,-0.389536738850383,0.450541259429918,-0.864597260955133,0.387259876415217,-0.389536738850383,0.387259876415217,NA,"Gm66192",-0.00880889371512905
"Tom1l2",314.653371426362,-0.0738131418948665,0.0853802331143022,-0.864522609068655,0.387300865774417,-0.0738131418948665,0.387300865774417,0.789355076763301,"Tom1l2",-0.0311256071582403
"Farsa",386.947933528984,-0.0662369495190879,0.0766223571040429,-0.864459826381313,0.387335340121021,-0.0662369495190879,0.387335340121021,0.789355076763301,"Farsa",-0.0275144703041322
"Ap5s1",137.772454345083,0.102798304153732,0.118946240449892,0.864241726051332,0.387455114847707,0.102798304153732,0.387455114847707,0.789355076763301,"Ap5s1",0.0268892090879899
"Ccdc163",16.1607542639281,-0.279941261349532,0.323921840301827,-0.864224718804654,0.387464455710689,-0.279941261349532,0.387464455710689,0.789355076763301,"Ccdc163",-0.0119370237231104
"Gpc6",42.0560903692252,0.179902794500788,0.208195094440336,0.864106788800173,0.387529229995696,0.179902794500788,0.387529229995696,0.789355076763301,"Gpc6",0.0179136694243253
"Mbnl3",41.9899397397941,-0.179466708353392,0.207709071864244,-0.864029224831785,0.387571836412944,-0.179466708353392,0.387571836412944,0.789355076763301,"Mbnl3",-0.017930387892469
"Thada",76.2024982962217,-0.138531169216128,0.160443049300378,-0.863428922724928,0.38790168302255,-0.138531169216128,0.38790168302255,0.789893391699746,"Thada",-0.0219087413934461
"6030443J06Rik",33.6297619092334,-0.196116458038253,0.227221177963581,-0.86310818294273,0.388077989264866,-0.196116458038253,0.388077989264866,0.790118919697538,"6030443J06Rik",-0.0165881614594857
"Rpap2",101.066041453759,-0.115255455050719,0.133554201045475,-0.862986369193097,0.388144961396206,-0.115255455050719,0.388144961396206,0.790121807077938,"Rpap2",-0.0251727711906693
"Mmp28",13.3140768966298,0.323165065582138,0.374597381974742,0.86269974413203,0.388302573114686,0.323165065582138,0.388302573114686,0.790309171521666,"Mmp28",0.0105179652851311
"Rnf6",420.402214079483,-0.0663260881704304,0.076910329568876,-0.862382056379475,0.388477311381149,-0.0663260881704304,0.388477311381149,0.790431154094567,"Rnf6",-0.0308030639793353
"Sdhaf2",360.790162926626,0.06542146166376,0.0758639591174486,0.862352326781125,0.388493666046313,0.06542146166376,0.388493666046313,0.790431154094567,"Sdhaf2",0.0294729528150891
"Rad52",95.3599077593644,-0.118506192276643,0.137449128188852,-0.862182203977445,0.388587261029108,-0.118506192276643,0.388587261029108,0.790488144672378,"Rad52",-0.0245452212801581
"Il4ra",59.3025341409019,0.147586917489003,0.17121038499554,0.862020825972952,0.388676057650607,0.147586917489003,0.388676057650607,0.790535356541135,"Il4ra",0.0209699452371951
"Alg5",216.336124530593,0.0824109947105985,0.0956279608048894,0.861787640528511,0.388804387414193,0.0824109947105985,0.388804387414193,0.790577297823717,"Alg5",0.028411592738479
"Myd88",299.761162695198,0.0715685258695804,0.083058913790336,0.861659785850794,0.388874761074997,0.0715685258695804,0.388874761074997,0.790577297823717,"Myd88",0.0304811800300688
"Gm56904",20.1980025697323,0.252491992268341,0.293057790665964,0.861577478266528,0.388920068846361,0.252491992268341,0.388920068846361,0.790577297823717,"Gm56904",0.0131991350690272
"Aldh5a1",81.2535380188372,-0.134241325676517,0.155865904726197,-0.861261646107485,0.389093954469612,-0.134241325676517,0.389093954469612,0.790577297823717,"Aldh5a1",-0.0225062135196619
"Gm58921",62.9702911925527,-0.142775442617957,0.165777617388823,-0.861246800785444,0.389102128924467,-0.142775442617957,0.389102128924467,0.790577297823717,"Gm58921",-0.0214489258964154
"Fam117a",251.43993594037,0.0785669677383895,0.0912310423240687,0.861186781789754,0.389135178957754,0.0785669677383895,0.389135178957754,0.790577297823717,"Fam117a",0.0295231876873996
"Hdac11",67.5152672471376,-0.142664068018176,0.165681312116079,-0.861075194275523,0.38919663022892,-0.142664068018176,0.38919663022892,0.790577297823717,"Hdac11",-0.0212748728652578
"Onecut2",181.24505202435,-0.0946702715574694,0.10995000176776,-0.861030195865163,0.389221412535131,-0.0946702715574694,0.389221412535131,0.790577297823717,"Onecut2",-0.0277516984934733
"Ube2d1",69.2705621430768,-0.13723844929464,0.159417462954824,-0.860874629108427,0.389307096359624,-0.13723844929464,0.389307096359624,0.790618101503377,"Ube2d1",-0.0221034828516639
"Psmc2",559.179735301271,0.0560705800832444,0.0651557218832254,0.860562640741458,0.389478969433841,0.0560705800832444,0.389478969433841,0.790833898009786,"Psmc2",0.0306119245149962
"Hadha",1043.34564887563,-0.050595495875496,0.0588040504124053,-0.860408348075668,0.389563985668152,-0.050595495875496,0.389563985668152,0.790873289415233,"Hadha",-0.0301164519528503
"H13",481.192839167122,0.0607503965197396,0.0706164988429843,0.860286158547992,0.389631320879112,0.0607503965197396,0.389631320879112,0.790876778470182,"H13",0.0305986550136265
"K230015D01Rik",34.1780855372696,0.197195983542605,0.229310152390061,0.859953131107649,0.389814878868212,0.197195983542605,0.389814878868212,0.791116136554733,"K230015D01Rik",0.0164789112489252
"Selenos",611.676758769364,0.0623820530103531,0.0725794221620696,0.859500546464179,0.390064418645253,0.0623820530103531,0.390064418645253,0.791489299315023,"Selenos",0.0272028542096616
"Cds2",216.346500025347,0.0837415541906605,0.0974623252619113,0.859219744302438,0.390219292212269,0.0837415541906605,0.390219292212269,0.791670279251723,"Cds2",0.0279615596119889
"2810457G06Rik",11.8012886829026,-0.342567940710205,0.398881845754624,-0.858820586487508,0.390439507949178,-0.342567940710205,0.390439507949178,0.79192995560029,"2810457G06Rik",-0.00979609963075268
"Zc3h4",180.998674307084,-0.0872210697628479,0.101567526681083,-0.858749569010552,0.390478696269188,-0.0872210697628479,0.390478696269188,0.79192995560029,"Zc3h4",-0.0283873423344163
"Osbpl1a",485.860156919648,0.0610649267995057,0.0711633314980874,0.858095391460796,0.390839791912367,0.0610649267995057,0.390839791912367,0.792528938748278,"Osbpl1a",0.0304587916288882
"Gm72932",10.2849084248822,-0.348871211191184,0.406852471074889,-0.857488244496783,0.391175108833852,-0.348871211191184,0.391175108833852,NA,"Gm72932",-0.00963831762238037
"Scnm1",64.0073794614442,0.14532409545961,0.169497735724311,0.857380748117956,0.391234495448073,0.14532409545961,0.391234495448073,0.793115413620936,"Scnm1",0.0210884385879877
"Mttp",103.935285747018,-0.114483966899923,0.133534933352227,-0.857333463431231,0.391260619712112,-0.114483966899923,0.391260619712112,0.793115413620936,"Mttp",-0.0248486817875883
"Gm63156",7.79637405499651,-0.398422730844137,0.464734775664643,-0.857312066380937,0.391272441692713,-0.398422730844137,0.391272441692713,NA,"Gm63156",-0.00849190034013405
"Mphosph6",277.35232147685,0.0720955556073756,0.0841256081954695,0.856998922847113,0.391445479919685,0.0720955556073756,0.391445479919685,0.793356712539426,"Mphosph6",0.0302316142874041
"Olfml2b",431.952011913052,0.0612557039264437,0.0715483469900407,0.856144222800428,0.391918010183063,0.0612557039264437,0.391918010183063,0.794060505619308,"Olfml2b",0.0303886911268407
"Tmem183a",426.981132073903,0.0614253127230289,0.0717573272501352,0.856014501611934,0.391989758195524,0.0614253127230289,0.391989758195524,0.794060505619308,"Tmem183a",0.0308960715040328
"Nat14",16.0635177369686,0.278704791972107,0.32558543959955,0.856011228004843,0.391991568911072,0.278704791972107,0.391991568911072,0.794060505619308,"Nat14",0.0118871975133202
"Mastl",9.29328442812582,-0.36660620829518,0.428326657716964,-0.855903319791577,0.392051258535401,-0.36660620829518,0.392051258535401,NA,"Mastl",-0.00913078874805227
"Kyat1",111.385214769596,0.108769175874491,0.127093963001555,0.85581701369372,0.392099002878424,0.108769175874491,0.392099002878424,0.794060505619308,"Kyat1",0.0256489229060861
"Lrrc41",120.517439801107,0.107916073087176,0.126103296385126,0.855775195262104,0.392122138010962,0.107916073087176,0.392122138010962,0.794060505619308,"Lrrc41",0.0257006781121153
"Acvr2b",61.1143016089675,0.144645311803263,0.169048262132552,0.855645068328747,0.392194133186967,0.144645311803263,0.392194133186967,0.794072885486732,"Acvr2b",0.0211011503796187
"Trim44",564.50822627815,-0.0547435294883204,0.0639933716562112,-0.855456246037741,0.392298616930703,-0.0547435294883204,0.392298616930703,0.794080981968211,"Trim44",-0.030189277688996
"Pfkfb3",332.144842243816,-0.0754366916946637,0.0881888194110998,-0.855399722985394,0.392329896923645,-0.0754366916946637,0.392329896923645,0.794080981968211,"Pfkfb3",-0.0297960228440727
"Ilk",229.56779205925,0.0815122401291205,0.0953141464708052,0.855195615207946,0.392442863249235,0.0815122401291205,0.392442863249235,0.794176264396076,"Ilk",0.0285060312236692
"Zfp773",8.03675968924188,-0.40496863536771,0.473547933802462,-0.855179816995338,0.392451607814895,-0.40496863536771,0.392451607814895,NA,"Zfp773",-0.00834272192839988
"Ddx42",361.108951791918,-0.0706087227914272,0.0826174832824176,-0.854646256290089,0.392747011647737,-0.0706087227914272,0.392747011647737,0.794244251761742,"Ddx42",-0.0300997811655103
"Nxt1",106.529050289131,0.113947550353276,0.133327283472713,0.854645406291477,0.392747482353699,0.113947550353276,0.392747482353699,0.794244251761742,"Nxt1",0.0246593783363034
"Pik3r3",95.6207577764494,0.119719295355882,0.140092090270196,0.854575694637573,0.392786087923272,0.119719295355882,0.392786087923272,0.794244251761742,"Pik3r3",0.0241579493658558
"Gm56612",11.0674691330606,-0.340943423365799,0.398969072241026,-0.854561035146673,0.392794206485484,-0.340943423365799,0.392794206485484,0.794244251761742,"Gm56612",-0.00974734855273084
"Atosb",216.561742818906,0.0807560526556158,0.0945023835345322,0.854539850056868,0.392805939164668,0.0807560526556158,0.392805939164668,0.794244251761742,"Atosb",0.0284394704327782
"Gm29170",9.70480562376706,0.354249172360901,0.414714331708562,0.854200458666201,0.392993929104877,0.354249172360901,0.392993929104877,NA,"Gm29170",0.00941822459811832
"Vcpip1",386.619443741268,-0.0694296819666411,0.0812901586987516,-0.854097015899999,0.39305123721151,-0.0694296819666411,0.39305123721151,0.794606937623337,"Vcpip1",-0.0298487269378775
"Pot1b",9.284446271021,-0.370181151232447,0.43373715699406,-0.85346884688857,0.393399356516924,-0.370181151232447,0.393399356516924,NA,"Pot1b",-0.00905078141222823
"Trmt2a",147.053982794701,-0.0967443595877006,0.113360721030212,-0.853420467940717,0.393426174951626,-0.0967443595877006,0.393426174951626,0.794993012783428,"Trmt2a",-0.0270725511746895
"R74862",20.9618972957878,-0.244048662235965,0.28601871312573,-0.853261171511826,0.393514487319906,-0.244048662235965,0.393514487319906,0.794993012783428,"R74862",-0.0132579072370158
"Ube2m",324.963586003595,0.071847911469606,0.0842156005872927,0.85314254091358,0.393580262751731,0.071847911469606,0.393580262751731,0.794993012783428,"Ube2m",0.0300548333835542
"Xkr6",42.2051371166636,-0.1729369212912,0.202724655117497,-0.853063092848612,0.393624316920122,-0.1729369212912,0.393624316920122,0.794993012783428,"Xkr6",-0.018082458099992
"Ubb",171.797825914684,-0.0895903348122257,0.105026493329695,-0.853026050588847,0.39364485797465,-0.0895903348122257,0.39364485797465,0.794993012783428,"Ubb",-0.0279944269083811
"Gm33974",12.2400595027255,0.324672090205948,0.380650129596642,0.85294096852138,0.393692041014546,0.324672090205948,0.393692041014546,0.794993012783428,"Gm33974",0.0101678853372895
"Teddm2",17.4492548956528,0.265943240483743,0.311859244134665,0.852766898802927,0.393788583640511,0.265943240483743,0.393788583640511,0.794993012783428,"Teddm2",0.0123495755354079
"Eif3l",464.94082114693,0.0596909117362095,0.0700009282514083,0.852716002876842,0.393816814269957,0.0596909117362095,0.393816814269957,0.794993012783428,"Eif3l",0.0305470596683845
"Wdr82",155.017657583674,-0.0940107208454711,0.110253003932104,-0.852681718344513,0.393835831687534,-0.0940107208454711,0.393835831687534,0.794993012783428,"Wdr82",-0.0273843635125433
"Gnrh1",10.3370643921795,-0.361902901777588,0.424550509271335,-0.852437799211993,0.393971148166267,-0.361902901777588,0.393971148166267,NA,"Gnrh1",-0.00915768558225639
"Daam2",30.2088532840533,-0.214761939055567,0.251999834839903,-0.852230475436648,0.394086185142533,-0.214761939055567,0.394086185142533,0.795313922622224,"Daam2",-0.0149247670105955
"Parvb",83.4505096417286,0.128931875482026,0.15130074279041,0.852156262448948,0.394127368369026,0.128931875482026,0.394127368369026,0.795313922622224,"Parvb",0.0228378060371954
"Nup54",57.1255181615055,-0.151100869684398,0.177362707407916,-0.851931456689375,0.394252136369429,-0.151100869684398,0.394252136369429,0.795313922622224,"Nup54",-0.0201030795742146
"Airn",46.249335216518,-0.166906246472136,0.195917850893838,-0.851919545414868,0.39425874783604,-0.166906246472136,0.39425874783604,0.795313922622224,"Airn",-0.01856325908493
"Spryd4",132.068154211567,0.099259487958601,0.116529163176566,0.851799543159873,0.394325359975814,0.099259487958601,0.394325359975814,0.795315188050282,"Spryd4",0.02670995953514
"Proscos",9.98096670641967,0.356334043297661,0.418343930183045,0.851772949452734,0.394340122817942,0.356334043297661,0.394340122817942,NA,"Proscos",0.00935991879457795
"Elane",17.3545870557024,-0.276690809158582,0.324887425835725,-0.851651332601855,0.394407639681545,-0.276690809158582,0.394407639681545,0.795348047696447,"Elane",-0.0118111303417673
"Cgref1",14.7808571427865,0.293636082154921,0.344833875880961,0.85152910631172,0.394475501927797,0.293636082154921,0.394475501927797,0.795351827490086,"Cgref1",0.0110596868918577
"Cep295",95.3690386179329,-0.119723855217071,0.140628624023115,-0.851347697161507,0.394576236589653,-0.119723855217071,0.394576236589653,0.795353431762116,"Cep295",-0.0238385516542387
"Gars1",1017.58390974543,0.0457385255765186,0.0537284886518057,0.851290008787199,0.394608273619634,0.0457385255765186,0.394608273619634,0.795353431762116,"Gars1",0.029186184839902
"Akr1e1",85.3014064937329,-0.124208389047312,0.145945660069124,-0.851059147551793,0.394736497318119,-0.124208389047312,0.394736497318119,0.7953888973247,"Akr1e1",-0.0232467797020445
"Gm48604",16.357464480512,-0.27638191612342,0.324765207930937,-0.851020704724608,0.39475785147236,-0.27638191612342,0.39475785147236,0.7953888973247,"Gm48604",-0.0118227069128031
